,A,B,M,N,V/I
480,-505.0,-25.0,-345.0,-185.0,0.07323702413830152
481,-495.0,-15.0,-335.0,-175.0,0.0720300593719232
482,-485.0,-5.0,-325.0,-165.0,0.07112911160701982
483,-475.0,5.0,-315.0,-155.0,0.07050511166910647
484,-465.0,15.0,-305.0,-145.0,0.07012089725214538
485,-455.0,25.0,-295.0,-135.0,0.06993831877272892
486,-445.0,35.0,-285.0,-125.0,0.06992122281552801
487,-435.0,45.0,-275.0,-115.0,0.07003636404502159
488,-425.0,55.0,-265.0,-105.0,0.07025317858163538
489,-415.0,65.0,-255.0,-95.0,0.07054231005032434
490,-405.0,75.0,-245.0,-85.0,0.0708726992277991
491,-395.0,85.0,-235.0,-75.0,0.07120793187902094
492,-385.0,95.0,-225.0,-65.0,0.07150382021811694
493,-375.0,105.0,-215.0,-55.0,0.07171095968761954
494,-365.0,115.0,-205.0,-45.0,0.07178605206308511
495,-355.0,125.0,-195.0,-35.0,0.07170913407007709
496,-345.0,135.0,-185.0,-25.0,0.07149480868749822
497,-335.0,145.0,-175.0,-15.0,0.07118952903794619
498,-325.0,155.0,-165.0,-5.0,0.07086026341698454
499,-315.0,165.0,-155.0,5.0,0.07058310962930411
500,-305.0,175.0,-145.0,15.0,0.07043378763538141
501,-295.0,185.0,-135.0,25.0,0.0704760822822034
502,-285.0,195.0,-125.0,35.0,0.0707431092600417
503,-275.0,205.0,-115.0,45.0,0.0712116734595537
504,-265.0,215.0,-105.0,55.0,0.07178427842251671
505,-255.0,225.0,-95.0,65.0,0.07230475117411209
506,-245.0,235.0,-85.0,75.0,0.0726140203385175
507,-235.0,245.0,-75.0,85.0,0.07261402033851744
508,-225.0,255.0,-65.0,95.0,0.07230475117411196
509,-215.0,265.0,-55.0,105.0,0.07178427842251657
510,-205.0,275.0,-45.0,115.0,0.07121167345955348
511,-195.0,285.0,-35.0,125.0,0.07074310926004146
512,-185.0,295.0,-25.0,135.0,0.07047608228220323
513,-175.0,305.0,-15.0,145.0,0.07043378763538127
514,-165.0,315.0,-5.0,155.0,0.07058310962930389
515,-155.0,325.0,5.0,165.0,0.07086026341698436
516,-145.0,335.0,15.0,175.0,0.07118952903794594
517,-135.0,345.0,25.0,185.0,0.07149480868749795
518,-125.0,355.0,35.0,195.0,0.07170913407007662
519,-115.0,365.0,45.0,205.0,0.07178605206308458
520,-105.0,375.0,55.0,215.0,0.07171095968761895
521,-95.0,385.0,65.0,225.0,0.07150382021811628
522,-85.0,395.0,75.0,235.0,0.07120793187902034
523,-75.0,405.0,85.0,245.0,0.07087269922779857
524,-65.0,415.0,95.0,255.0,0.07054231005032369
525,-55.0,425.0,105.0,265.0,0.07025317858163471
526,-45.0,435.0,115.0,275.0,0.070036364045021
527,-35.0,445.0,125.0,285.0,0.0699212228155274
528,-25.0,455.0,135.0,295.0,0.06993831877272835
529,-15.0,465.0,145.0,305.0,0.0701208972521448
530,-5.0,475.0,155.0,315.0,0.07050511166910584
531,5.0,485.0,165.0,325.0,0.0711291116070192
532,15.0,495.0,175.0,335.0,0.07203005937192238
533,25.0,505.0,185.0,345.0,0.07323702413830069
534,35.0,515.0,195.0,355.0,0.07475777099758382
535,45.0,525.0,205.0,365.0,0.07656124080379756
536,55.0,535.0,215.0,375.0,0.07856665472569996
537,65.0,545.0,225.0,385.0,0.08065553163333714
538,75.0,555.0,235.0,395.0,0.08270662798591817
539,85.0,565.0,245.0,405.0,0.0846288899145966
540,95.0,575.0,255.0,415.0,0.08637229493337506
541,105.0,585.0,265.0,425.0,0.08792050153373625
542,115.0,595.0,275.0,435.0,0.0892782102097714
543,125.0,605.0,285.0,445.0,0.09046075475331802
544,135.0,615.0,295.0,455.0,0.09148750599135125
545,145.0,625.0,305.0,465.0,0.09237827093001474
546,155.0,635.0,315.0,475.0,0.09315155860945178
547,-635.0,325.0,-315.0,5.0,0.03770858277695824
548,-625.0,335.0,-305.0,15.0,0.037642177213334516
549,-615.0,345.0,-295.0,25.0,0.03769729887632869
550,-605.0,355.0,-285.0,35.0,0.03790176713400627
551,-595.0,365.0,-275.0,45.0,0.03826755220476173
552,-585.0,375.0,-265.0,55.0,0.038781510085665105
553,-575.0,385.0,-255.0,65.0,0.039404198180325034
554,-565.0,395.0,-245.0,75.0,0.040081308613754384
555,-555.0,405.0,-235.0,85.0,0.040760006048914776
556,-545.0,415.0,-225.0,95.0,0.04139920405100783
557,-535.0,425.0,-215.0,105.0,0.041971442987232765
558,-525.0,435.0,-205.0,115.0,0.0424602392718956
559,-515.0,445.0,-195.0,125.0,0.04285652750355022
560,-505.0,455.0,-185.0,135.0,0.04315574572491149
561,-495.0,465.0,-175.0,145.0,0.04335583659075262
562,-485.0,475.0,-165.0,155.0,0.04345600267446208
563,-475.0,485.0,-155.0,165.0,0.04345600267446209
564,-465.0,495.0,-145.0,175.0,0.04335583659075269
565,-455.0,505.0,-135.0,185.0,0.04315574572491164
566,-445.0,515.0,-125.0,195.0,0.042856527503550415
567,-435.0,525.0,-115.0,205.0,0.042460239271895885
568,-425.0,535.0,-105.0,215.0,0.04197144298723311
569,-415.0,545.0,-95.0,225.0,0.04139920405100825
570,-405.0,555.0,-85.0,235.0,0.040760006048915214
571,-395.0,565.0,-75.0,245.0,0.04008130861375479
572,-385.0,575.0,-65.0,255.0,0.03940419818032548
573,-375.0,585.0,-55.0,265.0,0.03878151008566556
574,-365.0,595.0,-45.0,275.0,0.03826755220476222
575,-355.0,605.0,-35.0,285.0,0.037901767134006704
576,-345.0,615.0,-25.0,295.0,0.037697298876329145
577,-335.0,625.0,-15.0,305.0,0.03764217721333485
578,-325.0,635.0,-5.0,315.0,0.037708582776958544
