,A,B,M,N,V/I
1275,-87.0,-85.0,27.0,29.0,-8.811549245188455e-06
1276,-87.0,-85.0,29.0,31.0,-8.367545599711687e-06
1277,-87.0,-85.0,31.0,33.0,-7.949306998230807e-06
1278,-87.0,-85.0,33.0,35.0,-7.55592166497461e-06
1279,-87.0,-85.0,35.0,37.0,-7.186244165438907e-06
1280,-87.0,-85.0,37.0,39.0,-6.839001423872976e-06
1281,-85.0,-83.0,-81.0,-79.0,-2.728562089634698
1282,-85.0,-83.0,-79.0,-77.0,-0.6736521432039271
1283,-85.0,-83.0,-77.0,-75.0,-0.27143287111016545
1284,-85.0,-83.0,-75.0,-73.0,-0.1363158346389951
1285,-85.0,-83.0,-73.0,-71.0,-0.07702586798472888
1286,-85.0,-83.0,-71.0,-69.0,-0.046852324314046345
1287,-85.0,-83.0,-69.0,-67.0,-0.029971380055739738
1288,-85.0,-83.0,-67.0,-65.0,-0.019869043045673274
1289,-85.0,-83.0,-65.0,-63.0,-0.013516371491570173
1290,-85.0,-83.0,-63.0,-61.0,-0.009373745192876759
1291,-85.0,-83.0,-61.0,-59.0,-0.006599551106154927
1292,-85.0,-83.0,-59.0,-57.0,-0.004704962582702185
1293,-85.0,-83.0,-57.0,-55.0,-0.0033917164445191883
1294,-85.0,-83.0,-55.0,-53.0,-0.0024706717213498763
1295,-85.0,-83.0,-53.0,-51.0,-0.0018183276624361838
1296,-85.0,-83.0,-51.0,-49.0,-0.0013522650435974018
1297,-85.0,-83.0,-49.0,-47.0,-0.0010165778076122664
1298,-85.0,-83.0,-47.0,-45.0,-0.000772872703865557
1299,-85.0,-83.0,-45.0,-43.0,-0.0005945271169820118
1300,-85.0,-83.0,-43.0,-41.0,-0.0004629341197466136
1301,-85.0,-83.0,-41.0,-39.0,-0.0003650008963783022
1302,-85.0,-83.0,-39.0,-37.0,-0.00029145861823695607
1303,-85.0,-83.0,-37.0,-35.0,-0.00023570823517360395
1304,-85.0,-83.0,-35.0,-33.0,-0.0001930255800040928
1305,-85.0,-83.0,-33.0,-31.0,-0.0001600101629355491
1306,-85.0,-83.0,-31.0,-29.0,-0.00013420072465425426
1307,-85.0,-83.0,-29.0,-27.0,-0.00011380573139099098
1308,-85.0,-83.0,-27.0,-25.0,-9.751358730890336e-05
1309,-85.0,-83.0,-25.0,-23.0,-8.435845938351699e-05
1310,-85.0,-83.0,-23.0,-21.0,-7.362516856683488e-05
1311,-85.0,-83.0,-21.0,-19.0,-6.478185373982176e-05
1312,-85.0,-83.0,-19.0,-17.0,-5.743296783923199e-05
1313,-85.0,-83.0,-17.0,-15.0,-5.128842144517046e-05
1314,-85.0,-83.0,-15.0,-13.0,-4.614823942751187e-05
1315,-85.0,-83.0,-13.0,-11.0,-4.190623158875639e-05
1316,-85.0,-83.0,-11.0,-9.0,-3.857196987159389e-05
1317,-85.0,-83.0,-9.0,-7.0,-3.622879247713179e-05
1318,-85.0,-83.0,-7.0,-5.0,-3.453571466049271e-05
1319,-85.0,-83.0,-5.0,-3.0,-3.206148215029528e-05
1320,-85.0,-83.0,-3.0,-1.0,-2.8296505840848946e-05
1321,-85.0,-83.0,-1.0,1.0,-2.4445308072187227e-05
1322,-85.0,-83.0,1.0,3.0,-2.125894894056124e-05
1323,-85.0,-83.0,3.0,5.0,-1.885283918605027e-05
1324,-85.0,-83.0,5.0,7.0,-1.7119744015560434e-05
1325,-85.0,-83.0,7.0,9.0,-1.5879910823666382e-05
1326,-85.0,-83.0,9.0,11.0,-1.4944399962982247e-05
1327,-85.0,-83.0,11.0,13.0,-1.41670770571721e-05
1328,-85.0,-83.0,13.0,15.0,-1.3463050210348049e-05
1329,-85.0,-83.0,15.0,17.0,-1.2794780082009405e-05
1330,-85.0,-83.0,17.0,19.0,-1.2150572281224847e-05
1331,-85.0,-83.0,19.0,21.0,-1.1529507133416564e-05
1332,-85.0,-83.0,21.0,23.0,-1.0933826965592655e-05
1333,-85.0,-83.0,23.0,25.0,-1.0365864626691451e-05
1334,-85.0,-83.0,25.0,27.0,-9.827104161962488e-06
1335,-85.0,-83.0,27.0,29.0,-9.31808265790951e-06
1336,-85.0,-83.0,29.0,31.0,-8.838561432897296e-06
1337,-85.0,-83.0,31.0,33.0,-8.387744289656274e-06
1338,-85.0,-83.0,33.0,35.0,-7.964468961356788e-06
1339,-85.0,-83.0,35.0,37.0,-7.567355073992768e-06
1340,-85.0,-83.0,37.0,39.0,-7.194911516548302e-06
1341,-85.0,-83.0,39.0,41.0,-6.845611244137018e-06
1342,-83.0,-81.0,-79.0,-77.0,-2.72856209340088
1343,-83.0,-81.0,-77.0,-75.0,-0.6736521467619476
1344,-83.0,-81.0,-75.0,-73.0,-0.2714328744678445
1345,-83.0,-81.0,-73.0,-71.0,-0.1363158378032555
1346,-83.0,-81.0,-71.0,-69.0,-0.07702587096159563
1347,-83.0,-81.0,-69.0,-67.0,-0.046852327108653335
1348,-83.0,-81.0,-67.0,-65.0,-0.029971382672347113
1349,-83.0,-81.0,-65.0,-63.0,-0.019869045487700354
1350,-83.0,-81.0,-63.0,-61.0,-0.013516373761649825
1351,-83.0,-81.0,-61.0,-59.0,-0.009373747292936468
1352,-83.0,-81.0,-59.0,-57.0,-0.006599553037544781
1353,-83.0,-81.0,-57.0,-55.0,-0.004704964346389534
1354,-83.0,-81.0,-55.0,-53.0,-0.003391718041383024
1355,-83.0,-81.0,-53.0,-51.0,-0.0024706731526246833
1356,-83.0,-81.0,-51.0,-49.0,-0.0018183289303732864
1357,-83.0,-81.0,-49.0,-47.0,-0.0013522661524459634
1358,-83.0,-81.0,-47.0,-45.0,-0.0010165787650663893
1359,-83.0,-81.0,-45.0,-43.0,-0.000772873523191088
1360,-83.0,-81.0,-43.0,-41.0,-0.0005945278201380452
1361,-83.0,-81.0,-41.0,-39.0,-0.000462934741968693
1362,-83.0,-81.0,-39.0,-37.0,-0.00036500149293255957
1363,-83.0,-81.0,-37.0,-35.0,-0.00029145927444908237
1364,-83.0,-81.0,-35.0,-33.0,-0.00023570908152173442
1365,-83.0,-81.0,-33.0,-31.0,-0.0001930268153286091
1366,-83.0,-81.0,-31.0,-29.0,-0.00016001209131742689
1367,-83.0,-81.0,-29.0,-27.0,-0.00013420381677895638
1368,-83.0,-81.0,-27.0,-25.0,-0.0001138107329380321
1369,-83.0,-81.0,-25.0,-23.0,-9.7521724126505e-05
1370,-83.0,-81.0,-23.0,-21.0,-8.437185433307973e-05
1371,-83.0,-81.0,-21.0,-19.0,-7.36477437145791e-05
1372,-83.0,-81.0,-19.0,-17.0,-6.482138146611874e-05
1373,-83.0,-81.0,-17.0,-15.0,-5.7505879075700483e-05
1374,-83.0,-81.0,-15.0,-13.0,-5.143111418405913e-05
1375,-83.0,-81.0,-13.0,-11.0,-4.6442159751705625e-05
1376,-83.0,-81.0,-11.0,-9.0,-4.251949643887046e-05
1377,-83.0,-81.0,-9.0,-7.0,-3.973333411308802e-05
1378,-83.0,-81.0,-7.0,-5.0,-3.770949294529605e-05
1379,-83.0,-81.0,-5.0,-3.0,-3.490363782814379e-05
1380,-83.0,-81.0,-3.0,-1.0,-3.075130398404527e-05
1381,-83.0,-81.0,-1.0,1.0,-2.6532007235933325e-05
1382,-83.0,-81.0,1.0,3.0,-2.3043148259054708e-05
1383,-83.0,-81.0,3.0,5.0,-2.040198773037294e-05
1384,-83.0,-81.0,5.0,7.0,-1.848942115544039e-05
1385,-83.0,-81.0,7.0,9.0,-1.711123433876041e-05
1386,-83.0,-81.0,9.0,11.0,-1.6065053102941318e-05
1387,-83.0,-81.0,11.0,13.0,-1.5194660818965144e-05
1388,-83.0,-81.0,13.0,15.0,-1.4408994786881818e-05
1389,-83.0,-81.0,15.0,17.0,-1.3667262478117559e-05
1390,-83.0,-81.0,17.0,19.0,-1.295615485717369e-05
1391,-83.0,-81.0,19.0,21.0,-1.2273899736844202e-05
1392,-83.0,-81.0,21.0,23.0,-1.1622198007880252e-05
1393,-83.0,-81.0,23.0,25.0,-1.1002957603381547e-05
1394,-83.0,-81.0,25.0,27.0,-1.0417281753997282e-05
1395,-83.0,-81.0,27.0,29.0,-9.865348733234525e-06
1396,-83.0,-81.0,29.0,31.0,-9.346579091967441e-06
1397,-83.0,-81.0,31.0,33.0,-8.85985520829996e-06
1398,-83.0,-81.0,33.0,35.0,-8.403714661589165e-06
1399,-83.0,-81.0,35.0,37.0,-7.976499388618816e-06
1400,-83.0,-81.0,37.0,39.0,-7.5764633224225525e-06
1401,-83.0,-81.0,39.0,41.0,-7.201846708427412e-06
1402,-83.0,-81.0,41.0,43.0,-6.8509254355832855e-06
1403,-81.0,-79.0,-77.0,-75.0,-2.728562096751668
1404,-81.0,-79.0,-75.0,-73.0,-0.6736521499176882
1405,-81.0,-79.0,-73.0,-71.0,-0.2714328774347723
1406,-81.0,-79.0,-71.0,-69.0,-0.13631584058663537
1407,-81.0,-79.0,-69.0,-67.0,-0.07702587356572155
1408,-81.0,-79.0,-67.0,-65.0,-0.04685232953685903
1409,-81.0,-79.0,-65.0,-63.0,-0.029971384927020117
1410,-81.0,-79.0,-63.0,-61.0,-0.019869047570314158
1411,-81.0,-79.0,-61.0,-59.0,-0.013516375672812247
1412,-81.0,-79.0,-59.0,-57.0,-0.009373749032474982
1413,-81.0,-79.0,-57.0,-55.0,-0.00659955460464455
1414,-81.0,-79.0,-55.0,-53.0,-0.004704965739815478
1415,-81.0,-79.0,-53.0,-51.0,-0.003391719259828424
1416,-81.0,-79.0,-51.0,-49.0,-0.002470674195248712
1417,-81.0,-79.0,-49.0,-47.0,-0.0018183297976207408
1418,-81.0,-79.0,-47.0,-45.0,-0.0013522668472825752
1419,-81.0,-79.0,-45.0,-43.0,-0.0010165792948288108
1420,-81.0,-79.0,-43.0,-41.0,-0.0007728739023447201
1421,-81.0,-79.0,-41.0,-39.0,-0.0005945280743839057
1422,-81.0,-79.0,-39.0,-37.0,-0.00046293491437589956
1423,-81.0,-79.0,-37.0,-35.0,-0.00036500165316215305
1424,-81.0,-79.0,-35.0,-33.0,-0.0002914595328242231
1425,-81.0,-79.0,-33.0,-31.0,-0.00023570961098598464
1426,-81.0,-79.0,-31.0,-29.0,-0.00019302788691821782
1427,-81.0,-79.0,-29.0,-27.0,-0.00016001413428173156
1428,-81.0,-79.0,-27.0,-25.0,-0.00013420752685581322
1429,-81.0,-79.0,-25.0,-23.0,-0.00011381728119706433
1430,-81.0,-79.0,-23.0,-21.0,-9.753318825936677e-05
1431,-81.0,-79.0,-21.0,-19.0,-8.43921642057141e-05
1432,-81.0,-79.0,-19.0,-17.0,-7.368485152703386e-05
1433,-81.0,-79.0,-17.0,-15.0,-6.489238473882455e-05
1434,-81.0,-79.0,-15.0,-13.0,-5.764914014916994e-05
1435,-81.0,-79.0,-13.0,-11.0,-5.173332083084278e-05
1436,-81.0,-79.0,-11.0,-9.0,-4.7083867845163635e-05
1437,-81.0,-79.0,-9.0,-7.0,-4.375018048659654e-05
1438,-81.0,-79.0,-7.0,-5.0,-4.1318433578622915e-05
1439,-81.0,-79.0,-5.0,-3.0,-3.811781331136688e-05
1440,-81.0,-79.0,-3.0,-1.0,-3.3519143735796786e-05
1441,-81.0,-79.0,-1.0,1.0,-2.888040320253582e-05
1442,-81.0,-79.0,1.0,3.0,-2.5047581056071577e-05
1443,-81.0,-79.0,3.0,5.0,-2.2138557640518503e-05
1444,-81.0,-79.0,5.0,7.0,-2.0020414598913294e-05
1445,-81.0,-79.0,7.0,9.0,-1.8482797046647653e-05
1446,-81.0,-79.0,9.0,11.0,-1.7308614856603732e-05
1447,-81.0,-79.0,11.0,13.0,-1.633064656722527e-05
1448,-81.0,-79.0,13.0,15.0,-1.5451018268226868e-05
1449,-81.0,-79.0,15.0,17.0,-1.4625240372281856e-05
1450,-81.0,-79.0,17.0,19.0,-1.3838071608991698e-05
1451,-81.0,-79.0,19.0,21.0,-1.3086649532225575e-05
1452,-81.0,-79.0,21.0,23.0,-1.2371948233766417e-05
1453,-81.0,-79.0,23.0,25.0,-1.1695301867909944e-05
1454,-81.0,-79.0,25.0,27.0,-1.105731091878559e-05
1455,-81.0,-79.0,27.0,29.0,-1.045769365740773e-05
1456,-81.0,-79.0,29.0,31.0,-9.895445119241161e-06
1457,-81.0,-79.0,31.0,33.0,-9.369054787055492e-06
1458,-81.0,-79.0,33.0,35.0,-8.876699472601043e-06
1459,-81.0,-79.0,35.0,37.0,-8.416391767384832e-06
1460,-81.0,-79.0,37.0,39.0,-7.986086435015152e-06
1461,-81.0,-79.0,39.0,41.0,-7.5837530180873636e-06
1462,-81.0,-79.0,41.0,43.0,-7.207423167081631e-06
1463,-81.0,-79.0,43.0,45.0,-6.855219772075594e-06
1464,-79.0,-77.0,-75.0,-73.0,-2.728562099712722
1465,-79.0,-77.0,-73.0,-71.0,-0.6736521526937422
1466,-79.0,-77.0,-71.0,-69.0,-0.2714328800302481
1467,-79.0,-77.0,-69.0,-67.0,-0.13631584300489485
1468,-79.0,-77.0,-67.0,-65.0,-0.07702587580906195
1469,-79.0,-77.0,-65.0,-63.0,-0.04685233160650354
1470,-79.0,-77.0,-63.0,-61.0,-0.029971386823115453
1471,-79.0,-77.0,-61.0,-59.0,-0.019869049291934615
1472,-79.0,-77.0,-59.0,-57.0,-0.013516377217986125
1473,-79.0,-77.0,-57.0,-55.0,-0.0093737503982467
1474,-79.0,-77.0,-55.0,-53.0,-0.0065995557871968424
1475,-79.0,-77.0,-53.0,-51.0,-0.004704966734686136
1476,-79.0,-77.0,-51.0,-49.0,-0.0033917200622759353
1477,-79.0,-77.0,-49.0,-47.0,-0.0024706748008440776
1478,-79.0,-77.0,-47.0,-45.0,-0.0018183302031819504
1479,-79.0,-77.0,-45.0,-43.0,-0.001352267052325995
1480,-79.0,-77.0,-43.0,-41.0,-0.001016579303797234
1481,-79.0,-77.0,-41.0,-39.0,-0.0007728737280115541
1482,-79.0,-77.0,-39.0,-37.0,-0.0005945277430529847
1483,-79.0,-77.0,-37.0,-35.0,-0.0004629344738753677
1484,-79.0,-77.0,-35.0,-33.0,-0.0003650011853087165
1485,-79.0,-77.0,-33.0,-31.0,-0.00029145917333199545
1486,-79.0,-77.0,-31.0,-29.0,-0.00023570958244609197
1487,-79.0,-77.0,-29.0,-27.0,-0.0001930285562128306
1488,-79.0,-77.0,-27.0,-25.0,-0.00016001611882110467
1489,-79.0,-77.0,-25.0,-23.0,-0.0001342119046900403
1490,-79.0,-77.0,-23.0,-21.0,-0.00011382603412407599
1491,-79.0,-77.0,-21.0,-19.0,-9.755018895666809e-05
1492,-79.0,-77.0,-19.0,-17.0,-8.442546802524958e-05
1493,-79.0,-77.0,-17.0,-15.0,-7.375215185613168e-05
1494,-79.0,-77.0,-15.0,-13.0,-6.503400779830915e-05
1495,-79.0,-77.0,-13.0,-11.0,-5.795728575904574e-05
1496,-79.0,-77.0,-11.0,-9.0,-5.240205862569111e-05
1497,-79.0,-77.0,-9.0,-7.0,-4.838604181936143e-05
1498,-79.0,-77.0,-7.0,-5.0,-4.5447328971333356e-05
1499,-79.0,-77.0,-5.0,-3.0,-4.177280957692181e-05
1500,-79.0,-77.0,-3.0,-1.0,-3.6656208277960345e-05
1501,-79.0,-77.0,-1.0,1.0,-3.1536630159055556e-05
1502,-79.0,-77.0,1.0,3.0,-2.7310473964099746e-05
1503,-79.0,-77.0,3.0,5.0,-2.4094465446523883e-05
1504,-79.0,-77.0,5.0,7.0,-2.1739483204039067e-05
1505,-79.0,-77.0,7.0,9.0,-2.0017074828460046e-05
1506,-79.0,-77.0,9.0,11.0,-1.86939970778649e-05
1507,-79.0,-77.0,11.0,13.0,-1.7590996587837915e-05
1508,-79.0,-77.0,13.0,15.0,-1.6602654169878966e-05
1509,-79.0,-77.0,15.0,17.0,-1.568024966194445e-05
1510,-79.0,-77.0,17.0,19.0,-1.4806211282577392e-05
1511,-79.0,-77.0,19.0,21.0,-1.3976280479700842e-05
1512,-79.0,-77.0,21.0,23.0,-1.3190463965227078e-05
1513,-79.0,-77.0,23.0,25.0,-1.2449329366174405e-05
1514,-79.0,-77.0,25.0,27.0,-1.1752817866850923e-05
1515,-79.0,-77.0,27.0,29.0,-1.1100059241601207e-05
1516,-79.0,-77.0,29.0,31.0,-1.0489516651703001e-05
1517,-79.0,-77.0,31.0,33.0,-9.919198015543793e-06
1518,-79.0,-77.0,33.0,35.0,-9.386844987789925e-06
1519,-79.0,-77.0,35.0,37.0,-8.89007804843675e-06
1520,-79.0,-77.0,37.0,39.0,-8.426499555277966e-06
1521,-79.0,-77.0,39.0,41.0,-7.993762976351779e-06
1522,-79.0,-77.0,41.0,43.0,-7.58961688160191e-06
1523,-79.0,-77.0,43.0,45.0,-7.2119308588813186e-06
1524,-79.0,-77.0,45.0,47.0,-6.858708846136513e-06
1525,-77.0,-75.0,-73.0,-71.0,-2.7285621023031115
1526,-77.0,-75.0,-71.0,-69.0,-0.6736521551055636
1527,-77.0,-75.0,-69.0,-67.0,-0.2714328822658232
1528,-77.0,-75.0,-67.0,-65.0,-0.1363158450653562
1529,-77.0,-75.0,-65.0,-63.0,-0.0770258776943008
1530,-77.0,-75.0,-63.0,-61.0,-0.046852333315127725
1531,-77.0,-75.0,-61.0,-59.0,-0.029971388352392714
1532,-77.0,-75.0,-59.0,-57.0,-0.019869050637740415
1533,-77.0,-75.0,-57.0,-55.0,-0.013516378374763327
1534,-77.0,-75.0,-55.0,-53.0,-0.009373751358991156
1535,-77.0,-75.0,-53.0,-51.0,-0.006599556543496102
1536,-77.0,-75.0,-51.0,-49.0,-0.0047049672768480905
1537,-77.0,-75.0,-49.0,-47.0,-0.003391720379605223
1538,-77.0,-75.0,-47.0,-45.0,-0.002470674882157395
1539,-77.0,-75.0,-45.0,-43.0,-0.0018183300376981015
1540,-77.0,-75.0,-43.0,-41.0,-0.0013522666311432952
1541,-77.0,-75.0,-41.0,-39.0,-0.0010165786222910214
1542,-77.0,-75.0,-39.0,-37.0,-0.0007728727896852972
1543,-77.0,-75.0,-37.0,-35.0,-0.0005945265657296139
1544,-77.0,-75.0,-35.0,-33.0,-0.00046293309976805364
1545,-77.0,-75.0,-33.0,-31.0,-0.00036499969779824754
1546,-77.0,-75.0,-31.0,-29.0,-0.0002914577259702719
1547,-77.0,-75.0,-29.0,-27.0,-0.00023570845164534726
1548,-77.0,-75.0,-27.0,-25.0,-0.00019302824274448904
1549,-77.0,-75.0,-25.0,-23.0,-0.00016001755571379978
1550,-77.0,-75.0,-23.0,-21.0,-0.00013421690803148978
1551,-77.0,-75.0,-21.0,-19.0,-0.00011383832798248297
1552,-77.0,-75.0,-19.0,-17.0,-9.757781891966272e-05
1553,-77.0,-75.0,-17.0,-15.0,-8.448660441080433e-05
1554,-77.0,-75.0,-15.0,-13.0,-7.388902626637509e-05
1555,-77.0,-75.0,-13.0,-11.0,-6.53445575392389e-05
1556,-77.0,-75.0,-11.0,-9.0,-5.865023768231517e-05
1557,-77.0,-75.0,-9.0,-7.0,-5.377673543365685e-05
1558,-77.0,-75.0,-7.0,-5.0,-5.020289208214346e-05
1559,-77.0,-75.0,-5.0,-3.0,-4.5954413582568326e-05
1560,-77.0,-75.0,-3.0,-1.0,-4.023215860555693e-05
1561,-77.0,-75.0,-1.0,1.0,-3.4557693488937447e-05
1562,-77.0,-75.0,1.0,3.0,-2.9878927828359825e-05
1563,-77.0,-75.0,3.0,5.0,-2.630891015500611e-05
1564,-77.0,-75.0,5.0,7.0,-2.367935146486283e-05
1565,-77.0,-75.0,7.0,9.0,-2.174140209719802e-05
1566,-77.0,-75.0,9.0,11.0,-2.0244047248423047e-05
1567,-77.0,-75.0,11.0,13.0,-1.8994854751722134e-05
1568,-77.0,-75.0,13.0,15.0,-1.788001254618768e-05
1569,-77.0,-75.0,15.0,17.0,-1.684592236369034e-05
1570,-77.0,-75.0,17.0,19.0,-1.587217853896497e-05
1571,-77.0,-75.0,19.0,21.0,-1.4952731054590496e-05
1572,-77.0,-75.0,21.0,23.0,-1.408630599525687e-05
1573,-77.0,-75.0,23.0,25.0,-1.3272454135845185e-05
1574,-77.0,-75.0,25.0,27.0,-1.2510255633004647e-05
1575,-77.0,-75.0,27.0,29.0,-1.179808788424365e-05
1576,-77.0,-75.0,29.0,31.0,-1.1133748022864112e-05
1577,-77.0,-75.0,31.0,33.0,-1.05146517897e-05
1578,-77.0,-75.0,33.0,35.0,-9.938013859003489e-06
1579,-77.0,-75.0,35.0,37.0,-9.400985887244792e-06
1580,-77.0,-75.0,37.0,39.0,-8.900753355292265e-06
1581,-77.0,-75.0,39.0,41.0,-8.434599169881984e-06
1582,-77.0,-75.0,41.0,43.0,-7.999942531434698e-06
1583,-77.0,-75.0,43.0,45.0,-7.594360209918841e-06
1584,-77.0,-75.0,45.0,47.0,-7.215595702800975e-06
1585,-77.0,-75.0,47.0,49.0,-6.861560287929266e-06
1586,-75.0,-73.0,-71.0,-69.0,-2.728562104534154
1587,-75.0,-73.0,-69.0,-67.0,-0.6736521571601486
1588,-75.0,-73.0,-67.0,-65.0,-0.2714328841437459
1589,-75.0,-73.0,-65.0,-63.0,-0.13631584676496622
1590,-75.0,-73.0,-63.0,-61.0,-0.07702587921239878
1591,-75.0,-73.0,-61.0,-59.0,-0.0468523346468247
1592,-75.0,-73.0,-59.0,-57.0,-0.0299713894909564
1593,-75.0,-73.0,-57.0,-55.0,-0.019869051574415597
1594,-75.0,-73.0,-55.0,-53.0,-0.013516379098577003
1595,-75.0,-73.0,-53.0,-51.0,-0.009373751856548873
1596,-75.0,-73.0,-51.0,-49.0,-0.006599556798787265
1597,-75.0,-73.0,-49.0,-47.0,-0.004704967271092833
1598,-75.0,-73.0,-47.0,-45.0,-0.0033917200911912915
1599,-75.0,-73.0,-45.0,-43.0,-0.0024706742867535297
1600,-75.0,-73.0,-43.0,-41.0,-0.0018183291086845688
1601,-75.0,-73.0,-41.0,-39.0,-0.001352265340596688
1602,-75.0,-73.0,-39.0,-37.0,-0.0010165769429279353
1603,-75.0,-73.0,-37.0,-35.0,-0.0007728706984812261
1604,-75.0,-73.0,-35.0,-33.0,-0.0005945240505345756
1605,-75.0,-73.0,-33.0,-31.0,-0.0004629301714865683
1606,-75.0,-73.0,-31.0,-29.0,-0.0003649964133971423
1607,-75.0,-73.0,-29.0,-27.0,-0.0002914542336732162
1608,-75.0,-73.0,-27.0,-25.0,-0.00023570508393679773
1609,-75.0,-73.0,-25.0,-23.0,-0.0001930257170846411
1610,-75.0,-73.0,-23.0,-21.0,-0.000160017426827877
1611,-75.0,-73.0,-21.0,-19.0,-0.00013422262396020623
1612,-75.0,-73.0,-19.0,-17.0,-0.00011385776174031859
1613,-75.0,-73.0,-17.0,-15.0,-9.762943115861067e-05
1614,-75.0,-73.0,-15.0,-13.0,-8.461438870348281e-05
1615,-75.0,-73.0,-13.0,-11.0,-7.419680606218088e-05
1616,-75.0,-73.0,-11.0,-9.0,-6.60569169616057e-05
1617,-75.0,-73.0,-9.0,-7.0,-6.009665138775183e-05
1618,-75.0,-73.0,-7.0,-5.0,-5.572063283999437e-05
1619,-75.0,-73.0,-5.0,-3.0,-5.077055197789948e-05
1620,-75.0,-73.0,-3.0,-1.0,-4.43341293656814e-05
1621,-75.0,-73.0,-1.0,1.0,-3.801464239075805e-05
1622,-75.0,-73.0,1.0,3.0,-3.281147334579723e-05
1623,-75.0,-73.0,3.0,5.0,-2.883044080746397e-05
1624,-75.0,-73.0,5.0,7.0,-2.5880373249770328e-05
1625,-75.0,-73.0,7.0,9.0,-2.3689295786541442e-05
1626,-75.0,-73.0,9.0,11.0,-2.1986590464758565e-05
1627,-75.0,-73.0,11.0,13.0,-2.0565360783167397e-05
1628,-75.0,-73.0,13.0,15.0,-1.9302414952633573e-05
1629,-75.0,-73.0,15.0,17.0,-1.8138482683258822e-05
1630,-75.0,-73.0,17.0,19.0,-1.7049683276201127e-05
1631,-75.0,-73.0,19.0,21.0,-1.6027661668586296e-05
1632,-75.0,-73.0,21.0,23.0,-1.5069454040624042e-05
1633,-75.0,-73.0,23.0,25.0,-1.4173268136102868e-05
1634,-75.0,-73.0,25.0,27.0,-1.3337062147230488e-05
1635,-75.0,-73.0,27.0,29.0,-1.2558251131295634e-05
1636,-75.0,-73.0,29.0,31.0,-1.1833796100159041e-05
1637,-75.0,-73.0,31.0,33.0,-1.1160381844467146e-05
1638,-75.0,-73.0,33.0,35.0,-1.053458203767281e-05
1639,-75.0,-73.0,35.0,37.0,-9.952985185177066e-06
1640,-75.0,-73.0,37.0,39.0,-9.412281341020234e-06
1641,-75.0,-73.0,39.0,41.0,-8.909317030710365e-06
1642,-75.0,-73.0,41.0,43.0,-8.441126607682328e-06
1643,-75.0,-73.0,43.0,45.0,-8.004947006307397e-06
1644,-75.0,-73.0,45.0,47.0,-7.598221230899205e-06
1645,-75.0,-73.0,47.0,49.0,-7.218594482294796e-06
1646,-75.0,-73.0,49.0,51.0,-6.863905691739669e-06
1647,-73.0,-71.0,-69.0,-67.0,-2.7285621064078547
1648,-73.0,-71.0,-67.0,-65.0,-0.673652158854084
1649,-73.0,-71.0,-65.0,-63.0,-0.27143288565445967
1650,-73.0,-71.0,-63.0,-61.0,-0.13631584808710173
1651,-73.0,-71.0,-61.0,-59.0,-0.07702588033846114
1652,-73.0,-71.0,-59.0,-57.0,-0.04685233556688517
1653,-73.0,-71.0,-57.0,-55.0,-0.029971390192290837
1654,-73.0,-71.0,-55.0,-53.0,-0.019869052041065732
1655,-73.0,-71.0,-53.0,-51.0,-0.013516379310820142
1656,-73.0,-71.0,-51.0,-49.0,-0.00937375179027014
1657,-73.0,-71.0,-49.0,-47.0,-0.006599556424740291
1658,-73.0,-71.0,-47.0,-45.0,-0.004704966554048229
1659,-73.0,-71.0,-45.0,-43.0,-0.0033917189889851873
1660,-73.0,-71.0,-43.0,-41.0,-0.0024706727492757596
1661,-73.0,-71.0,-41.0,-39.0,-0.0018183270769067256
1662,-73.0,-71.0,-39.0,-37.0,-0.0013522627458586456
1663,-73.0,-71.0,-37.0,-35.0,-0.0010165737069488673
1664,-73.0,-71.0,-35.0,-33.0,-0.0007728667350877447
1665,-73.0,-71.0,-33.0,-31.0,-0.0005945192712606892
1666,-73.0,-71.0,-31.0,-29.0,-0.0004629244998409776
1667,-73.0,-71.0,-29.0,-27.0,-0.0003649898187722683
1668,-73.0,-71.0,-27.0,-25.0,-0.00029144681065675776
1669,-73.0,-71.0,-25.0,-23.0,-0.00023569723883392485
1670,-73.0,-71.0,-23.0,-21.0,-0.00019301861259525543
1671,-73.0,-71.0,-21.0,-19.0,-0.00016001405849698502
1672,-73.0,-71.0,-19.0,-17.0,-0.00013423046082488427
1673,-73.0,-71.0,-17.0,-15.0,-0.00011389527368532368
1674,-73.0,-71.0,-15.0,-13.0,-9.774210784221568e-05
1675,-73.0,-71.0,-13.0,-11.0,-8.491196583712904e-05
1676,-73.0,-71.0,-11.0,-9.0,-7.492096002133936e-05
1677,-73.0,-71.0,-9.0,-7.0,-6.757164586310149e-05
1678,-73.0,-71.0,-7.0,-5.0,-6.217416690233041e-05
1679,-73.0,-71.0,-5.0,-3.0,-5.635822649001365e-05
1680,-73.0,-71.0,-3.0,-1.0,-4.9072081809754114e-05
1681,-73.0,-71.0,-1.0,1.0,-4.199680559891644e-05
1682,-73.0,-71.0,1.0,3.0,-3.618147315177095e-05
1683,-73.0,-71.0,3.0,5.0,-3.171970089644455e-05
1684,-73.0,-71.0,5.0,7.0,-2.8392733050823515e-05
1685,-73.0,-71.0,7.0,9.0,-2.5902200299059847e-05
1686,-73.0,-71.0,9.0,11.0,-2.3955796354491882e-05
1687,-73.0,-71.0,11.0,13.0,-2.2330712707817335e-05
1688,-73.0,-71.0,13.0,15.0,-2.089321797201643e-05
