,A,M,V/I
1390,-83.0,-73.0,0.7649638874267588
1391,-83.0,-71.0,0.5425127333737864
1392,-83.0,-69.0,0.3970876017474333
1393,-83.0,-67.0,0.2985149456845757
1394,-83.0,-65.0,0.2299138179579287
1395,-83.0,-63.0,0.1811818787886615
1396,-83.0,-61.0,0.14596645402746233
1397,-83.0,-59.0,0.12012491492174587
1398,-83.0,-57.0,0.10088306503141031
1399,-83.0,-55.0,0.08634631352665639
1400,-83.0,-53.0,0.07520141193814642
1401,-83.0,-51.0,0.06652731308863444
1402,-83.0,-49.0,0.05967167020679763
1403,-83.0,-47.0,0.054168417514943626
1404,-83.0,-45.0,0.049681863909396246
1405,-83.0,-43.0,0.04596829934288902
1406,-83.0,-41.0,0.04284937169484421
1407,-83.0,-39.0,0.04019347912184354
1408,-83.0,-37.0,0.03790267622497806
1409,-83.0,-35.0,0.035903403784686566
1410,-83.0,-33.0,0.034139887670559546
1411,-83.0,-31.0,0.03256941175323427
1412,-83.0,-29.0,0.031158913178298844
1413,-83.0,-27.0,0.029882514837905792
1414,-83.0,-25.0,0.028719724269338876
1415,-83.0,-23.0,0.02765410678569053
1416,-83.0,-21.0,0.02667229373621781
1417,-83.0,-19.0,0.025763220053930544
1418,-83.0,-17.0,0.024917499321336332
1419,-83.0,-15.0,0.024126832638669986
1420,-83.0,-13.0,0.023383291617770738
1421,-83.0,-11.0,0.022678204090943906
1422,-83.0,-9.0,0.022000417932757366
1423,-83.0,-7.0,0.02133566326257042
1424,-83.0,-5.0,0.020677080004296525
1425,-83.0,-3.0,0.020048808531046375
1426,-83.0,-1.0,0.01948427848170749
1427,-83.0,1.0,0.01898902486982911
1428,-83.0,3.0,0.018550898611813426
1429,-83.0,5.0,0.018154129136282907
1430,-83.0,7.0,0.017784624368346352
1431,-83.0,9.0,0.017432090182890478
1432,-83.0,11.0,0.017090581974485528
1433,-83.0,13.0,0.016757606239429006
1434,-83.0,15.0,0.016432641902274028
1435,-83.0,17.0,0.01611596554379727
1436,-83.0,19.0,0.015808010985789815
1437,-83.0,21.0,0.01550911051595313
1438,-83.0,23.0,0.015219429265955995
1439,-83.0,25.0,0.014938976632201274
1440,-83.0,27.0,0.01466764011165013
1441,-83.0,29.0,0.014405220094549465
1442,-83.0,31.0,0.014151458871976809
1443,-83.0,33.0,0.013906062827738874
1444,-83.0,35.0,0.013668718667930284
1445,-83.0,37.0,0.013439104950796251
1446,-83.0,39.0,0.013216900085844155
1447,-83.0,41.0,0.013001787747148712
1448,-83.0,43.0,0.012793460421930053
1449,-81.0,-79.0,7.090191097290846
1450,-81.0,-77.0,3.057776515849593
1451,-81.0,-75.0,1.753924189823831
1452,-81.0,-73.0,1.1237241687847632
1453,-81.0,-71.0,0.7649571769285353
1454,-81.0,-69.0,0.5425061743405866
1455,-81.0,-67.0,0.39708119116907564
1456,-81.0,-65.0,0.2985086807700815
1457,-81.0,-63.0,0.22990769611311396
1458,-81.0,-61.0,0.18117589759026498
1459,-81.0,-59.0,0.14596061119161205
1460,-81.0,-57.0,0.12011920826373171
1461,-81.0,-55.0,0.10087749241258825
1462,-81.0,-53.0,0.08634087278269525
1463,-81.0,-51.0,0.07519610078055859
1464,-81.0,-49.0,0.0665221289683485
1465,-81.0,-47.0,0.05966661012404853
1466,-81.0,-45.0,0.05416347775343476
1467,-81.0,-43.0,0.04967703966373645
1468,-81.0,-41.0,0.04596358419555359
1469,-81.0,-39.0,0.04284475688058423
1470,-81.0,-37.0,0.04018895249078619
1471,-81.0,-35.0,0.03789822077604561
1472,-81.0,-33.0,0.03589899558039686
1473,-81.0,-31.0,0.034135492847742976
1474,-81.0,-29.0,0.03256498218149012
1475,-81.0,-27.0,0.031154380024318112
1476,-81.0,-25.0,0.029877778722813164
1477,-81.0,-23.0,0.028714639515038314
1478,-81.0,-21.0,0.027648454611232512
1479,-81.0,-19.0,0.026665733185230668
1480,-81.0,-17.0,0.025755191071170337
1481,-81.0,-15.0,0.02490701850942829
1482,-81.0,-13.0,0.024112046374344984
1483,-81.0,-11.0,0.023360516687766446
1484,-81.0,-9.0,0.022640211033141035
1485,-81.0,-7.0,0.021935723028841003
1486,-81.0,-5.0,0.02123943027762181
1487,-81.0,-3.0,0.020576255166543517
1488,-81.0,-1.0,0.019980973813220587
1489,-81.0,1.0,0.019459188194106275
1490,-81.0,3.0,0.018998018787831535
1491,-81.0,5.0,0.018580847324570642
1492,-81.0,7.0,0.018192853135478648
1493,-81.0,9.0,0.017823207715684013
1494,-81.0,11.0,0.01746563445417612
1495,-81.0,13.0,0.017117464058300634
1496,-81.0,15.0,0.016778090726358774
1497,-81.0,17.0,0.0164477471054039
1498,-81.0,19.0,0.01612683639253927
1499,-81.0,21.0,0.01581566202296574
1500,-81.0,23.0,0.015514358574960726
1501,-81.0,25.0,0.015222902983602623
1502,-81.0,27.0,0.014941149181297481
1503,-81.0,29.0,0.014668863815463583
1504,-81.0,31.0,0.014405756013798959
1505,-81.0,33.0,0.014151500114352724
1506,-81.0,35.0,0.013905752239882545
1507,-81.0,37.0,0.013668162023359893
1508,-81.0,39.0,0.013438380695085374
1509,-81.0,41.0,0.013216066509681504
1510,-81.0,43.0,0.013000888259027262
1511,-81.0,45.0,0.012792527424114967
1512,-79.0,-77.0,7.090184075043862
1513,-79.0,-75.0,3.0577696522664315
1514,-79.0,-73.0,1.7539174813096756
1515,-79.0,-71.0,1.1237176120186754
1516,-79.0,-69.0,0.7649507688440913
1517,-79.0,-67.0,0.5424999121068589
1518,-79.0,-65.0,0.39707507217100574
1519,-79.0,-63.0,0.29850270258701805
1520,-79.0,-61.0,0.22990185649385492
1521,-79.0,-59.0,0.18117019442238974
1522,-79.0,-57.0,0.14595504246203442
1523,-79.0,-55.0,0.12011377200624641
1524,-79.0,-53.0,0.10087218663653794
1525,-79.0,-51.0,0.08633569537457285
1526,-79.0,-49.0,0.07519104936711404
1527,-79.0,-47.0,0.06651720072519333
1528,-79.0,-45.0,0.05966180150729699
1529,-79.0,-43.0,0.054158784122769865
1530,-79.0,-41.0,0.04967245475224229
1531,-79.0,-39.0,0.04595909936288902
1532,-79.0,-37.0,0.04284036005871508
1533,-79.0,-35.0,0.04018462669081235
1534,-79.0,-33.0,0.037893941962339375
1535,-79.0,-31.0,0.03589472961869951
1536,-79.0,-29.0,0.034131191065528435
1537,-79.0,-27.0,0.032560574774074695
1538,-79.0,-25.0,0.031149765945713934
1539,-79.0,-23.0,0.02987280945674202
1540,-79.0,-21.0,0.02870909136467685
1541,-79.0,-19.0,0.027641977774469292
1542,-79.0,-17.0,0.026657750808881928
1543,-79.0,-15.0,0.025744685862401057
1544,-79.0,-13.0,0.02489206458716858
1545,-79.0,-11.0,0.0240888015797592
1546,-79.0,-9.0,0.023321412057288625
1547,-79.0,-7.0,0.022573173872501996
1548,-79.0,-5.0,0.02183556268770418
1549,-79.0,-3.0,0.02113426976331452
1550,-79.0,-1.0,0.020505469266255794
1551,-79.0,1.0,0.019954803243938946
1552,-79.0,3.0,0.019468586256608134
1553,-79.0,5.0,0.019029276235706723
1554,-79.0,7.0,0.018621261632015815
1555,-79.0,9.0,0.018233133415174532
1556,-79.0,11.0,0.017858251538810037
1557,-79.0,13.0,0.017493750496367325
1558,-79.0,15.0,0.017138926146157238
1559,-79.0,17.0,0.01679395728483008
1560,-79.0,19.0,0.01645920850035646
1561,-79.0,21.0,0.016134947481250706
1562,-79.0,23.0,0.015821272085011925
1563,-79.0,25.0,0.015518121191785913
1564,-79.0,27.0,0.015225310078561986
1565,-79.0,29.0,0.01494256701907068
1566,-79.0,31.0,0.014669563772286814
1567,-79.0,33.0,0.014405938818053524
1568,-79.0,35.0,0.014151314244110744
1569,-79.0,37.0,0.013905307635820707
1570,-79.0,39.0,0.013667540221111173
1571,-79.0,41.0,0.013437642282689215
1572,-79.0,43.0,0.013215256608867892
1573,-79.0,45.0,0.013000040554183521
1574,-79.0,47.0,0.012791667126205821
1575,-77.0,-75.0,7.090177367513639
1576,-77.0,-73.0,3.0577630968441607
1577,-77.0,-71.0,1.7539110748594182
1578,-77.0,-69.0,1.123711351654586
1579,-77.0,-67.0,0.7649446519124588
1580,-77.0,-65.0,0.5424939361675437
1581,-77.0,-63.0,0.3970692349770525
1582,-77.0,-61.0,0.2984970020607739
1583,-77.0,-59.0,0.2298962906973741
1584,-77.0,-57.0,0.18116476151903266
1585,-77.0,-55.0,0.14594974066499797
1586,-77.0,-53.0,0.12010859950809266
1587,-77.0,-51.0,0.10086714151144144
1588,-77.0,-49.0,0.0863307754417067
1589,-77.0,-47.0,0.07518625199894191
1590,-77.0,-45.0,0.06651252257786361
1591,-77.0,-43.0,0.05965723814101049
1592,-77.0,-41.0,0.05415432946668568
1593,-77.0,-39.0,0.04966810034932086
1594,-77.0,-37.0,0.045954833302093934
1595,-77.0,-35.0,0.042836165460315836
1596,-77.0,-33.0,0.04018047954653414
1597,-77.0,-31.0,0.03788980802956228
1598,-77.0,-29.0,0.035890559893945115
1599,-77.0,-27.0,0.034126915046278544
1600,-77.0,-25.0,0.03255609009909668
1601,-77.0,-23.0,0.031144921705434724
1602,-77.0,-21.0,0.02986737757924548
1603,-77.0,-19.0,0.028702713800081252
1604,-77.0,-17.0,0.027634061366468638
1605,-77.0,-15.0,0.026647244268131635
1606,-77.0,-13.0,0.02572958898510085
1607,-77.0,-11.0,0.024868368691932423
1608,-77.0,-9.0,0.024048577110836158
1609,-77.0,-7.0,0.023251952884230168
1610,-77.0,-5.0,0.02246889437046102
1611,-77.0,-3.0,0.021725828636494436
1612,-77.0,-1.0,0.02106037193115775
1613,-77.0,1.0,0.020478169278681846
1614,-77.0,3.0,0.019964641817386934
1615,-77.0,5.0,0.019501237331039
1616,-77.0,7.0,0.019071483244144052
1617,-77.0,9.0,0.01866333795247431
1618,-77.0,11.0,0.01826976207903195
1619,-77.0,13.0,0.0178876700400014
1620,-77.0,15.0,0.017516243035621434
1621,-77.0,17.0,0.017155593924632333
1622,-77.0,19.0,0.016806038928876135
1623,-77.0,21.0,0.01646780162929068
1624,-77.0,23.0,0.01614093576908667
1625,-77.0,25.0,0.015825335546494484
1626,-77.0,27.0,0.015520771615403706
1627,-77.0,29.0,0.015226928496670799
1628,-77.0,31.0,0.014943435733235231
1629,-77.0,33.0,0.014669891580986397
1630,-77.0,35.0,0.014405880162055826
1631,-77.0,37.0,0.014150983475717353
1632,-77.0,39.0,0.013904789561452541
1633,-77.0,41.0,0.013666897860054232
1634,-77.0,43.0,0.013436922569351306
1635,-77.0,45.0,0.013214494583808054
1636,-77.0,47.0,0.012999262446984218
1637,-77.0,49.0,0.01279089262613739
1638,-75.0,-73.0,7.0901709618721185
1639,-75.0,-71.0,3.057756837584265
1640,-75.0,-69.0,1.7539049592738691
1641,-75.0,-67.0,1.1237053772659187
1642,-75.0,-65.0,0.7649388164556474
1643,-75.0,-63.0,0.5424882375708554
1644,-75.0,-61.0,0.3970636713394491
1645,-75.0,-59.0,0.2984915716236566
1646,-75.0,-57.0,0.22989099180757472
1647,-75.0,-55.0,0.1811595925787767
1648,-75.0,-53.0,0.14594470006288024
1649,-75.0,-51.0,0.12010368552273291
1650,-75.0,-49.0,0.10086235217615008
1651,-75.0,-47.0,0.08632610835378007
1652,-75.0,-45.0,0.07518170405054438
1653,-75.0,-43.0,0.06650808957599316
1654,-75.0,-41.0,0.059652914270525055
1655,-75.0,-39.0,0.05415010653086921
1656,-75.0,-37.0,0.04966396669395699
1657,-75.0,-35.0,0.04595077228644928
1658,-75.0,-33.0,0.042832153272899534
1659,-75.0,-31.0,0.040176482058129424
1660,-75.0,-29.0,0.03788577619654199
1661,-75.0,-27.0,0.03588642289723007
1662,-75.0,-25.0,0.034122569707303714
1663,-75.0,-23.0,0.03255138375792796
1664,-75.0,-21.0,0.031139622723707225
1665,-75.0,-19.0,0.029861120616560516
1666,-75.0,-17.0,0.02869489036402824
1667,-75.0,-15.0,0.027623586661280432
1668,-75.0,-13.0,0.02663204235198327
1669,-75.0,-11.0,0.025705477501275605
1670,-75.0,-9.0,0.024827035682497025
1671,-75.0,-7.0,0.023976634720457378
1672,-75.0,-5.0,0.023143373314606086
1673,-75.0,-3.0,0.022354353167056935
1674,-75.0,-1.0,0.02164866430311469
1675,-75.0,1.0,0.02103190395714985
1676,-75.0,3.0,0.02048849756802658
1677,-75.0,5.0,0.019998784171523638
1678,-75.0,7.0,0.019545350733163828
1679,-75.0,9.0,0.019115464039396887
1680,-75.0,11.0,0.018701644118706104
1681,-75.0,13.0,0.01830055722492383
1682,-75.0,15.0,0.017911250207997678
1683,-75.0,17.0,0.017533755174644887
1684,-75.0,19.0,0.017168328000349724
1685,-75.0,21.0,0.016815137969709678
1686,-75.0,23.0,0.016474185803510413
1687,-75.0,25.0,0.01614531312678238
1688,-75.0,27.0,0.0158282389400586
1689,-75.0,29.0,0.015522597733441447
1690,-75.0,31.0,0.015227971221983015
1691,-75.0,33.0,0.014943912417944481
1692,-75.0,35.0,0.014669962985154907
1693,-75.0,37.0,0.01440566531292919
1694,-75.0,39.0,0.014150570645309085
1695,-75.0,41.0,0.013904244344740893
1696,-75.0,43.0,0.013666269111506533
1697,-75.0,45.0,0.013436246765753362
1698,-75.0,47.0,0.013213799033226725
1699,-75.0,49.0,0.012998567652091968
1700,-75.0,51.0,0.012790214027517538
1701,-73.0,-71.0,7.090164846950367
1702,-73.0,-69.0,3.0577508641058175
1703,-73.0,-67.0,1.7538991249377185
1704,-73.0,-65.0,1.1236996799837013
1705,-73.0,-63.0,0.7649332543339431
1706,-73.0,-61.0,0.542482808890138
1707,-73.0,-59.0,0.3970583745275208
1708,-73.0,-57.0,0.29848640522048253
1709,-73.0,-55.0,0.22988595441726892
1710,-73.0,-53.0,0.18115468280279545
1711,-73.0,-51.0,0.14593991640609927
1712,-73.0,-49.0,0.12009902626072916
1713,-73.0,-47.0,0.10085781516726632
1714,-73.0,-45.0,0.08632169077283933
1715,-73.0,-43.0,0.07517740201153458
1716,-73.0,-41.0,0.0665038975973819
1717,-73.0,-39.0,0.05964882451712937
1718,-73.0,-37.0,0.054146107737289215
1719,-73.0,-35.0,0.04966004263130028
1720,-73.0,-33.0,0.045946899567215954
1721,-73.0,-31.0,0.042828298180959276
1722,-73.0,-29.0,0.040172595905974696
1723,-73.0,-27.0,0.03788178837298956
1724,-73.0,-25.0,0.03588223009912641
1725,-73.0,-23.0,0.034118018432666014
1726,-73.0,-21.0,0.0325462399716174
1727,-73.0,-19.0,0.031133515240510487
1728,-73.0,-17.0,0.02985342722623789
1729,-73.0,-15.0,0.028684494092331474
1730,-73.0,-13.0,0.02760833539433083
1731,-73.0,-11.0,0.026607573737560983
1732,-73.0,-9.0,0.025663075001820797
1733,-73.0,-7.0,0.0247525773883934
1734,-73.0,-5.0,0.023863595349702112
1735,-73.0,-3.0,0.02302380465017506
1736,-73.0,-1.0,0.022273781656867137
1737,-73.0,1.0,0.021619006668511537
1738,-73.0,3.0,0.02104278880604247
1739,-73.0,5.0,0.020524244968732064
1740,-73.0,7.0,0.020044931157122484
1741,-73.0,9.0,0.019591355167569
1742,-73.0,11.0,0.01915554865641346
1743,-73.0,13.0,0.01873389640184802
1744,-73.0,15.0,0.018325286969969233
1745,-73.0,17.0,0.017929653453933183
1746,-73.0,19.0,0.01754717659636182
1747,-73.0,21.0,0.017177958904053187
1748,-73.0,23.0,0.016821937283813298
1749,-73.0,25.0,0.016478891338949163
1750,-73.0,27.0,0.01614848009007815
1751,-73.0,29.0,0.0158302806323297
1752,-73.0,31.0,0.01552382032477111
1753,-73.0,33.0,0.015228601138888109
1754,-73.0,35.0,0.014944117124060862
1755,-73.0,37.0,0.014669866466649967
1756,-73.0,39.0,0.014405359517688843
1757,-73.0,41.0,0.01415012390008994
1758,-73.0,43.0,0.013903707540247898
1759,-73.0,45.0,0.01366568024748842
1760,-73.0,47.0,0.013435634293730883
1761,-73.0,49.0,0.013213184318113831
1762,-73.0,51.0,0.012997966787847662
1763,-73.0,53.0,0.012789639178762309
1764,-71.0,-69.0,7.090159013163611
1765,-71.0,-67.0,3.0577451675876577
1766,-71.0,-65.0,1.7538935637795563
1767,-71.0,-63.0,1.1236942524753384
1768,-71.0,-61.0,0.7649279589444316
1769,-71.0,-59.0,0.5424776442433532
1770,-71.0,-57.0,0.39705333936942977
1771,-71.0,-55.0,0.2984814983739253
1772,-71.0,-53.0,0.2298811747183861
1773,-71.0,-51.0,0.18115002901086977
1774,-71.0,-49.0,0.14593538707522952
1775,-71.0,-47.0,0.1200946195570264
1776,-71.0,-45.0,0.10085352860855118
1777,-71.0,-43.0,0.08631752085826125
1778,-71.0,-41.0,0.0751733436948328
1779,-71.0,-39.0,0.06649994353767355
1780,-71.0,-37.0,0.05964496401197475
1781,-71.0,-35.0,0.054142325199036945
1782,-71.0,-33.0,0.04965631539986488
1783,-71.0,-31.0,0.04594319474234751
1784,-71.0,-29.0,0.04282456796752195
1785,-71.0,-27.0,0.04016877061576455
1786,-71.0,-25.0,0.03787776553124464
1787,-71.0,-23.0,0.03587785662595032
1788,-71.0,-21.0,0.03411305955230645
1789,-71.0,-19.0,0.03254032076270255
1790,-71.0,-17.0,0.03112600228760507
1791,-71.0,-15.0,0.02984317388001333
1792,-71.0,-13.0,0.02866927307417047
1793,-71.0,-11.0,0.027583599451563495
1794,-71.0,-9.0,0.02656417975580197
1795,-71.0,-7.0,0.02558611049651147
1796,-71.0,-5.0,0.024634954290917853
1797,-71.0,-3.0,0.02373880536490079
1798,-71.0,-1.0,0.02293971028978311
1799,-71.0,1.0,0.022242938495828594
1800,-71.0,3.0,0.021630539160207754
1801,-71.0,5.0,0.021080275622000905
1802,-71.0,7.0,0.0205725690773405
1803,-71.0,9.0,0.02009309088748796
1804,-71.0,11.0,0.019633328579977925
1805,-71.0,13.0,0.019189345612704668
1806,-71.0,15.0,0.018759842962853865
1807,-71.0,17.0,0.018344632060585335
1808,-71.0,19.0,0.017943800164153242
1809,-71.0,21.0,0.01755736762654867
1810,-71.0,23.0,0.017185194391206138
1811,-71.0,25.0,0.016826986659878532
1812,-71.0,27.0,0.016482333554286497
1813,-71.0,29.0,0.016150746088213486
1814,-71.0,31.0,0.015831689631299217
1815,-71.0,33.0,0.015524608386873869
1816,-71.0,35.0,0.015228942845941243
1817,-71.0,37.0,0.014944141727849362
1818,-71.0,39.0,0.014669669818298937
1819,-71.0,41.0,0.014405012844729516
1820,-71.0,43.0,0.014149680255446129
1821,-71.0,45.0,0.013903206540852104
1822,-71.0,47.0,0.01366515155903329
1823,-71.0,49.0,0.013435100196654715
1824,-71.0,51.0,0.013212661600065515
1825,-71.0,53.0,0.012997468141940211
1826,-71.0,55.0,0.012789174238731042
1827,-69.0,-67.0,7.090153452473519
1828,-69.0,-65.0,3.057739740751048
1829,-69.0,-63.0,1.753888269276522
1830,-69.0,-61.0,1.12368908897318
1831,-69.0,-59.0,0.7649229252759568
1832,-69.0,-57.0,0.5424727393773499
1833,-69.0,-55.0,0.3970485623692558
1834,-69.0,-53.0,0.29847684833851007
1835,-69.0,-51.0,0.22987665069760937
1836,-69.0,-49.0,0.18114562988398902
1837,-69.0,-47.0,0.14593111137635822
1838,-69.0,-45.0,0.12009046522503422
1839,-69.0,-43.0,0.10084949262928786
1840,-69.0,-41.0,0.08631359875340583
1841,-69.0,-39.0,0.07516952879192842
1842,-69.0,-37.0,0.0664962259268169
1843,-69.0,-35.0,0.05964132905077624
1844,-69.0,-33.0,0.054138751359104176
1845,-69.0,-31.0,0.04965277113644136
1846,-69.0,-29.0,0.04593963387516171
1847,-69.0,-27.0,0.0428209227007295
1848,-69.0,-25.0,0.04016494060412739
1849,-69.0,-23.0,0.037873599858706135
1850,-69.0,-21.0,0.03587312208811001
1851,-69.0,-19.0,0.034107380499463776
1852,-69.0,-17.0,0.032533056311713285
1853,-69.0,-15.0,0.031115980255003693
1854,-69.0,-13.0,0.02982809490808687
1855,-69.0,-11.0,0.02864440234489491
1856,-69.0,-9.0,0.027539346282533503
1857,-69.0,-7.0,0.02648478032957218
1858,-69.0,-5.0,0.025463836238071285
1859,-69.0,-3.0,0.024504794411813097
1860,-69.0,-1.0,0.023651113320354914
1861,-69.0,1.0,0.022907724047304102
1862,-69.0,3.0,0.02225524303500913
1863,-69.0,5.0,0.021669926404714802
1864,-69.0,7.0,0.02113094048480149
1865,-69.0,9.0,0.020623030494066663
1866,-69.0,11.0,0.020137074203311418
1867,-69.0,13.0,0.019668765674055497
1868,-69.0,15.0,0.019216582135780834
1869,-69.0,17.0,0.018780185084094764
1870,-69.0,19.0,0.018359545383342384
1871,-69.0,21.0,0.017954582178238487
1872,-69.0,23.0,0.017565062327510234
1873,-69.0,25.0,0.017190604839421243
1874,-69.0,27.0,0.01683071704766371
1875,-69.0,29.0,0.016484833577709482
1876,-69.0,31.0,0.016152348833579615
1877,-69.0,33.0,0.01583264140259065
1878,-69.0,35.0,0.01552509133204913
1879,-69.0,37.0,0.015229091814194524
1880,-69.0,39.0,0.014944056719881183
1881,-69.0,41.0,0.014669425145821332
1882,-69.0,43.0,0.014404663859871991
1883,-69.0,45.0,0.014149268295000593
1884,-69.0,47.0,0.013902762561937407
1885,-69.0,49.0,0.013664698815982363
1886,-69.0,51.0,0.013434656215108792
1887,-69.0,53.0,0.013212239635420456
1888,-69.0,55.0,0.012997078258979024
1889,-69.0,57.0,0.012788824112564306
1890,-67.0,-65.0,7.090148158395755
1891,-67.0,-63.0,3.057734577893414
1892,-67.0,-61.0,1.7538832365174117
1893,-67.0,-59.0,1.1236841853711264
1894,-67.0,-57.0,0.7649181500443145
1895,-67.0,-55.0,0.542468091848026
1896,-67.0,-53.0,0.39704404194004694
1897,-67.0,-51.0,0.2984724543963666
1898,-67.0,-49.0,0.22987238250694914
1899,-67.0,-47.0,0.18114148642465525
1900,-67.0,-45.0,0.1459270911093652
1901,-67.0,-43.0,0.1200865657550042
1902,-67.0,-41.0,0.10084571021917946
1903,-67.0,-39.0,0.08630992762775158
1904,-67.0,-37.0,0.07516596013612428
1905,-67.0,-35.0,0.06649274644655227
1906,-67.0,-33.0,0.05963791888750693
1907,-67.0,-31.0,0.054135381045238073
1908,-67.0,-29.0,0.049649397077468696
1909,-67.0,-27.0,0.045936191476962096
1910,-67.0,-25.0,0.042817315515368534
1911,-67.0,-23.0,0.040161022263197274
1912,-67.0,-21.0,0.03786914192599736
1913,-67.0,-19.0,0.035867752413033235
1914,-67.0,-17.0,0.034100456143541236
1915,-67.0,-15.0,0.032523385968736655
1916,-67.0,-13.0,0.03110119853308339
1917,-67.0,-11.0,0.029803280160527624
1918,-67.0,-9.0,0.028599497555142177
1919,-67.0,-7.0,0.027457671426282193
1920,-67.0,-5.0,0.026357873041307905
1921,-67.0,-3.0,0.025328229944297394
1922,-67.0,-1.0,0.024413493108158418
1923,-67.0,1.0,0.023618082229266972
1924,-67.0,3.0,0.022920970865104456
1925,-67.0,5.0,0.022296726542798642
1926,-67.0,7.0,0.021723120699098576
1927,-67.0,9.0,0.021183867600375366
1928,-67.0,11.0,0.020669157296180848
1929,-67.0,13.0,0.02017425591021877
1930,-67.0,15.0,0.0196973719557639
1931,-67.0,17.0,0.019237981471284343
1932,-67.0,19.0,0.018795910152652636
1933,-67.0,21.0,0.018370952176420742
1934,-67.0,23.0,0.01796276142356651
1935,-67.0,25.0,0.017570852882878362
1936,-67.0,27.0,0.017194637755666098
1937,-67.0,29.0,0.016833461971199972
1938,-67.0,31.0,0.0164866383487597
1939,-67.0,33.0,0.016153470652658465
1940,-67.0,35.0,0.015833270468611927
1941,-67.0,37.0,0.015525368451290513
1942,-67.0,39.0,0.015229121404470646
1943,-67.0,41.0,0.014943916376701042
1944,-67.0,43.0,0.014669172669971996
1945,-67.0,45.0,0.014404342420325424
1946,-67.0,47.0,0.014148910225068857
1947,-67.0,49.0,0.01390239215411146
1948,-67.0,51.0,0.013664334382855348
1949,-67.0,53.0,0.013434311611858672
1950,-67.0,55.0,0.013211925386764762
1951,-67.0,57.0,0.012996802395162608
1952,-67.0,59.0,0.01278859279096382
1953,-65.0,-63.0,7.090143126067016
1954,-65.0,-61.0,3.0577296749918705
1955,-65.0,-59.0,1.7538784623490271
1956,-65.0,-57.0,1.1236795394217824
1957,-65.0,-55.0,0.7649136319504302
1958,-65.0,-53.0,0.5424637013525577
1959,-65.0,-51.0,0.39703977882674496
1960,-65.0,-49.0,0.2984683183921346
1961,-65.0,-47.0,0.22986837313787448
1962,-65.0,-45.0,0.18113760280513938
1963,-65.0,-43.0,0.14592333163497231
1964,-65.0,-41.0,0.12008292765690243
1965,-65.0,-39.0,0.10084218891939942
1966,-65.0,-37.0,0.08630651580673865
1967,-65.0,-35.0,0.07516264638171555
1968,-65.0,-33.0,0.06648951328647165
1969,-65.0,-31.0,0.059634739895946524
1970,-65.0,-29.0,0.054132216516534465
1971,-65.0,-27.0,0.04964618738421475
1972,-65.0,-25.0,0.045932846463099655
1973,-65.0,-23.0,0.0428136966085947
1974,-65.0,-21.0,0.040156910187877606
1975,-65.0,-19.0,0.03786417391335746
1976,-65.0,-17.0,0.03586129117046595
1977,-65.0,-15.0,0.03409130079177232
1978,-65.0,-13.0,0.032509115303818524
1979,-65.0,-11.0,0.0310767098478322
1980,-65.0,-9.0,0.0297580353372014
1981,-65.0,-7.0,0.02851583175220605
1982,-65.0,-5.0,0.027326275522539273
1983,-65.0,-3.0,0.026216853682492307
1984,-65.0,-1.0,0.02523340264571368
1985,-65.0,1.0,0.02437959556659925
1986,-65.0,3.0,0.02363250461923442
1987,-65.0,5.0,0.02296479240688114
1988,-65.0,7.0,0.022352670608388057
1989,-65.0,9.0,0.021778698917820406
1990,-65.0,11.0,0.0212322861225211
1991,-65.0,13.0,0.020708198445464038
1992,-65.0,15.0,0.020204319309004924
1993,-65.0,17.0,0.01971989435924875
1994,-65.0,19.0,0.019254567754469057
1995,-65.0,21.0,0.018807978884847684
1996,-65.0,23.0,0.01837964394115969
1997,-65.0,25.0,0.01796895322311546
1998,-65.0,27.0,0.017575204373040606
1999,-65.0,29.0,0.017197639827153166
2000,-65.0,31.0,0.016835478175667253
2001,-65.0,33.0,0.016487937492209045
2002,-65.0,35.0,0.016154251510748917
2003,-65.0,37.0,0.01583368019558476
2004,-65.0,39.0,0.015525516173511267
2005,-65.0,41.0,0.015229088219269792
2006,-65.0,43.0,0.014943762697242086
2007,-65.0,45.0,0.014668943620857222
2008,-65.0,47.0,0.014404071804569152
2009,-65.0,49.0,0.01414862344449996
2010,-65.0,51.0,0.013902108362748026
2011,-65.0,53.0,0.013664068077586041
2012,-65.0,55.0,0.013434073809809188
2013,-65.0,57.0,0.013211724498632355
2014,-65.0,59.0,0.012996644874554913
2015,-65.0,61.0,0.012788483618434512
2016,-63.0,-61.0,7.09013835239668
2017,-63.0,-59.0,3.057725029909944
2018,-63.0,-57.0,1.7538739456497934
2019,-63.0,-55.0,1.1236751510923084
2020,-63.0,-53.0,0.7649093721383109
2021,-63.0,-51.0,0.5424595703152789
2022,-63.0,-49.0,0.39703577685362007
2023,-63.0,-47.0,0.29846444568586067
2024,-63.0,-45.0,0.22986462963712495
2025,-63.0,-43.0,0.18113398792149116
2026,-63.0,-41.0,0.14591984386564677
2027,-63.0,-39.0,0.12007956401739307
2028,-63.0,-37.0,0.1008389441139445
2029,-63.0,-35.0,0.08630338101434346
2030,-63.0,-33.0,0.07515960747090127
2031,-63.0,-31.0,0.06648654816298027
2032,-63.0,-29.0,0.05963181449147237
2033,-63.0,-27.0,0.05412927854749833
2034,-63.0,-25.0,0.04964315622482721
2035,-63.0,-23.0,0.045929595752377636
2036,-63.0,-21.0,0.042810022241821205
2037,-63.0,-19.0,0.04015246690974933
2038,-63.0,-17.0,0.037858340906395976
