,A,B,M,V/I
1444,-81.0,-79.0,-41.0,-0.003708870556688698
1445,-81.0,-79.0,-39.0,-0.0031143424823047924
1446,-81.0,-79.0,-37.0,-0.002651407567928893
1447,-81.0,-79.0,-35.0,-0.00228640591476674
1448,-81.0,-79.0,-33.0,-0.0019949463819425167
1449,-81.0,-79.0,-31.0,-0.001759236770956532
1450,-81.0,-79.0,-29.0,-0.0015662088840383143
1451,-81.0,-79.0,-27.0,-0.0014061947497565827
1452,-81.0,-79.0,-25.0,-0.0012719872229007695
1453,-81.0,-79.0,-23.0,-0.0011581699417037052
1454,-81.0,-79.0,-21.0,-0.0010606367534443384
1455,-81.0,-79.0,-19.0,-0.0009762445892386243
1456,-81.0,-79.0,-17.0,-0.0009025597377115904
1457,-81.0,-79.0,-15.0,-0.0008376673529727659
1458,-81.0,-79.0,-13.0,-0.0007800182128235959
1459,-81.0,-79.0,-11.0,-0.0007282848919927531
1460,-81.0,-79.0,-9.0,-0.0006812010241475895
1461,-81.0,-79.0,-7.0,-0.000637450843660993
1462,-81.0,-79.0,-5.0,-0.0005961324100823701
1463,-81.0,-79.0,-3.0,-0.0005580145967710032
1464,-81.0,-79.0,-1.0,-0.0005244954530352064
1465,-81.0,-79.0,1.0,-0.0004956150498326706
1466,-81.0,-79.0,3.0,-0.000470567468776599
1467,-81.0,-79.0,5.0,-0.0004484289111360805
1468,-81.0,-79.0,7.0,-0.0004284084965371672
1469,-81.0,-79.0,9.0,-0.00040992569949051955
1470,-81.0,-79.0,11.0,-0.0003926170846339158
1471,-81.0,-79.0,13.0,-0.00037628643806669054
1472,-81.0,-79.0,15.0,-0.0003608354197984637
1473,-81.0,-79.0,17.0,-0.0003462101794261818
1474,-81.0,-79.0,19.0,-0.0003323721078171901
1475,-81.0,-79.0,21.0,-0.00031928545828496455
1476,-81.0,-79.0,23.0,-0.00030691351005119986
1477,-81.0,-79.0,25.0,-0.0002952182081832899
1478,-81.0,-79.0,27.0,-0.00028416089726450433
1479,-81.0,-79.0,29.0,-0.0002737032036070966
1480,-81.0,-79.0,31.0,-0.00026380775848785544
1481,-81.0,-79.0,33.0,-0.00025443870370079995
1482,-81.0,-79.0,35.0,-0.0002455620042281989
1483,-81.0,-79.0,37.0,-0.00023714561246081407
1484,-81.0,-79.0,39.0,-0.00022915952602579892
1485,-81.0,-79.0,41.0,-0.00022157577300771156
1486,-81.0,-79.0,43.0,-0.00021436834984062993
1487,-81.0,-79.0,45.0,-0.00020751313006855433
1488,-79.0,-77.0,-75.0,-4.032407715247207
1489,-79.0,-77.0,-73.0,-1.303845615534485
1490,-79.0,-77.0,-71.0,-0.6301934628407428
1491,-79.0,-77.0,-69.0,-0.3587605828104947
1492,-79.0,-77.0,-67.0,-0.22244473980559987
1493,-79.0,-77.0,-65.0,-0.14541886399653797
1494,-79.0,-77.0,-63.0,-0.09856653239003443
1495,-79.0,-77.0,-61.0,-0.06859514556691898
1496,-79.0,-77.0,-59.0,-0.048726096274984365
1497,-79.0,-77.0,-57.0,-0.03520971905699824
1498,-79.0,-77.0,-55.0,-0.025835968658751554
1499,-79.0,-77.0,-53.0,-0.019236412871554726
1500,-79.0,-77.0,-51.0,-0.01453144613686859
1501,-79.0,-77.0,-49.0,-0.011139726074592654
1502,-79.0,-77.0,-47.0,-0.008669051273748576
1503,-79.0,-77.0,-45.0,-0.006850721070566619
1504,-79.0,-77.0,-43.0,-0.005498454018240624
1505,-79.0,-77.0,-41.0,-0.00448187471444339
1506,-79.0,-77.0,-39.0,-0.003709000986431836
1507,-79.0,-77.0,-37.0,-0.0031144732433788513
1508,-79.0,-77.0,-35.0,-0.0026515387695034837
1509,-79.0,-77.0,-33.0,-0.002286537584194767
1510,-79.0,-77.0,-31.0,-0.0019950784108627717
1511,-79.0,-77.0,-29.0,-0.0017593688284166797
1512,-79.0,-77.0,-27.0,-0.0015663402722038491
1513,-79.0,-77.0,-25.0,-0.0014063241533827445
1514,-79.0,-77.0,-23.0,-0.0012721122486927042
1515,-79.0,-77.0,-21.0,-0.0011582862145686282
1516,-79.0,-77.0,-19.0,-0.00106073602561196
1517,-79.0,-77.0,-17.0,-0.0009763105575867105
1518,-79.0,-77.0,-15.0,-0.0009025584057305788
1519,-79.0,-77.0,-13.0,-0.0008375243979322697
1520,-79.0,-77.0,-11.0,-0.0007795671121732239
1521,-79.0,-77.0,-9.0,-0.0007271650535475328
1522,-79.0,-77.0,-7.0,-0.0006787790117281714
1523,-79.0,-77.0,-5.0,-0.000633331682756838
1524,-79.0,-77.0,-3.0,-0.0005915588731799162
1525,-79.0,-77.0,-1.0,-0.0005549026649019559
1526,-79.0,-77.0,1.0,-0.0005233660347429003
1527,-79.0,-77.0,3.0,-0.0004960555607788006
1528,-79.0,-77.0,5.0,-0.0004719610953322767
1529,-79.0,-77.0,7.0,-0.00045022161212823764
1530,-79.0,-77.0,9.0,-0.0004302045372997776
1531,-79.0,-77.0,11.0,-0.0004115105402219127
1532,-79.0,-77.0,13.0,-0.0003939195436340748
1533,-79.0,-77.0,15.0,-0.0003773168894641958
1534,-79.0,-77.0,17.0,-0.00036163663980225136
1535,-79.0,-77.0,19.0,-0.00034683042851967397
1536,-79.0,-77.0,21.0,-0.0003328541480399731
1537,-79.0,-77.0,23.0,-0.00031966368407474605
1538,-79.0,-77.0,25.0,-0.00030721435470857164
1539,-79.0,-77.0,27.0,-0.0002954615368417207
1540,-79.0,-77.0,29.0,-0.0002843614776001195
1541,-79.0,-77.0,31.0,-0.0002738719609484165
1542,-79.0,-77.0,33.0,-0.0002639527629328727
1543,-79.0,-77.0,35.0,-0.0002545659179450828
1544,-79.0,-77.0,37.0,-0.00024567583989664604
1545,-79.0,-77.0,39.0,-0.00023724934034136808
1546,-79.0,-77.0,41.0,-0.0002292555773650163
1547,-79.0,-77.0,43.0,-0.0002216659604834144
1548,-79.0,-77.0,45.0,-0.00021445402962453307
1549,-79.0,-77.0,47.0,-0.00020759532077839656
1550,-77.0,-75.0,-73.0,-4.032407865027958
1551,-77.0,-75.0,-71.0,-1.3038457627248468
1552,-77.0,-75.0,-69.0,-0.6301936076192831
1553,-77.0,-75.0,-67.0,-0.35876072535345993
1554,-77.0,-75.0,-65.0,-0.22244488028810372
1555,-77.0,-75.0,-63.0,-0.14541900259380292
1556,-77.0,-75.0,-61.0,-0.09856666927867519
1557,-77.0,-75.0,-59.0,-0.06859528092628248
1558,-77.0,-75.0,-57.0,-0.04872623028854206
1559,-77.0,-75.0,-55.0,-0.035209851913778734
1560,-77.0,-75.0,-53.0,-0.025836100554787578
1561,-77.0,-75.0,-51.0,-0.019236544011291476
1562,-77.0,-75.0,-49.0,-0.014531576734443385
1563,-77.0,-75.0,-47.0,-0.011139856354838162
1564,-77.0,-75.0,-45.0,-0.008669181472680768
1565,-77.0,-75.0,-43.0,-0.006850851434982673
1566,-77.0,-75.0,-41.0,-0.005498584803839378
1567,-77.0,-75.0,-39.0,-0.004482006181548356
1568,-77.0,-75.0,-37.0,-0.0037091333918630592
1569,-77.0,-75.0,-35.0,-0.0031146068261334453
1570,-77.0,-75.0,-33.0,-0.0026516737263653917
1571,-77.0,-75.0,-31.0,-0.002286674028567144
1572,-77.0,-75.0,-29.0,-0.001995216302596872
1573,-77.0,-75.0,-27.0,-0.001759507850951525
1574,-77.0,-75.0,-25.0,-0.001566479608207036
1575,-77.0,-75.0,-23.0,-0.0014064620524932361
1576,-77.0,-75.0,-21.0,-0.0012722451444617464
1577,-77.0,-75.0,-19.0,-0.0011584068164792634
1578,-77.0,-75.0,-17.0,-0.0010608289975596007
1579,-77.0,-75.0,-15.0,-0.0009763423931487963
1580,-77.0,-75.0,-13.0,-0.0009024533668824213
1581,-77.0,-75.0,-11.0,-0.0008371088093431824
1582,-77.0,-75.0,-9.0,-0.0007784585716608672
1583,-77.0,-75.0,-7.0,-0.0007246818362272103
1584,-77.0,-75.0,-5.0,-0.0006744789441450669
1585,-77.0,-75.0,-3.0,-0.0006285245305624985
1586,-77.0,-75.0,-1.0,-0.0005882923719569416
1587,-77.0,-75.0,1.0,-0.0005537346784680042
1588,-77.0,-75.0,3.0,-0.0005238557506396443
1589,-77.0,-75.0,5.0,-0.0004975468404846382
1590,-77.0,-75.0,7.0,-0.0004738674890197754
1591,-77.0,-75.0,9.0,-0.0004521260869225774
1592,-77.0,-75.0,11.0,-0.00043188203967415434
1593,-77.0,-75.0,13.0,-0.0004128871849224322
1594,-77.0,-75.0,15.0,-0.0003950071723762445
1595,-77.0,-75.0,17.0,-0.0003781612500125542
1596,-77.0,-75.0,19.0,-0.0003622890714735892
1597,-77.0,-75.0,21.0,-0.0003473363404189987
1598,-77.0,-75.0,23.0,-0.00033325003442374185
1599,-77.0,-75.0,25.0,-0.00031997758028789666
1600,-77.0,-75.0,27.0,-0.000307467324654892
1601,-77.0,-75.0,29.0,-0.00029566923677064837
1602,-77.0,-75.0,31.0,-0.00028453548874778425
1603,-77.0,-75.0,33.0,-0.00027402083695808425
1604,-77.0,-75.0,35.0,-0.00026408282309908077
1605,-77.0,-75.0,37.0,-0.000254681837211836
1606,-77.0,-75.0,39.0,-0.0002457810838565437
1607,-77.0,-75.0,41.0,-0.00023734648468666172
1608,-77.0,-75.0,43.0,-0.00022934654215522703
1609,-77.0,-75.0,45.0,-0.00022175218194530819
1610,-77.0,-75.0,47.0,-0.0002145365862425072
1611,-77.0,-75.0,49.0,-0.00020767502595457794
1612,-75.0,-73.0,-71.0,-4.032408009366103
1613,-75.0,-73.0,-69.0,-1.3038459048319484
1614,-75.0,-73.0,-67.0,-0.6301937476717998
1615,-75.0,-73.0,-65.0,-0.3587608635280539
1616,-75.0,-73.0,-63.0,-0.2224450167630877
1617,-75.0,-73.0,-61.0,-0.14541913755068892
1618,-75.0,-73.0,-59.0,-0.09856680290386421
1619,-75.0,-73.0,-57.0,-0.06859541341290781
1620,-75.0,-73.0,-55.0,-0.048726361838492216
1621,-75.0,-73.0,-53.0,-0.03520998273991521
1622,-75.0,-73.0,-51.0,-0.025836230883366354
1623,-75.0,-73.0,-49.0,-0.019236674084579075
1624,-75.0,-73.0,-47.0,-0.014531706813486242
1625,-75.0,-73.0,-45.0,-0.01113998672229495
1626,-75.0,-73.0,-43.0,-0.00866931243554142
1627,-75.0,-73.0,-41.0,-0.006850983326856845
1628,-75.0,-73.0,-39.0,-0.005498717986260157
1629,-75.0,-73.0,-37.0,-0.004482141043332222
1630,-75.0,-73.0,-35.0,-0.0037092703448509956
1631,-75.0,-73.0,-33.0,-0.00311474629431642
1632,-75.0,-73.0,-31.0,-0.0026518161228298517
1633,-75.0,-73.0,-29.0,-0.0022868197094327095
1634,-75.0,-73.0,-27.0,-0.0019953654757594932
1635,-75.0,-73.0,-25.0,-0.0017596603918226955
1636,-75.0,-73.0,-23.0,-0.0015666346747380544
1637,-75.0,-73.0,-21.0,-0.0014066172479101774
1638,-75.0,-73.0,-19.0,-0.0012723946239499712
1639,-75.0,-73.0,-17.0,-0.0011585368622096526
1640,-75.0,-73.0,-15.0,-0.001060907431051042
1641,-75.0,-73.0,-13.0,-0.0009762930423475591
1642,-75.0,-73.0,-11.0,-0.0009020962362853782
1643,-75.0,-73.0,-9.0,-0.0008360393193237725
1644,-75.0,-73.0,-7.0,-0.0007759426679360207
1645,-75.0,-73.0,-5.0,-0.0007202220350960263
1646,-75.0,-73.0,-3.0,-0.0006694514831181268
1647,-75.0,-73.0,-1.0,-0.0006251173537524454
1648,-75.0,-73.0,1.0,-0.0005871027113616874
1649,-75.0,-73.0,3.0,-0.0005542912380158901
1650,-75.0,-73.0,5.0,-0.0005254607972084262
1651,-75.0,-73.0,7.0,-0.0004995804239586558
1652,-75.0,-73.0,9.0,-0.0004758911281721144
1653,-75.0,-73.0,11.0,-0.00045390453770735584
1654,-75.0,-73.0,13.0,-0.00043333917692418844
1655,-75.0,-73.0,15.0,-0.00041403676197155487
1656,-75.0,-73.0,17.0,-0.00039589827928829605
1657,-75.0,-73.0,19.0,-0.0003788485960120949
1658,-75.0,-73.0,21.0,-0.0003628209343435086
1659,-75.0,-73.0,23.0,-0.0003477514803028846
1660,-75.0,-73.0,25.0,-0.0003335782121667817
1661,-75.0,-73.0,27.0,-0.0003202411500195512
1662,-75.0,-73.0,29.0,-0.00030768289888825386
1663,-75.0,-73.0,31.0,-0.0002958491027880948
1664,-75.0,-73.0,33.0,-0.00028468872094362767
1665,-75.0,-73.0,35.0,-0.00027415413890595486
1666,-75.0,-73.0,37.0,-0.0002642011537207778
1667,-75.0,-73.0,39.0,-0.00025478887237975756
1668,-75.0,-73.0,41.0,-0.0002458795553490472
1669,-75.0,-73.0,43.0,-0.00023743842874136487
1670,-75.0,-73.0,45.0,-0.00022943348173505747
1671,-75.0,-73.0,47.0,-0.00022183526050415826
1672,-75.0,-73.0,49.0,-0.00021461666602186347
1673,-75.0,-73.0,51.0,-0.0002077527603301238
1674,-73.0,-71.0,-69.0,-4.032408149057794
1675,-73.0,-71.0,-67.0,-1.3038460426499392
1676,-73.0,-71.0,-65.0,-0.630193883795855
1677,-73.0,-71.0,-63.0,-0.3587609981413953
1678,-73.0,-71.0,-61.0,-0.22244515005429355
1679,-73.0,-71.0,-59.0,-0.1454192697158324
1680,-73.0,-71.0,-57.0,-0.09856693414894724
1681,-73.0,-71.0,-55.0,-0.06859554395665637
1682,-73.0,-71.0,-53.0,-0.04872649191559064
1683,-73.0,-71.0,-51.0,-0.0352101126047705
1684,-73.0,-71.0,-49.0,-0.02583636081450036
1685,-73.0,-71.0,-47.0,-0.01923680438976008
1686,-73.0,-71.0,-45.0,-0.014531837835711853
1687,-73.0,-71.0,-43.0,-0.011140118846726665
1688,-73.0,-71.0,-41.0,-0.008669446097450906
1689,-73.0,-71.0,-39.0,-0.00685111902054418
1690,-73.0,-71.0,-37.0,-0.005498856274685535
1691,-73.0,-71.0,-35.0,-0.004482282567736667
1692,-73.0,-71.0,-33.0,-0.0037094158326489227
1693,-73.0,-71.0,-31.0,-0.0031148965613882335
1694,-73.0,-71.0,-29.0,-0.002651972061547256
1695,-73.0,-71.0,-27.0,-0.0022869822427749875
1696,-73.0,-71.0,-25.0,-0.0019955354321182298
1697,-73.0,-71.0,-23.0,-0.001759838193284305
1698,-73.0,-71.0,-21.0,-0.0015668195806890495
1699,-73.0,-71.0,-19.0,-0.0014068055221920645
1700,-73.0,-71.0,-17.0,-0.0012725750613671802
1701,-73.0,-71.0,-15.0,-0.0011586797876818565
1702,-73.0,-71.0,-13.0,-0.0010609376798396408
1703,-73.0,-71.0,-11.0,-0.0009760257140025118
1704,-73.0,-71.0,-9.0,-0.0009011047539811724
1705,-73.0,-71.0,-7.0,-0.0008335331081180709
1706,-73.0,-71.0,-5.0,-0.0007713589412157405
1707,-73.0,-71.0,-3.0,-0.0007150007147257269
1708,-73.0,-71.0,-1.0,-0.0006659286329159728
1709,-73.0,-71.0,1.0,-0.0006239318273170563
1710,-73.0,-71.0,3.0,-0.0005877503541652854
1711,-73.0,-71.0,5.0,-0.0005560306532688408
1712,-73.0,-71.0,7.0,-0.0005276379202180173
1713,-73.0,-71.0,9.0,-0.0005017357199189575
1714,-73.0,-71.0,11.0,-0.0004777799235644656
1715,-73.0,-71.0,13.0,-0.00045544921085664825
1716,-73.0,-71.0,15.0,-0.0004345559928846318
1717,-73.0,-71.0,17.0,-0.000414978606652152
1718,-73.0,-71.0,19.0,-0.0003966235677914237
1719,-73.0,-71.0,21.0,-0.0003794087224954848
1720,-73.0,-71.0,23.0,-0.0003632571073928399
1721,-73.0,-71.0,25.0,-0.00034809532092936954
1722,-73.0,-71.0,27.0,-0.0003338534642083474
1723,-73.0,-71.0,29.0,-0.00032046545588378453
1724,-73.0,-71.0,31.0,-0.00030786930652810726
1725,-73.0,-71.0,33.0,-0.00029600724798575957
1726,-73.0,-71.0,35.0,-0.00028482572188038083
1727,-73.0,-71.0,37.0,-0.0002742752611993946
1728,-73.0,-71.0,39.0,-0.00026431030061009435
1729,-73.0,-71.0,41.0,-0.0002548889446395749
1730,-73.0,-71.0,43.0,-0.00024597271519823105
1731,-73.0,-71.0,45.0,-0.0002375262933636841
1732,-73.0,-71.0,47.0,-0.00022951726530240704
1733,-73.0,-71.0,49.0,-0.00022191587854088375
1734,-73.0,-71.0,51.0,-0.0002146948122178534
1735,-73.0,-71.0,53.0,-0.0002078289631779022
1736,-71.0,-69.0,-67.0,-4.032408284885861
1737,-71.0,-69.0,-65.0,-1.3038461769714915
1738,-71.0,-69.0,-63.0,-0.6301940168011837
1739,-71.0,-69.0,-61.0,-0.35876113002874854
1740,-71.0,-69.0,-59.0,-0.22244528103260364
1741,-71.0,-69.0,-57.0,-0.14541940000792009
1742,-71.0,-69.0,-55.0,-0.0985670639953305
1743,-71.0,-69.0,-53.0,-0.06859567362012398
1744,-71.0,-69.0,-51.0,-0.04872662168673961
1745,-71.0,-69.0,-49.0,-0.035210242808759507
1746,-71.0,-69.0,-47.0,-0.025836491819331828
1747,-71.0,-69.0,-45.0,-0.01923693661648304
1748,-71.0,-69.0,-43.0,-0.014531971771026608
1749,-71.0,-69.0,-41.0,-0.011140255058573023
1750,-71.0,-69.0,-39.0,-0.008669585254254875
1751,-71.0,-69.0,-37.0,-0.006851261914842144
1752,-71.0,-69.0,-35.0,-0.0054990038517392925
1753,-71.0,-69.0,-33.0,-0.004482435959239299
1754,-71.0,-69.0,-31.0,-0.003709576394093847
1755,-71.0,-69.0,-29.0,-0.003115065907639755
1756,-71.0,-69.0,-27.0,-0.0026521520849649496
1757,-71.0,-69.0,-25.0,-0.002287175072882751
1758,-71.0,-69.0,-23.0,-0.001995743232755816
1759,-71.0,-69.0,-21.0,-0.001760062535803561
1760,-71.0,-69.0,-19.0,-0.001567059736761224
1761,-71.0,-69.0,-17.0,-0.0014070540241082133
1762,-71.0,-69.0,-15.0,-0.001272806374990363
1763,-71.0,-69.0,-13.0,-0.0011588218339163986
1764,-71.0,-69.0,-11.0,-0.0010608028933314154
1765,-71.0,-69.0,-9.0,-0.0009751665267315329
1766,-71.0,-69.0,-7.0,-0.0008986698330607119
1767,-71.0,-69.0,-5.0,-0.0008288819471534321
1768,-71.0,-69.0,-3.0,-0.000765989046912309
1769,-71.0,-69.0,-1.0,-0.0007114030305718048
1770,-71.0,-69.0,1.0,-0.0006647855514755087
1771,-71.0,-69.0,3.0,-0.0006247038748013745
1772,-71.0,-69.0,5.0,-0.0005896507827138978
1773,-71.0,-69.0,7.0,-0.0005583714074609905
1774,-71.0,-69.0,9.0,-0.000529939606578704
1775,-71.0,-69.0,11.0,-0.0005037456233334923
1776,-71.0,-69.0,13.0,-0.00047942006135082843
1777,-71.0,-69.0,15.0,-0.00045673917292696903
1778,-71.0,-69.0,17.0,-0.00043555302350942876
1779,-71.0,-69.0,19.0,-0.00041574521918914115
1780,-71.0,-69.0,21.0,-0.00039721455168981526
1781,-71.0,-69.0,23.0,-0.00037986793630409577
1782,-71.0,-69.0,25.0,-0.00036361817954271014
1783,-71.0,-69.0,27.0,-0.00034838349337721133
1784,-71.0,-69.0,29.0,-0.0003340874894959961
1785,-71.0,-69.0,31.0,-0.0003206592022803982
1786,-71.0,-69.0,33.0,-0.00030803301571678127
1787,-71.0,-69.0,35.0,-0.00029614848610788787
1788,-71.0,-69.0,37.0,-0.00028495008634516275
1789,-71.0,-69.0,39.0,-0.0002743869015822461
1790,-71.0,-69.0,41.0,-0.00026441230109181674
1791,-71.0,-69.0,43.0,-0.0002549836044258621
1792,-71.0,-69.0,45.0,-0.000246061754148489
1793,-71.0,-69.0,47.0,-0.0002376110029041166
1794,-71.0,-69.0,49.0,-0.00022959861932764745
1795,-71.0,-69.0,51.0,-0.0002219946150432764
1796,-71.0,-69.0,53.0,-0.00021477149348024527
1797,-71.0,-69.0,55.0,-0.00020790402024798219
1798,-69.0,-67.0,-65.0,-4.0324084176447075
1799,-69.0,-67.0,-63.0,-1.3038463086168919
1800,-69.0,-67.0,-61.0,-0.6301941475442316
1801,-69.0,-67.0,-59.0,-0.3587612600951695
1802,-69.0,-67.0,-57.0,-0.22244541066696466
1803,-69.0,-67.0,-55.0,-0.14541952947877024
1804,-69.0,-67.0,-53.0,-0.09856719360153687
1805,-69.0,-67.0,-51.0,-0.06859580369875723
1806,-69.0,-67.0,-49.0,-0.04872675262296011
1807,-69.0,-67.0,-47.0,-0.03521037504829702
1808,-69.0,-67.0,-45.0,-0.02583662588433097
1809,-69.0,-67.0,-43.0,-0.019237073125716347
1810,-69.0,-67.0,-41.0,-0.014532111465773628
1811,-69.0,-67.0,-39.0,-0.011140398835823156
1812,-69.0,-67.0,-37.0,-0.00866973420930739
1813,-69.0,-67.0,-35.0,-0.0068514173957760355
1814,-69.0,-67.0,-33.0,-0.005499167528402751
1815,-69.0,-67.0,-31.0,-0.004482609908796717
1816,-69.0,-67.0,-29.0,-0.0037097632023069885
1817,-69.0,-67.0,-27.0,-0.0031152687762325965
1818,-69.0,-67.0,-25.0,-0.002652374911241144
1819,-69.0,-67.0,-23.0,-0.0022874224044911393
1820,-69.0,-67.0,-21.0,-0.0019960198378873445
1821,-69.0,-67.0,-19.0,-0.0017603719135694598
1822,-69.0,-67.0,-17.0,-0.0015673998318279508
1823,-69.0,-67.0,-15.0,-0.001407405713732962
1824,-69.0,-67.0,-13.0,-0.001273103624996521
1825,-69.0,-67.0,-11.0,-0.0011588778156327133
1826,-69.0,-67.0,-9.0,-0.001060151272608674
1827,-69.0,-67.0,-7.0,-0.0009728910967100116
1828,-69.0,-67.0,-5.0,-0.0008940368032366204
1829,-69.0,-67.0,-3.0,-0.0008234355324842971
1830,-69.0,-67.0,-1.0,-0.0007623797878035035
1831,-69.0,-67.0,1.0,-0.0007103581819628696
1832,-69.0,-67.0,3.0,-0.0006657278300953272
1833,-69.0,-67.0,5.0,-0.0006268001380838398
1834,-69.0,-67.0,7.0,-0.0005921802142970847
1835,-69.0,-67.0,9.0,-0.000560837106308703
1836,-69.0,-67.0,11.0,-0.0005320830928694301
1837,-69.0,-67.0,13.0,-0.0005054902361632738
1838,-69.0,-67.0,15.0,-0.0004807898199830664
1839,-69.0,-67.0,17.0,-0.0004577963871895789
1840,-69.0,-67.0,19.0,-0.0004363647693102525
1841,-69.0,-67.0,21.0,-0.00041636999818225537
1842,-69.0,-67.0,23.0,-0.0003976990960562754
1843,-69.0,-67.0,25.0,-0.00038024804345711954
1844,-69.0,-67.0,27.0,-0.00036392070800238957
1845,-69.0,-67.0,29.0,-0.0003486283934904903
1846,-69.0,-67.0,31.0,-0.0003342895151800841
1847,-69.0,-67.0,33.0,-0.0003208292500678153
1848,-69.0,-67.0,35.0,-0.00030817913656279623
1849,-69.0,-67.0,37.0,-0.00029627663709598864
1850,-69.0,-67.0,39.0,-0.00028506468458946305
1851,-69.0,-67.0,41.0,-0.0002744912308797094
1852,-69.0,-67.0,43.0,-0.00026450881010000454
1853,-69.0,-67.0,45.0,-0.00025507412532483134
1854,-69.0,-67.0,47.0,-0.00024614766313144944
1855,-69.0,-67.0,49.0,-0.00023769333812909653
1856,-69.0,-67.0,51.0,-0.00022967816774655675
1857,-69.0,-67.0,53.0,-0.00022207197643821577
1858,-69.0,-67.0,55.0,-0.0002148471277857375
1859,-69.0,-67.0,57.0,-0.00020797828259830169
1860,-67.0,-65.0,-63.0,-4.032408548173602
1861,-67.0,-65.0,-61.0,-1.3038464384744588
1862,-67.0,-65.0,-59.0,-0.6301942769779008
1863,-67.0,-65.0,-57.0,-0.35876138937746793
1864,-67.0,-65.0,-55.0,-0.22244554010240414
1865,-67.0,-65.0,-53.0,-0.14541965941251078
1866,-67.0,-65.0,-51.0,-0.09856732443037836
1867,-67.0,-65.0,-49.0,-0.06859593588518548
1868,-67.0,-65.0,-47.0,-0.04872688671321923
1869,-67.0,-65.0,-45.0,-0.03521051169577419
1870,-67.0,-65.0,-43.0,-0.02583676587996811
1871,-67.0,-65.0,-41.0,-0.01923721743772297
1872,-67.0,-65.0,-39.0,-0.014532261291647836
1873,-67.0,-65.0,-37.0,-0.011140555670614366
1874,-67.0,-65.0,-35.0,-0.008669899935163275
1875,-67.0,-65.0,-33.0,-0.006851594398964725
1876,-67.0,-65.0,-31.0,-0.005499358850708451
1877,-67.0,-65.0,-29.0,-0.004482819439065769
1878,-67.0,-65.0,-27.0,-0.0037099959072526556
1879,-67.0,-65.0,-25.0,-0.003115530947731121
1880,-67.0,-65.0,-23.0,-0.0026526743453974266
1881,-67.0,-65.0,-21.0,-0.002287768261880249
1882,-67.0,-65.0,-19.0,-0.0019964215003242247
1883,-67.0,-65.0,-17.0,-0.0017608350269247147
1884,-67.0,-65.0,-15.0,-0.001567914823035664
1885,-67.0,-65.0,-13.0,-0.001407916770735134
1886,-67.0,-65.0,-11.0,-0.0012734296873045774
1887,-67.0,-65.0,-9.0,-0.001158537782059224
1888,-67.0,-65.0,-7.0,-0.0010581603259238563
1889,-67.0,-65.0,-5.0,-0.0009684024812313674
1890,-67.0,-65.0,-3.0,-0.000888623738194913
1891,-67.0,-65.0,-1.0,-0.0008199095375552613
1892,-67.0,-65.0,1.0,-0.0007615133373322786
1893,-67.0,-65.0,3.0,-0.0007115337541299636
1894,-67.0,-65.0,5.0,-0.0006680658640824989
1895,-67.0,-65.0,7.0,-0.0006295499092894806
1896,-67.0,-65.0,9.0,-0.0005948313174450395
1897,-67.0,-65.0,11.0,-0.0005631288263402527
1898,-67.0,-65.0,13.0,-0.0005339425352452673
1899,-67.0,-65.0,15.0,-0.0005069473532410239
1900,-67.0,-65.0,17.0,-0.00048191288796440787
1901,-67.0,-65.0,19.0,-0.0004586576018164208
1902,-67.0,-65.0,21.0,-0.0004370267084269422
1903,-67.0,-65.0,23.0,-0.0004168825175931805
1904,-67.0,-65.0,25.0,-0.00039810034023709737
1905,-67.0,-65.0,27.0,-0.000380566617374508
1906,-67.0,-65.0,29.0,-0.000364177855953194
1907,-67.0,-65.0,31.0,-0.00034883982690755294
1908,-67.0,-65.0,33.0,-0.0003344668395505804
1909,-67.0,-65.0,35.0,-0.0003209810421369898
1910,-67.0,-65.0,37.0,-0.0003083117442942464
1911,-67.0,-65.0,39.0,-0.0002963947690406213
1912,-67.0,-65.0,41.0,-0.0002851718425687499
1913,-67.0,-65.0,43.0,-0.0002745900272700906
1914,-67.0,-65.0,45.0,-0.0002646012005317975
1915,-67.0,-65.0,47.0,-0.00025516157950029525
1916,-67.0,-65.0,49.0,-0.000246231290388501
1917,-67.0,-65.0,51.0,-0.00023777397989267757
1918,-67.0,-65.0,53.0,-0.00022975646572736923
1919,-67.0,-65.0,55.0,-0.00022214842304442602
1920,-67.0,-65.0,57.0,-0.00021492210346974773
1921,-67.0,-65.0,59.0,-0.00020805208359109262
1922,-65.0,-63.0,-61.0,-4.03240867740481
1923,-65.0,-63.0,-59.0,-1.3038465675609168
1924,-65.0,-63.0,-57.0,-0.6301944062280109
1925,-65.0,-63.0,-55.0,-0.35876151914187826
1926,-65.0,-63.0,-53.0,-0.22244567078575317
1927,-65.0,-63.0,-51.0,-0.14541979148853396
1928,-65.0,-63.0,-49.0,-0.09856745846148546
1929,-65.0,-63.0,-47.0,-0.06859607254798619
1930,-65.0,-63.0,-45.0,-0.04872702683198557
1931,-65.0,-63.0,-43.0,-0.03521065628651884
1932,-65.0,-63.0,-41.0,-0.025836916208744343
1933,-65.0,-63.0,-39.0,-0.019237375097993656
1934,-65.0,-63.0,-37.0,-0.014532428307205858
1935,-65.0,-63.0,-35.0,-0.011140734632627908
1936,-65.0,-63.0,-33.0,-0.008670094184429614
1937,-65.0,-63.0,-31.0,-0.00685180826703375
1938,-65.0,-63.0,-29.0,-0.005499597974937903
1939,-65.0,-63.0,-27.0,-0.004483091163283576
