,A,M,N,V/I
2866,-35.0,-5.0,-3.0,0.0087007125384196
2867,-35.0,-3.0,-1.0,0.006999934378963089
2868,-35.0,-1.0,1.0,0.005695806781787237
2869,-35.0,1.0,3.0,0.004698705858138738
2870,-35.0,3.0,5.0,0.0039255168118470934
2871,-35.0,5.0,7.0,0.0033128010080508766
2872,-35.0,7.0,9.0,0.0028195199069044954
2873,-35.0,9.0,11.0,0.002420204021282922
2874,-35.0,11.0,13.0,0.002096958572911832
2875,-35.0,13.0,15.0,0.0018350418371039165
2876,-35.0,15.0,17.0,0.0016218101231431845
2877,-35.0,17.0,19.0,0.0014467878636473946
2878,-35.0,19.0,21.0,0.001301646767525845
2879,-35.0,21.0,23.0,0.0011799409199363606
2880,-35.0,23.0,25.0,0.0010767441213401993
2881,-35.0,25.0,27.0,0.0009883029170538564
2882,-35.0,27.0,29.0,0.0009117492712455745
2883,-35.0,29.0,31.0,0.0008448779943695355
2884,-35.0,31.0,33.0,0.0007859796380657626
2885,-35.0,33.0,35.0,0.0007337167188594118
2886,-35.0,35.0,37.0,0.0006870324235389857
2887,-35.0,37.0,39.0,0.0006450832214038513
2888,-35.0,39.0,41.0,0.0006071889475351942
2889,-35.0,41.0,43.0,0.0005727956377314762
2890,-35.0,43.0,45.0,0.0005414476881556579
2891,-35.0,45.0,47.0,0.0005127668586106839
2892,-35.0,47.0,49.0,0.0004864363220612733
2893,-35.0,49.0,51.0,0.0004621884549804271
2894,-35.0,51.0,53.0,0.0004397954169378625
2895,-35.0,53.0,55.0,0.00041906182278574067
2896,-35.0,55.0,57.0,0.00039981899501459126
2897,-35.0,57.0,59.0,0.00038192041744814637
2898,-35.0,59.0,61.0,0.0003652381087171086
2899,-35.0,61.0,63.0,0.00034965970507813
2900,-35.0,63.0,65.0,0.00033508609438620204
2901,-35.0,65.0,67.0,0.00032142948157964576
2902,-35.0,67.0,69.0,0.0003086117946220126
2903,-35.0,69.0,71.0,0.00029656336114864366
2904,-35.0,71.0,73.0,0.000285221802025136
2905,-35.0,73.0,75.0,0.00027453110004509347
2906,-35.0,75.0,77.0,0.000264440811100863
2907,-35.0,77.0,79.0,0.0002549053920972745
2908,-35.0,79.0,81.0,0.000245883625196194
2909,-35.0,81.0,83.0,0.0002373381220802575
2910,-35.0,83.0,85.0,0.00022923489510646988
2911,-35.0,85.0,87.0,0.00022154298470655753
2912,-35.0,87.0,89.0,0.0002142341343442048
2913,-35.0,89.0,91.0,0.00020728250588570273
2914,-33.0,-31.0,-29.0,4.032391967784309
2915,-33.0,-29.0,-27.0,1.3038227778976124
2916,-33.0,-27.0,-25.0,0.6301609117369604
2917,-33.0,-25.0,-23.0,0.35871465670763114
2918,-33.0,-23.0,-21.0,0.2223803148559469
2919,-33.0,-21.0,-19.0,0.14532876070726963
2920,-33.0,-19.0,-17.0,0.09844071354397244
2921,-33.0,-17.0,-15.0,0.06841975401039718
2922,-33.0,-15.0,-13.0,0.04848284023885657
2923,-33.0,-13.0,-11.0,0.034878098653083056
2924,-33.0,-11.0,-9.0,0.025407963368749786
2925,-33.0,-9.0,-7.0,0.018766479544647482
2926,-33.0,-7.0,-5.0,0.014194830466170719
2927,-33.0,-5.0,-3.0,0.01107463357371749
2928,-33.0,-3.0,-1.0,0.008811827637129316
2929,-33.0,-1.0,1.0,0.007114326831090756
2930,-33.0,1.0,3.0,0.0058284662317082125
2931,-33.0,3.0,5.0,0.004832719553646614
2932,-33.0,5.0,7.0,0.00404102728654776
2933,-33.0,7.0,9.0,0.003401002704313691
2934,-33.0,9.0,11.0,0.0028822781089746716
2935,-33.0,11.0,13.0,0.0024638918586395303
2936,-33.0,13.0,15.0,0.0021276434528806065
2937,-33.0,15.0,17.0,0.0018570084644177545
2938,-33.0,17.0,19.0,0.0016378115316294933
2939,-33.0,19.0,21.0,0.0014585924796618188
2940,-33.0,21.0,23.0,0.0013104317600706288
2941,-33.0,23.0,25.0,0.0011865202907854026
2942,-33.0,25.0,27.0,0.0010816968262764778
2943,-33.0,27.0,29.0,0.0009920481570197398
2944,-33.0,29.0,31.0,0.00091459385185063
2945,-33.0,31.0,33.0,0.0008470479514174623
2946,-33.0,33.0,35.0,0.0007876422473183341
2947,-33.0,35.0,37.0,0.0007349962015335033
2948,-33.0,37.0,39.0,0.0006880213132407949
2949,-33.0,39.0,41.0,0.0006458506566123755
2950,-33.0,41.0,43.0,0.0006077867493761505
2951,-33.0,43.0,45.0,0.000573262777986177
2952,-33.0,45.0,47.0,0.0005418135813298475
2953,-33.0,47.0,49.0,0.0005130537923702036
2954,-33.0,49.0,51.0,0.0004866612550060538
2955,-33.0,51.0,53.0,0.0004623643490858434
2956,-33.0,53.0,55.0,0.0004399322271901665
2957,-33.0,55.0,57.0,0.0004191672338673541
2958,-33.0,57.0,59.0,0.0003998989710240694
2959,-33.0,59.0,61.0,0.0003819796131746961
2960,-33.0,61.0,63.0,0.000365280178196363
2961,-33.0,63.0,65.0,0.0003496875337744565
2962,-33.0,65.0,67.0,0.00033510197445996495
2963,-33.0,67.0,69.0,0.0003214352446346373
2964,-33.0,69.0,71.0,0.00030860891260218147
2965,-33.0,71.0,73.0,0.00029655302330630975
2966,-33.0,73.0,75.0,0.000285204973854496
2967,-33.0,75.0,77.0,0.00027450856857538786
2968,-33.0,77.0,79.0,0.00026441321983168217
2969,-33.0,79.0,81.0,0.0002548732680334089
2970,-33.0,81.0,83.0,0.00024584739982498605
2971,-33.0,83.0,85.0,0.00023729814767585976
2972,-33.0,85.0,87.0,0.00022919145740214232
2973,-33.0,87.0,89.0,0.00022149631271725471
2974,-33.0,89.0,91.0,0.00021418440792671418
2975,-33.0,91.0,93.0,0.0002072298614741886
2976,-31.0,-29.0,-27.0,4.032375040063174
2977,-31.0,-27.0,-25.0,1.3037994945783218
2978,-31.0,-25.0,-23.0,0.6301287495464445
2979,-31.0,-23.0,-21.0,0.3586700417571942
2980,-31.0,-21.0,-19.0,0.2223181656774582
2981,-31.0,-19.0,-17.0,0.1452418437360457
2982,-31.0,-17.0,-15.0,0.0983188291749097
2983,-31.0,-15.0,-13.0,0.06824920277144148
2984,-31.0,-13.0,-11.0,0.048248697045999905
2985,-31.0,-11.0,-9.0,0.034579706729108844
2986,-31.0,-9.0,-7.0,0.025112216596521908
2987,-31.0,-7.0,-5.0,0.018654619074852746
2988,-31.0,-5.0,-3.0,0.014322865774843208
2989,-31.0,-3.0,-1.0,0.011269268340665495
2990,-31.0,-1.0,1.0,0.009025302050667969
2991,-31.0,1.0,3.0,0.007341632141784862
2992,-31.0,3.0,5.0,0.0060408545002599845
2993,-31.0,5.0,7.0,0.0050046272984621415
2994,-31.0,7.0,9.0,0.004164579611899262
2995,-31.0,9.0,11.0,0.0034835555637750468
2996,-31.0,11.0,13.0,0.002936384642172357
2997,-31.0,13.0,15.0,0.002500076666104002
2998,-31.0,15.0,17.0,0.0021527014911091394
2999,-31.0,17.0,19.0,0.0018749234267041032
3000,-31.0,19.0,21.0,0.001650918880501298
3001,-31.0,21.0,23.0,0.0014683305042053618
3002,-31.0,23.0,25.0,0.0013177413112396216
3003,-31.0,25.0,27.0,0.0011920481566132443
3004,-31.0,27.0,29.0,0.0010859028493929827
3005,-31.0,29.0,31.0,0.0009952660926932644
3006,-31.0,31.0,33.0,0.0009170689519617838
3007,-31.0,33.0,35.0,0.0008489618203797178
3008,-31.0,35.0,37.0,0.00078913006652849
3009,-31.0,37.0,39.0,0.0007361590098191387
3010,-31.0,39.0,41.0,0.0006889349067739983
3011,-31.0,41.0,43.0,0.0006465720992621139
3012,-31.0,43.0,45.0,0.0006083591614831942
3013,-31.0,45.0,47.0,0.0005737188715332978
3014,-31.0,47.0,49.0,0.0005421782767285367
3015,-31.0,49.0,51.0,0.0005133461599589988
3016,-31.0,51.0,53.0,0.00048689595874910896
3017,-31.0,53.0,55.0,0.0004625527225665671
3018,-31.0,55.0,57.0,0.00044008307749276304
3019,-31.0,57.0,59.0,0.0004192874437153986
3020,-31.0,59.0,61.0,0.0003999939510583965
3021,-31.0,61.0,63.0,0.00038205364268005526
3022,-31.0,63.0,65.0,0.0003653366626078722
3023,-31.0,65.0,67.0,0.0003497291999501953
3024,-31.0,67.0,69.0,0.00033513101929175115
3025,-31.0,69.0,71.0,0.00032145344857395855
3026,-31.0,71.0,73.0,0.00030861772672435665
3027,-31.0,73.0,75.0,0.00029655363634953705
3028,-31.0,75.0,77.0,0.00028519836404898233
3029,-31.0,77.0,79.0,0.00027449554387235127
3030,-31.0,79.0,81.0,0.00026439444924468425
3031,-31.0,81.0,83.0,0.0002548493061345358
3032,-31.0,83.0,85.0,0.0002458187059366842
3033,-31.0,85.0,87.0,0.00023726510092252247
3034,-31.0,87.0,89.0,0.00022915436850082585
3035,-31.0,89.0,91.0,0.00022145543317151836
3036,-31.0,91.0,93.0,0.0002141399371223679
3037,-31.0,93.0,95.0,0.00020718195204840958
3038,-29.0,-27.0,-25.0,4.03234289767217
3039,-29.0,-25.0,-23.0,1.303754965832322
3040,-29.0,-23.0,-21.0,0.630066793795655
3041,-29.0,-21.0,-19.0,0.3585834467482554
3042,-29.0,-19.0,-17.0,0.2221965653331316
3043,-29.0,-17.0,-15.0,0.14507039037146707
3044,-29.0,-15.0,-13.0,0.09807700371017625
3045,-29.0,-13.0,-11.0,0.06791301835234678
3046,-29.0,-11.0,-9.0,0.04781074841163388
3047,-29.0,-9.0,-7.0,0.03412458173225197
3048,-29.0,-7.0,-5.0,0.02490107836642752
3049,-29.0,-5.0,-3.0,0.01881757424488481
3050,-29.0,-3.0,-1.0,0.014638137905984228
3051,-29.0,-1.0,1.0,0.011626384590450956
3052,-29.0,1.0,3.0,0.009388874775645692
3053,-29.0,3.0,5.0,0.007666023199374275
3054,-29.0,5.0,7.0,0.0062928221837948925
3055,-29.0,7.0,9.0,0.005178007920279087
3056,-29.0,9.0,11.0,0.004274773056827191
3057,-29.0,11.0,13.0,0.0035520139408029353
3058,-29.0,13.0,15.0,0.0029800071647861776
3059,-29.0,15.0,17.0,0.002529229135285735
3060,-29.0,17.0,19.0,0.0021731059656515186
3061,-29.0,19.0,21.0,0.0018897074922188742
3062,-29.0,21.0,23.0,0.0016618792890443768
3063,-29.0,23.0,25.0,0.0014765780395869649
3064,-29.0,25.0,27.0,0.0013240111237110587
3065,-29.0,27.0,29.0,0.0011968517512256117
3066,-29.0,29.0,31.0,0.0010896077130804482
3067,-29.0,31.0,33.0,0.000998141381528636
3068,-29.0,33.0,35.0,0.0009193141003938157
3069,-29.0,35.0,37.0,0.0008507257009594815
3070,-29.0,37.0,39.0,0.0007905244008848886
3071,-29.0,39.0,41.0,0.0007372680071737747
3072,-29.0,41.0,43.0,0.0006898222968511787
3073,-29.0,43.0,45.0,0.0006472863088510701
3074,-29.0,45.0,47.0,0.0006089371448551838
3075,-29.0,47.0,49.0,0.0005741889549629002
3076,-29.0,49.0,51.0,0.0005425622768176035
3077,-29.0,51.0,53.0,0.0005136609651375697
3078,-29.0,53.0,55.0,0.00048715471292846285
3079,-29.0,55.0,57.0,0.00046276571331389793
3080,-29.0,57.0,59.0,0.00044025840431629465
3081,-29.0,59.0,61.0,0.0004194315223775419
3082,-29.0,61.0,63.0,0.00040011189535011857
3083,-29.0,63.0,65.0,0.00038214955440680695
3084,-29.0,65.0,67.0,0.00036541385264741294
3085,-29.0,67.0,69.0,0.00034979035740750203
3086,-29.0,69.0,71.0,0.00033517834145503633
3087,-29.0,71.0,73.0,0.00032148874117080353
3088,-29.0,73.0,75.0,0.0003086424815962243
3089,-29.0,75.0,77.0,0.0002965690918911336
3090,-29.0,77.0,79.0,0.00028520555243757677
3091,-29.0,79.0,81.0,0.00027449532812487583
3092,-29.0,81.0,83.0,0.00026438755240066995
3093,-29.0,83.0,85.0,0.0002548363343068613
3094,-29.0,85.0,87.0,0.0002458001665534455
3095,-29.0,87.0,89.0,0.00023724141716528584
3096,-29.0,89.0,91.0,0.00022912589070343652
3097,-29.0,91.0,93.0,0.00022142244775809686
3098,-29.0,93.0,95.0,0.00021410267351961929
3099,-29.0,95.0,97.0,0.0002071405878944152
3100,-27.0,-25.0,-23.0,4.032281141742215
3101,-27.0,-23.0,-21.0,1.3036688051764465
3102,-27.0,-21.0,-19.0,0.6299460014119396
3103,-27.0,-19.0,-17.0,0.3584132059171784
3104,-27.0,-17.0,-15.0,0.2219553877996293
3105,-27.0,-15.0,-13.0,0.14472793800547845
3106,-27.0,-13.0,-11.0,0.09759606780906527
3107,-27.0,-11.0,-9.0,0.0672758335797565
3108,-27.0,-9.0,-7.0,0.04712589270091813
3109,-27.0,-7.0,-5.0,0.03376719333155895
3110,-27.0,-5.0,-3.0,0.025111367336813795
3111,-27.0,-3.0,-1.0,0.0193068900379727
3112,-27.0,-1.0,1.0,0.015202948702470936
3113,-27.0,1.0,3.0,0.012185857923074306
3114,-27.0,3.0,5.0,0.009873323928577565
3115,-27.0,5.0,7.0,0.008031823038604655
3116,-27.0,7.0,9.0,0.006536699379820959
3117,-27.0,9.0,11.0,0.005327064780335677
3118,-27.0,11.0,13.0,0.004363232025839256
3119,-27.0,13.0,15.0,0.003605874681064436
3120,-27.0,15.0,17.0,0.0030147145642774806
3121,-27.0,17.0,19.0,0.0025529670250207873
3122,-27.0,19.0,21.0,0.0021901160991336377
3123,-27.0,21.0,23.0,0.0019022853794567196
3124,-27.0,23.0,25.0,0.0016713684447269284
3125,-27.0,25.0,27.0,0.0014838323336491405
3126,-27.0,27.0,29.0,0.0013296102434493737
3127,-27.0,29.0,31.0,0.0012012071634362534
3128,-27.0,31.0,33.0,0.0010930195688749686
3129,-27.0,33.0,35.0,0.0010008322197142816
3130,-27.0,35.0,37.0,0.0009214505723223534
3131,-27.0,37.0,39.0,0.0008524334479216786
3132,-27.0,39.0,41.0,0.0007918986371165566
3133,-27.0,41.0,43.0,0.0007383812168861269
3134,-27.0,43.0,45.0,0.0006907299034032005
3135,-27.0,45.0,47.0,0.0006480308811998847
3136,-27.0,47.0,49.0,0.0006095515332753577
3137,-27.0,49.0,51.0,0.0005746986364717002
3138,-27.0,51.0,53.0,0.0005429871144474567
3139,-27.0,53.0,55.0,0.0005140165310759531
3140,-27.0,55.0,57.0,0.0004874532863574678
3141,-27.0,57.0,59.0,0.0004630170350911275
3142,-27.0,59.0,61.0,0.00044047024950830127
3143,-27.0,61.0,63.0,0.0004196101360425253
3144,-27.0,63.0,65.0,0.0004002623254050451
3145,-27.0,65.0,67.0,0.00038227590684025703
3146,-27.0,67.0,69.0,0.0003655194879724835
3147,-27.0,69.0,71.0,0.00034987804251506577
3148,-27.0,71.0,73.0,0.0003352503675022947
3149,-27.0,73.0,75.0,0.00032154701551005
3150,-27.0,75.0,77.0,0.00030868859978473717
3151,-27.0,77.0,79.0,0.00029660439435133176
3152,-27.0,79.0,81.0,0.00028523116923301166
3153,-27.0,81.0,83.0,0.00027451221448707673
3154,-27.0,83.0,85.0,0.0002643965170152189
3155,-27.0,85.0,87.0,0.0002548380618929546
3156,-27.0,87.0,89.0,0.0002457952359099184
3157,-27.0,89.0,91.0,0.00023723031558096387
3158,-27.0,91.0,93.0,0.0002291090254173036
3159,-27.0,93.0,95.0,0.0002214001549900469
3160,-27.0,95.0,97.0,0.00021407522546272421
3161,-27.0,97.0,99.0,0.0002071081979563294
3162,-25.0,-23.0,-21.0,4.032161067210528
3163,-25.0,-21.0,-19.0,1.303499988903711
3164,-25.0,-19.0,-17.0,0.6297072756260109
3165,-25.0,-17.0,-15.0,0.35807355368084615
3166,-25.0,-15.0,-13.0,0.2214702758842616
3167,-25.0,-13.0,-11.0,0.14404081326605905
3168,-25.0,-11.0,-9.0,0.0966733666104741
3169,-25.0,-9.0,-7.0,0.066258986398675
3170,-25.0,-7.0,-5.0,0.046553468515363516
3171,-25.0,-5.0,-3.0,0.03404237250752307
3172,-25.0,-3.0,-1.0,0.025852041269785297
3173,-25.0,-1.0,1.0,0.020171977943429842
3174,-25.0,1.0,3.0,0.01604423132794161
3175,-25.0,3.0,5.0,0.012899429897219886
3176,-25.0,5.0,7.0,0.010401458960908341
3177,-25.0,7.0,9.0,0.008375919223594153
3178,-25.0,9.0,11.0,0.0067408211732797735
3179,-25.0,11.0,13.0,0.005443737339964463
3180,-25.0,13.0,15.0,0.0044314466110678755
3181,-25.0,15.0,17.0,0.0036483109183355136
3182,-25.0,17.0,19.0,0.003043055684694762
3183,-25.0,19.0,21.0,0.0025730341000037016
3184,-25.0,21.0,23.0,0.0022049084515262662
3185,-25.0,23.0,25.0,0.001913472690648066
3186,-25.0,25.0,27.0,0.0016799694827013475
3187,-25.0,27.0,29.0,0.001490520618568844
3188,-25.0,29.0,31.0,0.001334857331638073
3189,-25.0,31.0,33.0,0.0012053553730688032
3190,-25.0,33.0,35.0,0.0010963228130369887
3191,-25.0,35.0,37.0,0.001003481284981407
3192,-25.0,37.0,39.0,0.000923590006473643
3193,-25.0,39.0,41.0,0.0008541734271485246
3194,-25.0,41.0,43.0,0.0007933235616235379
3195,-25.0,43.0,45.0,0.0007395560451179534
3196,-25.0,45.0,47.0,0.0006917048659062369
3197,-25.0,47.0,49.0,0.0006488450094326928
3198,-25.0,49.0,51.0,0.0006102353118577902
3199,-25.0,51.0,53.0,0.0005752760028868951
3200,-25.0,53.0,55.0,0.0005434769710486766
3201,-25.0,55.0,57.0,0.0005144338915904073
3202,-25.0,57.0,59.0,0.0004878101478286538
3203,-25.0,59.0,61.0,0.000463323043117133
3204,-25.0,61.0,63.0,0.00044073320750578904
3205,-25.0,63.0,65.0,0.00041983639652656835
3206,-25.0,65.0,67.0,0.0004004570917838027
3207,-25.0,67.0,69.0,0.00038244346714221
3208,-25.0,69.0,71.0,0.0003656633966348591
3209,-25.0,71.0,73.0,0.0003500012624049059
3210,-25.0,73.0,75.0,0.0003353553813768978
3211,-25.0,75.0,77.0,0.0003216359138989225
3212,-25.0,77.0,79.0,0.0003087631506009745
3213,-25.0,79.0,81.0,0.00029666609827947756
3214,-25.0,81.0,83.0,0.00028528130398704395
3215,-25.0,83.0,85.0,0.00027455187030973015
3216,-25.0,85.0,87.0,0.00026442662524075143
3217,-25.0,87.0,89.0,0.0002548594179754369
3218,-25.0,89.0,91.0,0.0002458085179977178
3219,-25.0,91.0,93.0,0.00023723609946939977
3220,-25.0,93.0,95.0,0.00022910779651766355
3221,-25.0,95.0,97.0,0.0002213923178004725
3222,-25.0,97.0,99.0,0.00021406111090494992
3223,-25.0,99.0,101.0,0.0002070880688415204
3224,-23.0,-21.0,-19.0,4.031924507072836
3225,-23.0,-19.0,-17.0,1.303164383543698
3226,-23.0,-17.0,-15.0,0.6292278506742459
3227,-23.0,-15.0,-13.0,0.3573851210395034
3228,-23.0,-13.0,-11.0,0.22048780256050415
3229,-23.0,-11.0,-9.0,0.14270660587473905
3230,-23.0,-9.0,-7.0,0.09517423698758826
3231,-23.0,-7.0,-5.0,0.06536960087879465
3232,-23.0,-5.0,-3.0,0.04691852350630088
3233,-23.0,-3.0,-1.0,0.03514734188962329
3234,-23.0,-1.0,1.0,0.027152368857488368
3235,-23.0,1.0,3.0,0.021419853820386872
3236,-23.0,3.0,5.0,0.01708701440638241
3237,-23.0,5.0,7.0,0.013660184008902218
3238,-23.0,7.0,9.0,0.010888960154475213
3239,-23.0,9.0,11.0,0.008658797152427178
3240,-23.0,11.0,13.0,0.006897852098938895
3241,-23.0,13.0,15.0,0.005532491547410749
3242,-23.0,15.0,17.0,0.0044849414448110345
3243,-23.0,17.0,19.0,0.0036832313994608415
3244,-23.0,19.0,21.0,0.003067483014472301
3245,-23.0,21.0,23.0,0.0025909769321346837
3246,-23.0,23.0,25.0,0.0022185054716958655
3247,-23.0,25.0,27.0,0.0019239803401682812
3248,-23.0,27.0,29.0,0.0016881966464158196
3249,-23.0,29.0,31.0,0.001497025443497696
3250,-23.0,31.0,33.0,0.0013400427436795412
3251,-23.0,33.0,35.0,0.0012095202368011815
3252,-23.0,35.0,37.0,0.001099692384415981
3253,-23.0,37.0,39.0,0.0010062270345984822
3254,-23.0,39.0,41.0,0.0009258433613333374
3255,-23.0,41.0,43.0,0.0008560356740965856
3256,-23.0,43.0,45.0,0.0007948731455533556
3257,-23.0,45.0,47.0,0.0007408540151464735
3258,-23.0,47.0,49.0,0.0006927989692240115
3259,-23.0,49.0,51.0,0.000649772783003922
3260,-23.0,51.0,53.0,0.0006110264253934954
3261,-23.0,53.0,55.0,0.0005759540397633871
3262,-23.0,55.0,57.0,0.0005440607859744061
3263,-23.0,57.0,59.0,0.0005149386487584284
3264,-23.0,59.0,61.0,0.00048824811731802004
3265,-23.0,61.0,63.0,0.0004637042139558137
3266,-23.0,63.0,65.0,0.0004410657613491409
3267,-23.0,65.0,67.0,0.0004201270750821967
3268,-23.0,67.0,69.0,0.0004007114830006375
3269,-23.0,69.0,71.0,0.0003826662290930122
3270,-23.0,71.0,73.0,0.00036585843344597024
3271,-23.0,73.0,75.0,0.00035017186314280704
3272,-23.0,75.0,77.0,0.000335504330205412
3273,-23.0,77.0,79.0,0.0003217655778589984
3274,-23.0,79.0,81.0,0.00030887554988019185
3275,-23.0,81.0,83.0,0.0002967629627114426
3276,-23.0,83.0,85.0,0.00028536411866263156
3277,-23.0,85.0,87.0,0.00027462191252730465
3278,-23.0,87.0,89.0,0.0002644849945194986
3279,-23.0,89.0,91.0,0.00025490706046948745
3280,-23.0,91.0,93.0,0.00024584624634860393
3281,-23.0,93.0,95.0,0.00023726460890024018
3282,-23.0,95.0,97.0,0.0002291276777875717
3283,-23.0,97.0,99.0,0.00022140406749035328
3284,-23.0,99.0,101.0,0.00021406513938476875
3285,-23.0,101.0,103.0,0.0002070847061691524
3286,-21.0,-19.0,-17.0,4.031451062494947
3287,-21.0,-17.0,-15.0,1.3024853232564428
3288,-21.0,-15.0,-13.0,0.628247635942033
3289,-21.0,-13.0,-11.0,0.3559763283592581
3290,-21.0,-11.0,-9.0,0.21855547909575046
3291,-21.0,-9.0,-7.0,0.14050062541504166
3292,-21.0,-7.0,-5.0,0.09381385692363076
3293,-21.0,-5.0,-3.0,0.0658601167609964
3294,-21.0,-3.0,-1.0,0.04855499711772804
3295,-21.0,-1.0,1.0,0.03708225908681362
3296,-21.0,1.0,3.0,0.02899037418821948
3297,-21.0,3.0,5.0,0.02293870744356856
3298,-21.0,5.0,7.0,0.018183581388845613
3299,-21.0,7.0,9.0,0.01435479102029981
3300,-21.0,9.0,11.0,0.011285887407098641
3301,-21.0,11.0,13.0,0.008874582091744715
3302,-21.0,13.0,15.0,0.0070167362768604885
3303,-21.0,15.0,17.0,0.005602343286559619
3304,-21.0,17.0,19.0,0.004529652967516701
3305,-21.0,19.0,21.0,0.003714159825811511
3306,-21.0,21.0,23.0,0.0030901140264811278
3307,-21.0,23.0,25.0,0.0026081446837304956
3308,-21.0,25.0,27.0,0.002231824033405591
3309,-21.0,27.0,29.0,0.001934464675021369
3310,-21.0,29.0,31.0,0.0016965374486863222
3311,-21.0,31.0,33.0,0.0015037183565271006
3312,-21.0,33.0,35.0,0.0013454550922998541
3313,-21.0,35.0,37.0,0.0012139294498071142
3314,-21.0,37.0,39.0,0.0011033104150090095
3315,-21.0,39.0,41.0,0.001009217060308397
3316,-21.0,41.0,43.0,0.0009283317498269758
3317,-21.0,43.0,45.0,0.0008581207927767578
3318,-21.0,45.0,47.0,0.0007966319468084362
3319,-21.0,47.0,49.0,0.0007423470017084051
3320,-21.0,49.0,51.0,0.000694073958187439
3321,-21.0,51.0,53.0,0.0006508677700361107
3322,-21.0,53.0,55.0,0.0006119717711864474
3323,-21.0,55.0,57.0,0.0005767741441691336
3324,-21.0,57.0,59.0,0.0005447753738522798
3325,-21.0,59.0,61.0,0.0005155637608418445
3326,-21.0,61.0,63.0,0.0004887968764555849
3327,-21.0,63.0,65.0,0.00046418741987138204
3328,-21.0,65.0,67.0,0.0004414923541349487
3329,-21.0,67.0,69.0,0.00042050449790983005
3330,-21.0,69.0,71.0,0.0004010459672060748
3331,-21.0,71.0,73.0,0.00038296301926390997
3332,-21.0,73.0,75.0,0.00036612196596285534
3333,-21.0,75.0,77.0,0.0003504059084666819
3334,-21.0,77.0,79.0,0.0003357121068076757
3335,-21.0,79.0,81.0,0.00032194984386958725
3336,-21.0,81.0,83.0,0.00030903867714272837
3337,-21.0,83.0,85.0,0.00029690699687494847
3338,-21.0,85.0,87.0,0.0002854908281275069
3339,-21.0,87.0,89.0,0.00027473282843827433
3340,-21.0,89.0,91.0,0.00026458144351590787
3341,-21.0,91.0,93.0,0.00025499019152844596
3342,-21.0,93.0,95.0,0.0002459170527629312
3343,-21.0,95.0,97.0,0.0002373239462015765
3344,-21.0,97.0,99.0,0.00022917627824063647
3345,-21.0,99.0,101.0,0.0002214425516336247
3346,-21.0,101.0,103.0,0.00021409402496880454
3347,-21.0,103.0,105.0,0.00020710441473704294
3348,-19.0,-17.0,-15.0,4.0304845395926865
3349,-19.0,-15.0,-13.0,1.3010824900774005
3350,-19.0,-13.0,-11.0,0.6262168628718867
3351,-19.0,-11.0,-9.0,0.3531638023274234
3352,-19.0,-9.0,-7.0,0.21529868123542073
3353,-19.0,-7.0,-5.0,0.1384289855759897
3354,-19.0,-5.0,-3.0,0.09447990887553642
3355,-19.0,-3.0,-1.0,0.06828073455089767
3356,-19.0,-1.0,1.0,0.05142503834032083
3357,-19.0,1.0,3.0,0.039785580128415404
3358,-19.0,3.0,5.0,0.031204860683444635
3359,-19.0,5.0,7.0,0.024525601430087196
3360,-19.0,7.0,9.0,0.01918136739619722
3361,-19.0,9.0,11.0,0.014919784110789772
3362,-19.0,11.0,13.0,0.011589253788841875
3363,-19.0,13.0,15.0,0.009039105063520944
3364,-19.0,15.0,17.0,0.007111801835414114
3365,-19.0,17.0,19.0,0.005662354765879056
3366,-19.0,19.0,21.0,0.0045708018500760575
3367,-19.0,21.0,23.0,0.003744152317991384
3368,-19.0,23.0,25.0,0.0031128563489236233
3369,-19.0,25.0,27.0,0.0026258173899143464
3370,-19.0,27.0,29.0,0.0022457757308283963
3371,-19.0,29.0,31.0,0.0019456031087190725
3372,-19.0,31.0,33.0,0.00170551027704436
3373,-19.0,33.0,35.0,0.0015110045422539325
3374,-19.0,35.0,37.0,0.0013514164061474293
3375,-19.0,37.0,39.0,0.0012188426483048277
3376,-19.0,39.0,41.0,0.0011073890009838418
3377,-19.0,41.0,43.0,0.0010126267810084758
3378,-19.0,43.0,45.0,0.0009312019778205533
3379,-19.0,45.0,47.0,0.0008605530289225866
3380,-19.0,47.0,49.0,0.0007987062358072033
3381,-19.0,49.0,51.0,0.0007441268018680662
3382,-19.0,51.0,53.0,0.0006956098533982755
3383,-19.0,53.0,55.0,0.000652200308965005
3384,-19.0,55.0,57.0,0.0006131336458933545
3385,-19.0,57.0,59.0,0.0005777918672828404
3386,-19.0,59.0,61.0,0.0005456705741318235
3387,-19.0,61.0,63.0,0.0005163541875846875
3388,-19.0,63.0,65.0,0.0004894971811829942
3389,-19.0,65.0,67.0,0.0004648097671547703
3390,-19.0,67.0,69.0,0.00044204690094697824
3391,-19.0,69.0,71.0,0.00042099977147157935
3392,-19.0,71.0,73.0,0.0004014891641911933
3393,-19.0,73.0,75.0,0.0003833602438411063
3394,-19.0,75.0,77.0,0.00036647842008141404
3395,-19.0,77.0,79.0,0.0003507260446926931
3396,-19.0,79.0,81.0,0.0003359997516619202
3397,-19.0,81.0,83.0,0.00032220829781893015
3398,-19.0,83.0,85.0,0.00030927079602042183
3399,-19.0,85.0,87.0,0.0002971152584481142
3400,-19.0,87.0,89.0,0.00028567738671532103
3401,-19.0,89.0,91.0,0.0002748995598542761
3402,-19.0,91.0,93.0,0.00026472998211780376
3403,-19.0,93.0,95.0,0.00025512196077482653
