,A,M,N,V/I
1579,-77.0,-17.0,-15.0,0.0009868170983370027
1580,-77.0,-15.0,-13.0,0.0009176552830307862
1581,-77.0,-13.0,-11.0,0.0008612202931684264
1582,-77.0,-11.0,-9.0,0.0008197915810962651
1583,-77.0,-9.0,-7.0,0.0007966242266059902
1584,-77.0,-7.0,-5.0,0.0007830585137691484
1585,-77.0,-5.0,-3.0,0.000743065733966583
1586,-77.0,-3.0,-1.0,0.0006654567053366867
1587,-77.0,-1.0,1.0,0.0005822026524759036
1588,-77.0,1.0,3.0,0.0005135274612949117
1589,-77.0,3.0,5.0,0.00046340448634793474
1590,-77.0,5.0,7.0,0.00042975408689494704
1591,-77.0,7.0,9.0,0.00040814529166974256
1592,-77.0,9.0,11.0,0.0003935758734423603
1593,-77.0,11.0,13.0,0.00038209203903055017
1594,-77.0,13.0,15.0,0.0003714270043799657
1595,-77.0,15.0,17.0,0.00036064911098910094
1596,-77.0,17.0,19.0,0.00034955499575619817
1597,-77.0,19.0,21.0,0.0003382372995854553
1598,-77.0,21.0,23.0,0.0003268658602040078
1599,-77.0,23.0,25.0,0.00031560022259218695
1600,-77.0,25.0,27.0,0.00030456393109077814
1601,-77.0,27.0,29.0,0.0002938431187329074
1602,-77.0,29.0,31.0,0.000283492763435568
1603,-77.0,31.0,33.0,0.0002735441522488339
1604,-77.0,33.0,35.0,0.00026401141893057055
1605,-77.0,35.0,37.0,0.00025489668633847315
1606,-77.0,37.0,39.0,0.0002461939142648119
1607,-77.0,39.0,41.0,0.00023789170139830972
1608,-77.0,41.0,43.0,0.0002299752907029256
1609,-77.0,43.0,45.0,0.0002224279855432519
1610,-77.0,45.0,47.0,0.0002152321368238362
1611,-77.0,47.0,49.0,0.00020836982084682792
1612,-75.0,-73.0,-71.0,4.032414124287854
1613,-75.0,-71.0,-69.0,1.3038518783103958
1614,-75.0,-69.0,-67.0,0.6301995820079505
1615,-75.0,-67.0,-65.0,0.35876656081027125
1616,-75.0,-65.0,-63.0,0.22245057888479203
1617,-75.0,-63.0,-61.0,0.14542456623140632
1618,-75.0,-61.0,-59.0,0.0985720997157925
1619,-75.0,-59.0,-57.0,0.06860057981608186
1620,-75.0,-57.0,-55.0,0.04873139922879802
1621,-75.0,-55.0,-53.0,0.03521489251589646
1622,-75.0,-53.0,-51.0,0.025841014540147325
1623,-75.0,-51.0,-49.0,0.01924133334658283
1624,-75.0,-49.0,-47.0,0.01453624382237001
1625,-75.0,-47.0,-45.0,0.011144404303235697
1626,-75.0,-45.0,-43.0,0.008673614474551214
1627,-75.0,-43.0,-41.0,0.006855175305468107
1628,-75.0,-41.0,-39.0,0.005502807739655842
1629,-75.0,-39.0,-37.0,0.00448613983691222
1630,-75.0,-37.0,-35.0,0.003713194407507711
1631,-75.0,-35.0,-33.0,0.0031186190135497477
1632,-75.0,-33.0,-31.0,0.0026556712147701098
1633,-75.0,-31.0,-29.0,0.0022907058615874373
1634,-75.0,-29.0,-27.0,0.001999353299311918
1635,-75.0,-27.0,-25.0,0.0017638531899263551
1636,-75.0,-25.0,-23.0,0.0015711859493757543
1637,-75.0,-23.0,-21.0,0.0014117610342207348
1638,-75.0,-21.0,-19.0,0.001278502107146709
1639,-75.0,-19.0,-17.0,0.001166230252532277
1640,-75.0,-17.0,-15.0,0.001071303702747807
1641,-75.0,-15.0,-13.0,0.0009915443092971613
1642,-75.0,-13.0,-11.0,0.0009265648507076653
1643,-75.0,-11.0,-9.0,0.0008784418187785803
1644,-75.0,-9.0,-7.0,0.000850400962039647
1645,-75.0,-7.0,-5.0,0.0008332614058512919
1646,-75.0,-5.0,-3.0,0.0007890201475491514
1647,-75.0,-3.0,-1.0,0.0007056888639422436
1648,-75.0,-1.0,1.0,0.000616760345964841
1649,-75.0,1.0,3.0,0.0005434063891232715
1650,-75.0,3.0,5.0,0.0004897133965029409
1651,-75.0,5.0,7.0,0.00045343343835980987
1652,-75.0,7.0,9.0,0.0004298866937669406
1653,-75.0,9.0,11.0,0.00041381992069078333
1654,-75.0,11.0,13.0,0.0004010868937822723
1655,-75.0,13.0,15.0,0.0003893070169261534
1656,-75.0,15.0,17.0,0.0003774950333527913
1657,-75.0,17.0,19.0,0.00036542717429516314
1658,-75.0,19.0,21.0,0.0003531900306400458
1659,-75.0,21.0,23.0,0.0003409521661992647
1660,-75.0,23.0,25.0,0.00032887267672803214
1661,-75.0,25.0,27.0,0.0003170741867237828
1662,-75.0,27.0,29.0,0.00030564120661715106
1663,-75.0,29.0,31.0,0.0002946265114584321
1664,-75.0,31.0,33.0,0.0002840588040385339
1665,-75.0,33.0,35.0,0.00027394943278957404
1666,-75.0,35.0,37.0,0.00026429767222571794
1667,-75.0,37.0,39.0,0.00025509466762010415
1668,-75.0,39.0,41.0,0.0002463263005681917
1669,-75.0,41.0,43.0,0.0002379752332343603
1670,-75.0,43.0,45.0,0.00023002234575317075
1671,-75.0,45.0,47.0,0.0002224477325266372
1672,-75.0,47.0,49.0,0.0002152313811347572
1673,-75.0,49.0,51.0,0.00020835362457443003
1674,-73.0,-71.0,-69.0,4.03241398284455
1675,-73.0,-69.0,-67.0,1.303851739168099
1676,-73.0,-67.0,-65.0,0.6301994449540171
1677,-73.0,-65.0,-63.0,0.35876642564975825
1678,-73.0,-63.0,-61.0,0.2224504454438051
1679,-73.0,-61.0,-59.0,0.1454244343626172
1680,-73.0,-59.0,-57.0,0.09857196930703827
1681,-73.0,-57.0,-55.0,0.06860045080321361
1682,-73.0,-55.0,-53.0,0.048731271614473465
1683,-73.0,-53.0,-51.0,0.035214766396696184
1684,-73.0,-51.0,-49.0,0.02584089014537011
1685,-73.0,-49.0,-47.0,0.019241211093462843
1686,-73.0,-47.0,-45.0,0.014536124394426989
1687,-73.0,-45.0,-43.0,0.011144288761304744
1688,-73.0,-43.0,-41.0,0.008673504414152683
1689,-73.0,-41.0,-39.0,0.00685507308025253
1690,-73.0,-39.0,-37.0,0.0055027167798401555
1691,-73.0,-37.0,-35.0,0.004486065105988937
1692,-73.0,-35.0,-33.0,0.0037131430640843233
1693,-73.0,-33.0,-31.0,0.003118601386256678
1694,-73.0,-31.0,-29.0,0.0026557022749845796
1695,-73.0,-29.0,-27.0,0.002290807532985134
1696,-73.0,-27.0,-25.0,0.001999558273863153
1697,-73.0,-25.0,-23.0,0.0017642116664603955
1698,-73.0,-23.0,-21.0,0.0015717784610486119
1699,-73.0,-21.0,-19.0,0.0014127247311069152
1700,-73.0,-19.0,-17.0,0.0012800880142725957
1701,-73.0,-17.0,-15.0,0.0011689331339064177
1702,-73.0,-15.0,-13.0,0.001076158698000644
1703,-73.0,-13.0,-11.0,0.0010007616567698462
1704,-73.0,-11.0,-9.0,0.000944498735740186
1705,-73.0,-9.0,-7.0,0.0009104976134273988
1706,-73.0,-7.0,-5.0,0.0008889820386912863
1707,-73.0,-5.0,-3.0,0.0008397906995270508
1708,-73.0,-3.0,-1.0,0.000750022993307925
1709,-73.0,-1.0,1.0,0.0006547749883555991
1710,-73.0,1.0,3.0,0.0005762178624690688
1711,-73.0,3.0,5.0,0.0005185438373104048
1712,-73.0,5.0,7.0,0.0004793138116095802
1713,-73.0,7.0,9.0,0.000453575989553482
1714,-73.0,9.0,11.0,0.0004358065111555419
1715,-73.0,11.0,13.0,0.0004216522545654397
1716,-73.0,13.0,15.0,0.00040860943187878696
1717,-73.0,15.0,17.0,0.0003956335160360501
1718,-73.0,17.0,19.0,0.00038247685757136426
1719,-73.0,19.0,21.0,0.0003692176923086321
1720,-73.0,21.0,23.0,0.00035602162023988873
1721,-73.0,23.0,25.0,0.000343045944864135
1722,-73.0,25.0,27.0,0.0003304112488710133
1723,-73.0,27.0,29.0,0.00031819945774844843
1724,-73.0,29.0,31.0,0.00030646030755859116
1725,-73.0,31.0,33.0,0.00029521918588300104
1726,-73.0,33.0,35.0,0.00028448401482724685
1727,-73.0,35.0,37.0,0.000274250657410895
1728,-73.0,37.0,39.0,0.0002645069489611244
1729,-73.0,39.0,41.0,0.00025523561759890206
1730,-73.0,41.0,43.0,0.0002464163598420426
1731,-73.0,43.0,45.0,0.00023802729275947815
1732,-73.0,45.0,47.0,0.0002300459537575364
1733,-73.0,47.0,49.0,0.000222449975617052
1734,-73.0,49.0,51.0,0.0002152175302661697
1735,-73.0,51.0,53.0,0.0002083276090853528
1736,-71.0,-69.0,-67.0,4.032413845575954
1737,-71.0,-67.0,-65.0,1.3038516038081014
1738,-71.0,-65.0,-63.0,0.6301993113042179
1739,-71.0,-63.0,-61.0,0.35876629353090683
1740,-71.0,-61.0,-59.0,0.22245031470107834
1741,-71.0,-59.0,-57.0,0.14542430487392344
1742,-71.0,-57.0,-55.0,0.09857184099550448
1743,-71.0,-55.0,-53.0,0.0686003236555392
1744,-71.0,-53.0,-51.0,0.04873114570751633
1745,-71.0,-51.0,-49.0,0.03521464193564025
1746,-71.0,-49.0,-47.0,0.02584076751820312
1747,-71.0,-47.0,-45.0,0.019241090948475217
1748,-71.0,-45.0,-43.0,0.014536007750289931
1749,-71.0,-43.0,-41.0,0.011144177163428443
1750,-71.0,-41.0,-39.0,0.008673400157159256
1751,-71.0,-39.0,-37.0,0.006854979525698801
1752,-71.0,-37.0,-35.0,0.0055026388129378045
1753,-71.0,-35.0,-33.0,0.004486009799172068
1754,-71.0,-33.0,-31.0,0.0037131206575173673
1755,-71.0,-31.0,-29.0,0.0031186267748255572
1756,-71.0,-29.0,-27.0,0.0026557973517574024
1757,-71.0,-27.0,-25.0,0.0022910050845199106
1758,-71.0,-25.0,-23.0,0.0019999089052943203
1759,-71.0,-23.0,-21.0,0.0017647970736438673
1760,-71.0,-21.0,-19.0,0.0015727387896039002
1761,-71.0,-19.0,-17.0,0.00141431847509748
1762,-71.0,-17.0,-15.0,0.0012828284075917414
1763,-71.0,-15.0,-13.0,0.0011739008058428597
1764,-71.0,-13.0,-11.0,0.0010856736226069752
1765,-71.0,-11.0,-9.0,0.0010194196957615254
1766,-71.0,-9.0,-7.0,0.0009780692592905003
1767,-71.0,-7.0,-5.0,0.0009511562055936167
1768,-71.0,-5.0,-3.0,0.0008961489260170645
1769,-71.0,-3.0,-1.0,0.0007990950751176791
1770,-71.0,-1.0,1.0,0.0006967717939545155
1771,-71.0,1.0,3.0,0.0006123993356208397
1772,-71.0,3.0,5.0,0.0005502635382068494
1773,-71.0,5.0,7.0,0.0005077065446604037
1774,-71.0,7.0,9.0,0.00047947818985254187
1775,-71.0,9.0,11.0,0.0004597623075100338
1776,-71.0,11.0,13.0,0.00044398296727325703
1777,-71.0,13.0,15.0,0.0004295026498508034
1778,-71.0,15.0,17.0,0.0004152109022685299
1779,-71.0,17.0,19.0,0.00040083189643209255
1780,-71.0,19.0,21.0,0.000386432537604571
1781,-71.0,21.0,23.0,0.0003721732353425336
1782,-71.0,23.0,25.0,0.0003582077313276054
1783,-71.0,25.0,27.0,0.00034465310559203544
1784,-71.0,27.0,29.0,0.0003315874660730113
1785,-71.0,29.0,31.0,0.0003190564569142684
1786,-71.0,31.0,33.0,0.00030708124442534873
1787,-71.0,33.0,35.0,0.0002956655409326256
1788,-71.0,35.0,37.0,0.0002848011180918812
1789,-71.0,37.0,39.0,0.00027447190955042465
1790,-71.0,39.0,41.0,0.00026465697356942153
1791,-71.0,41.0,43.0,0.00025533258928338645
1792,-71.0,43.0,45.0,0.0002464737145940251
1793,-71.0,45.0,47.0,0.00023805498181881345
1794,-71.0,47.0,49.0,0.00023005136237857528
1795,-71.0,49.0,51.0,0.00022243859658920007
1796,-71.0,51.0,53.0,0.000215193458125304
1797,-71.0,53.0,55.0,0.00020829390320916893
1798,-69.0,-67.0,-65.0,4.032413711722471
1799,-69.0,-65.0,-63.0,1.3038514714745257
1800,-69.0,-63.0,-61.0,0.630199180303342
1801,-69.0,-61.0,-59.0,0.35876616369722325
1802,-69.0,-59.0,-57.0,0.222450185898607
1803,-69.0,-57.0,-55.0,0.14542417700809407
1804,-69.0,-55.0,-53.0,0.09857171403074572
1805,-69.0,-53.0,-51.0,0.0686001976409007
1806,-69.0,-51.0,-49.0,0.04873102081362035
1807,-69.0,-49.0,-47.0,0.0352145185076308
1808,-69.0,-47.0,-45.0,0.025840646151324004
1809,-69.0,-45.0,-43.0,0.019240972595746364
1810,-69.0,-43.0,-41.0,0.014535893875882028
1811,-69.0,-41.0,-39.0,0.011144069961477404
1812,-69.0,-39.0,-37.0,0.008673302865111532
1813,-69.0,-37.0,-35.0,0.006854896876040656
1814,-69.0,-35.0,-33.0,0.0055025776916720615
1815,-69.0,-33.0,-31.0,0.004485980222662819
1816,-69.0,-31.0,-29.0,0.003713137261279649
1817,-69.0,-29.0,-27.0,0.003118711174432208
1818,-69.0,-27.0,-25.0,0.0026559820966021094
1819,-69.0,-25.0,-23.0,0.0022913407454212553
1820,-69.0,-23.0,-21.0,0.002000477770596122
1821,-69.0,-21.0,-19.0,0.0017657415886462371
1822,-69.0,-19.0,-17.0,0.0015743241877504907
1823,-69.0,-17.0,-15.0,0.0014170760567095916
1824,-69.0,-15.0,-13.0,0.0012878853469168242
1825,-69.0,-13.0,-11.0,0.0011836925631919584
1826,-69.0,-11.0,-9.0,0.0011050560623614078
1827,-69.0,-9.0,-7.0,0.0010545659529613213
1828,-69.0,-7.0,-5.0,0.0010209440915008965
1829,-69.0,-5.0,-3.0,0.0009590418262581876
1830,-69.0,-3.0,-1.0,0.0008536810914581833
1831,-69.0,-1.0,1.0,0.0007433892730508117
1832,-69.0,1.0,3.0,0.000652481012294974
1833,-69.0,3.0,5.0,0.0005853166302943261
1834,-69.0,5.0,7.0,0.000538985919913311
1835,-69.0,7.0,9.0,0.0005079099907348283
1836,-69.0,9.0,11.0,0.00048595629075524546
1837,-69.0,11.0,13.0,0.00046830852925592095
1838,-69.0,13.0,15.0,0.0004521835382746628
1839,-69.0,15.0,17.0,0.0004363970516860702
1840,-69.0,17.0,19.0,0.00042063970075238016
1841,-69.0,19.0,21.0,0.0004049632051038969
1842,-69.0,21.0,23.0,0.0003895198507282531
1843,-69.0,23.0,25.0,0.000374457488088991
1844,-69.0,25.0,27.0,0.00035988779175753424
1845,-69.0,27.0,29.0,0.00034588346995422653
1846,-69.0,29.0,31.0,0.0003324847441298663
1847,-69.0,31.0,33.0,0.0003197074309889657
1848,-69.0,33.0,35.0,0.000307550070541519
1849,-69.0,35.0,37.0,0.00029599951785460633
1850,-69.0,37.0,39.0,0.0002850350943133413
1851,-69.0,39.0,41.0,0.0002746315740598509
1852,-69.0,41.0,43.0,0.0002647612859493411
1853,-69.0,43.0,45.0,0.0002553955648713982
1854,-69.0,45.0,47.0,0.00024650573306318584
1855,-69.0,47.0,49.0,0.00023806374595504443
1856,-69.0,49.0,51.0,0.00023004260087357113
1857,-69.0,51.0,53.0,0.00022241657968833511
1858,-69.0,53.0,55.0,0.00021516137644143202
1859,-69.0,55.0,57.0,0.00020825414641471862
1860,-67.0,-65.0,-63.0,4.032413580502341
1861,-67.0,-63.0,-61.0,1.3038513413760022
1862,-67.0,-61.0,-59.0,0.6301990511462854
1863,-67.0,-59.0,-57.0,0.35876603532681184
1864,-67.0,-57.0,-55.0,0.2224500581962885
1865,-67.0,-55.0,-53.0,0.14542404990797908
1866,-67.0,-53.0,-51.0,0.09857158754368034
1867,-67.0,-51.0,-49.0,0.06860007188941747
1868,-67.0,-49.0,-47.0,0.04873089608229389
1869,-67.0,-47.0,-45.0,0.035214395315290054
1870,-67.0,-45.0,-43.0,0.025840525354360988
1871,-67.0,-43.0,-41.0,0.019240855535824747
1872,-67.0,-41.0,-39.0,0.014535782591427876
1873,-67.0,-39.0,-37.0,0.011143967491627299
1874,-67.0,-37.0,-35.0,0.00867321368957201
1875,-67.0,-35.0,-33.0,0.006854827559045346
1876,-67.0,-33.0,-31.0,0.005502537842268854
1877,-67.0,-31.0,-29.0,0.0044859839677693775
1878,-67.0,-29.0,-27.0,0.0037132056005066
1879,-67.0,-27.0,-25.0,0.003118875961593562
1880,-67.0,-25.0,-23.0,0.00265629325217126
1881,-67.0,-23.0,-21.0,0.002291880337199917
1882,-67.0,-21.0,-19.0,0.002001389512964122
1883,-67.0,-19.0,-17.0,0.0017672962694919997
1884,-67.0,-17.0,-15.0,0.0015770701748045804
1885,-67.0,-15.0,-13.0,0.0014221874356532653
1886,-67.0,-13.0,-11.0,0.001297918372555766
1887,-67.0,-11.0,-9.0,0.001203782605385447
1888,-67.0,-9.0,-7.0,0.0011418261288599837
1889,-67.0,-7.0,-5.0,0.0010997983849742876
1890,-67.0,-5.0,-3.0,0.001029643097010511
1891,-67.0,-3.0,-1.0,0.0009147368361389768
1892,-67.0,-1.0,1.0,0.0007954108788914456
1893,-67.0,1.0,3.0,0.0006971113641625164
1894,-67.0,3.0,5.0,0.0006242443223058135
1895,-67.0,5.0,7.0,0.000573605843700066
1896,-67.0,7.0,9.0,0.0005392530987232101
1897,-67.0,9.0,11.0,0.0005147103041945184
1898,-67.0,11.0,13.0,0.0004949013859620773
1899,-67.0,13.0,15.0,0.00047688395445487017
1900,-67.0,15.0,17.0,0.00045939048447955766
1901,-67.0,17.0,19.0,0.00044207131863170657
1902,-67.0,19.0,21.0,0.00042495797623189405
1903,-67.0,21.0,23.0,0.00040819075285423306
1904,-67.0,23.0,25.0,0.00039190854068814687
1905,-67.0,25.0,27.0,0.0003762151272122642
1906,-67.0,27.0,29.0,0.0003611757844661258
1907,-67.0,29.0,31.0,0.0003468236224402725
1908,-67.0,31.0,33.0,0.0003331676961012345
1909,-67.0,33.0,35.0,0.0003202001840465381
1910,-67.0,35.0,37.0,0.0003079020173214139
1911,-67.0,37.0,39.0,0.0002962470468198669
1912,-67.0,39.0,41.0,0.0002852050277696045
1913,-67.0,41.0,43.0,0.000274743706729046
1914,-67.0,43.0,45.0,0.0002648302496465714
1915,-67.0,45.0,47.0,0.00025543219525656774
1916,-67.0,47.0,49.0,0.00024651807095739733
1917,-67.0,49.0,51.0,0.0002380577712561109
1918,-67.0,51.0,53.0,0.0002300227709966761
1919,-67.0,53.0,55.0,0.0002223862250939103
1920,-67.0,55.0,57.0,0.00021512299160215444
1921,-67.0,57.0,59.0,0.00020820960419878735
1922,-65.0,-63.0,-61.0,4.032413451075145
1923,-65.0,-61.0,-59.0,1.3038512126428434
1924,-65.0,-59.0,-57.0,0.6301989229272447
1925,-65.0,-57.0,-55.0,0.3587659074713523
1926,-65.0,-55.0,-53.0,0.22244993059787244
1927,-65.0,-53.0,-51.0,0.14542392252581277
1928,-65.0,-51.0,-49.0,0.09857146043461035
1929,-65.0,-49.0,-47.0,0.06859994525426014
1930,-65.0,-47.0,-45.0,0.048730770332735096
1931,-65.0,-45.0,-43.0,0.035214271170167066
1932,-65.0,-43.0,-41.0,0.025840403978069887
1933,-65.0,-41.0,-39.0,0.01924073873750301
1934,-65.0,-39.0,-37.0,0.014535673112660769
1935,-65.0,-37.0,-35.0,0.0111438694250231
1936,-65.0,-35.0,-33.0,0.008673133095243896
1937,-65.0,-33.0,-31.0,0.006854773390525128
1938,-65.0,-31.0,-29.0,0.0055025233794120595
1939,-65.0,-29.0,-27.0,0.004486029132319713
1940,-65.0,-27.0,-25.0,0.0037133409211150964
1941,-65.0,-25.0,-23.0,0.0031191498545049545
1942,-65.0,-23.0,-21.0,0.0026567864207170944
1943,-65.0,-21.0,-19.0,0.0022927362745201463
1944,-65.0,-19.0,-17.0,0.0020028827428915097
1945,-65.0,-17.0,-15.0,0.001769990378693631
1946,-65.0,-15.0,-13.0,0.0015821854879537953
1947,-65.0,-13.0,-11.0,0.0014324054559863228
1948,-65.0,-11.0,-9.0,0.0013186745106308004
1949,-65.0,-9.0,-7.0,0.0012422035849953515
1950,-65.0,-7.0,-5.0,0.0011895562296667765
1951,-65.0,-5.0,-3.0,0.0011094218400469653
1952,-65.0,-3.0,-1.0,0.0009834510367786285
1953,-65.0,-1.0,1.0,0.0008538070791144284
1954,-65.0,1.0,3.0,0.0007470909473648313
1955,-65.0,3.0,5.0,0.0006677122123532782
1956,-65.0,5.0,7.0,0.0006121217984930843
1957,-65.0,7.0,9.0,0.0005739716905676512
1958,-65.0,9.0,11.0,0.0005464127952993052
1959,-65.0,11.0,13.0,0.0005240876770570627
1960,-65.0,13.0,15.0,0.0005038791364591136
1961,-65.0,15.0,17.0,0.00048442494975617367
1962,-65.0,17.0,19.0,0.0004653266047796936
1963,-65.0,19.0,21.0,0.0004465888696213727
1964,-65.0,21.0,23.0,0.00042833494368799477
1965,-65.0,23.0,25.0,0.00041069071804423
1966,-65.0,25.0,27.0,0.0003937488500748536
1967,-65.0,27.0,29.0,0.0003775645458874398
1968,-65.0,29.0,31.0,0.00036216165148591356
1969,-65.0,31.0,33.0,0.00034754068345820704
1970,-65.0,33.0,35.0,0.0003336859814601287
1971,-65.0,35.0,37.0,0.0003205713151641573
1972,-65.0,37.0,39.0,0.000308164022073492
1973,-65.0,39.0,41.0,0.0002964279542414759
1974,-65.0,41.0,43.0,0.00028532552202770525
1975,-65.0,43.0,45.0,0.0002748190763848645
1976,-65.0,45.0,47.0,0.00026487181628807
1977,-65.0,47.0,49.0,0.0002554483600691916
1978,-65.0,49.0,51.0,0.0002465150817519343
1979,-65.0,51.0,53.0,0.00023804028516198443
1980,-65.0,53.0,55.0,0.0002299942677768535
1981,-65.0,55.0,57.0,0.00022234931117683272
1982,-65.0,57.0,59.0,0.00021507962407744247
1983,-65.0,59.0,61.0,0.00020816125612040104
1984,-63.0,-61.0,-59.0,4.032413322486736
1985,-63.0,-59.0,-57.0,1.3038510842601505
1986,-63.0,-57.0,-55.0,0.630198794557485
1987,-63.0,-55.0,-53.0,0.3587657789539975
1988,-63.0,-53.0,-51.0,0.22244980182303198
1989,-63.0,-51.0,-49.0,0.14542379346165885
1990,-63.0,-49.0,-47.0,0.0985713311677594
1991,-63.0,-47.0,-45.0,0.06859981604873572
1992,-63.0,-45.0,-43.0,0.04873064171563379
1993,-63.0,-43.0,-41.0,0.03521414405584439
1994,-63.0,-41.0,-39.0,0.025840279848253697
1995,-63.0,-39.0,-37.0,0.019240619903448566
1996,-63.0,-37.0,-35.0,0.014535563099601051
1997,-63.0,-35.0,-33.0,0.01114377354344219
1998,-63.0,-33.0,-31.0,0.008673059307920991
1999,-63.0,-31.0,-29.0,0.006854733671507907
2000,-63.0,-29.0,-27.0,0.005502535943974041
2001,-63.0,-27.0,-25.0,0.004486122322671114
2002,-63.0,-25.0,-23.0,0.003713560472449577
2003,-63.0,-23.0,-21.0,0.003119573510556431
2004,-63.0,-21.0,-19.0,0.002657555332071876
2005,-63.0,-19.0,-17.0,0.002294126003353353
2006,-63.0,-17.0,-15.0,0.0020054690444781947
2007,-63.0,-15.0,-13.0,0.0017750376127722844
2008,-63.0,-13.0,-11.0,0.0015925034080647854
2009,-63.0,-11.0,-9.0,0.0014537508069669483
2010,-63.0,-9.0,-7.0,0.0013587410975333843
2011,-63.0,-7.0,-5.0,0.001292564118088143
2012,-63.0,-5.0,-3.0,0.0012002352933290078
2013,-63.0,-3.0,-1.0,0.0010613167005184138
2014,-63.0,-1.0,1.0,0.0009197916494679409
2015,-63.0,1.0,3.0,0.0008034175052977488
2016,-63.0,3.0,5.0,0.0007165465986593948
2017,-63.0,5.0,7.0,0.0006552199237775912
2018,-63.0,7.0,9.0,0.000612635444089002
2019,-63.0,9.0,11.0,0.0005815368499007753
2020,-63.0,11.0,13.0,0.0005562612559111488
2021,-63.0,13.0,15.0,0.0005334985779245419
2022,-63.0,15.0,17.0,0.0005117778777778692
2023,-63.0,17.0,19.0,0.000490640821385193
2024,-63.0,19.0,21.0,0.0004700568296968251
2025,-63.0,21.0,23.0,0.0004501252496764835
2026,-63.0,23.0,25.0,0.0004309536324243711
2027,-63.0,25.0,27.0,0.0004126192564048274
2028,-63.0,27.0,29.0,0.0003951638534942688
2029,-63.0,29.0,31.0,0.0003785992491834103
2030,-63.0,31.0,33.0,0.0003629151741231136
2031,-63.0,33.0,35.0,0.0003480862819773556
2032,-63.0,35.0,37.0,0.0003340776516491499
2033,-63.0,37.0,39.0,0.0003208488317859373
2034,-63.0,39.0,41.0,0.00030835670037628916
2035,-63.0,41.0,43.0,0.00029655742675445233
2036,-63.0,43.0,45.0,0.000285407777845751
2037,-63.0,45.0,47.0,0.00027486595566317273
2038,-63.0,47.0,49.0,0.00026489210498462784
2039,-63.0,49.0,51.0,0.00025544859222515794
2040,-63.0,51.0,53.0,0.0002465001280100628
2041,-63.0,53.0,55.0,0.00023801378502594402
2042,-63.0,55.0,57.0,0.00022995894756162698
2043,-63.0,57.0,59.0,0.00022230721824759853
2044,-63.0,59.0,61.0,0.00021503229970477183
2045,-63.0,61.0,63.0,0.0002081098632592173
2046,-61.0,-59.0,-57.0,4.032413193581096
2047,-61.0,-57.0,-55.0,1.303850954957504
2048,-61.0,-55.0,-53.0,0.6301986646259858
2049,-61.0,-53.0,-51.0,0.3587656481918641
2050,-61.0,-51.0,-49.0,0.22244967007960448
2051,-61.0,-49.0,-47.0,0.14542366066924983
2052,-61.0,-47.0,-45.0,0.098571197389144
2053,-61.0,-45.0,-43.0,0.06859968154735918
2054,-61.0,-43.0,-41.0,0.04873050705892201
2055,-61.0,-41.0,-39.0,0.03521401026708543
2056,-61.0,-39.0,-37.0,0.025840148630558363
2057,-61.0,-37.0,-35.0,0.019240493972591644
2058,-61.0,-35.0,-33.0,0.014535446685869188
2059,-61.0,-33.0,-31.0,0.01114367316623216
2060,-61.0,-31.0,-29.0,0.008672985014234955
2061,-61.0,-29.0,-27.0,0.006854701115946091
2062,-61.0,-27.0,-25.0,0.005502570106802385
2063,-61.0,-25.0,-23.0,0.004486264642049799
2064,-61.0,-23.0,-21.0,0.0037138835214943905
2065,-61.0,-21.0,-19.0,0.0031202131098036698
2066,-61.0,-19.0,-17.0,0.0026587841666987633
2067,-61.0,-17.0,-15.0,0.0022965272557660815
2068,-61.0,-15.0,-13.0,0.002010346682381592
2069,-61.0,-13.0,-11.0,0.001785330329651634
2070,-61.0,-11.0,-9.0,0.0016143108686025587
2071,-61.0,-9.0,-7.0,0.0014954090927025293
2072,-61.0,-7.0,-5.0,0.0014118485210290084
2073,-61.0,-5.0,-3.0,0.0013044547536409969
2074,-61.0,-3.0,-1.0,0.0011502275326479156
2075,-61.0,-1.0,1.0,0.0009948974664173264
2076,-61.0,1.0,3.0,0.0008673464965941562
2077,-61.0,3.0,5.0,0.0007717830530015006
2078,-61.0,5.0,7.0,0.0007037557817047395
2079,-61.0,7.0,9.0,0.0006559501128554912
2080,-61.0,9.0,11.0,0.000620664017174484
2081,-61.0,11.0,13.0,0.0005919021068250124
2082,-61.0,13.0,15.0,0.0005661402245698277
2083,-61.0,15.0,17.0,0.0005417813387969747
2084,-61.0,17.0,19.0,0.0005182931346597378
2085,-61.0,19.0,21.0,0.000495598354964405
2086,-61.0,21.0,23.0,0.00047376353013554515
2087,-61.0,23.0,25.0,0.0004528708042716677
2088,-61.0,25.0,27.0,0.0004329764935553926
2089,-61.0,27.0,29.0,0.00041410442077551013
2090,-61.0,29.0,31.0,0.0003962508435621029
2091,-61.0,31.0,33.0,0.00037939184715267416
2092,-61.0,33.0,35.0,0.0003634900758118127
2093,-61.0,35.0,37.0,0.00034850001486510726
2094,-61.0,37.0,39.0,0.0003343718537439089
2095,-61.0,39.0,41.0,0.0003210541907998493
2096,-61.0,41.0,43.0,0.0003084958612994647
2097,-61.0,43.0,45.0,0.00029664712699021753
2098,-61.0,45.0,47.0,0.0002854604118392081
2099,-61.0,47.0,49.0,0.0002748907209499593
2100,-61.0,49.0,51.0,0.0002648958420269666
2101,-61.0,51.0,53.0,0.00025543640045063397
2102,-61.0,53.0,55.0,0.0002464758182653768
2103,-61.0,55.0,57.0,0.00023798021236947318
