,A,B,M,N,V/I
485,-91.0,5.0,-59.0,-27.0,0.0875040705808191
486,-89.0,7.0,-57.0,-25.0,0.08833023856395195
487,-87.0,9.0,-55.0,-23.0,0.08899011690811294
488,-85.0,11.0,-53.0,-21.0,0.08952225345118207
489,-83.0,13.0,-51.0,-19.0,0.08998641473412668
490,-81.0,15.0,-49.0,-17.0,0.09044599797689941
491,-79.0,17.0,-47.0,-15.0,0.09096659316484101
492,-77.0,19.0,-45.0,-13.0,0.09162554832921115
493,-75.0,21.0,-43.0,-11.0,0.09252403454263863
494,-73.0,23.0,-41.0,-9.0,0.09377523260390433
495,-71.0,25.0,-39.0,-7.0,0.09536710441215931
496,-69.0,27.0,-37.0,-5.0,0.09674487295316589
497,-67.0,29.0,-35.0,-3.0,0.09677828503773675
498,-65.0,31.0,-33.0,-1.0,0.09514530772420407
499,-63.0,33.0,-31.0,1.0,0.09256615001942253
500,-61.0,35.0,-29.0,3.0,0.08982447935429097
501,-59.0,37.0,-27.0,5.0,0.08740212622598946
502,-57.0,39.0,-25.0,7.0,0.08549974002133963
503,-55.0,41.0,-23.0,9.0,0.08412414980821262
504,-53.0,43.0,-21.0,11.0,0.0831810496173498
505,-51.0,45.0,-19.0,13.0,0.08255141364087018
506,-49.0,47.0,-17.0,15.0,0.08213372068144492
507,-47.0,49.0,-15.0,17.0,0.08185622426359136
508,-45.0,51.0,-13.0,19.0,0.0816747982747224
509,-43.0,53.0,-11.0,21.0,0.08156750520834274
510,-41.0,55.0,-9.0,23.0,0.08152952346150345
511,-39.0,57.0,-7.0,25.0,0.0815677935055016
512,-37.0,59.0,-5.0,27.0,0.08171280423891376
513,-35.0,61.0,-3.0,29.0,0.08208794956272075
514,-33.0,63.0,-1.0,31.0,0.08282607798982158
515,-31.0,65.0,1.0,33.0,0.08388168655176048
516,-29.0,67.0,3.0,35.0,0.08509145991512593
517,-27.0,69.0,5.0,37.0,0.0862803786597993
518,-25.0,71.0,7.0,39.0,0.08732481685213417
519,-23.0,73.0,9.0,41.0,0.08817986554187617
520,-21.0,75.0,11.0,43.0,0.08886737410212342
521,-19.0,77.0,13.0,45.0,0.08944341029612365
522,-17.0,79.0,15.0,47.0,0.08997354436200161
523,-15.0,81.0,17.0,49.0,0.09052584958458613
524,-13.0,83.0,19.0,51.0,0.09117660961017905
525,-11.0,85.0,21.0,53.0,0.09201863372170799
526,-9.0,87.0,23.0,55.0,0.09314496872670196
527,-7.0,89.0,25.0,57.0,0.09451425603238031
528,-5.0,91.0,27.0,59.0,0.09557847437308242
529,-3.0,93.0,29.0,61.0,0.09532709952737525
530,-1.0,95.0,31.0,63.0,0.09356919757841836
531,1.0,97.0,33.0,65.0,0.0910396172151923
532,3.0,99.0,35.0,67.0,0.08847180828081545
533,5.0,101.0,37.0,69.0,0.08628729315980284
534,7.0,103.0,39.0,71.0,0.0846361434608216
535,9.0,105.0,41.0,73.0,0.08349202542747826
536,11.0,107.0,43.0,75.0,0.08274570966666983
537,13.0,109.0,45.0,77.0,0.082276227310039
538,15.0,111.0,47.0,79.0,0.08198594496054787
539,17.0,113.0,49.0,81.0,0.08180728976642884
540,19.0,115.0,51.0,83.0,0.08169708169600634
541,21.0,117.0,53.0,85.0,0.08162877412279966
542,23.0,119.0,55.0,87.0,0.0815862878788911
543,25.0,121.0,57.0,89.0,0.08155989179863188
544,27.0,123.0,59.0,91.0,0.0815436433181109
545,29.0,125.0,61.0,93.0,0.08153384257059575
546,31.0,127.0,63.0,95.0,0.08152810603967875
547,-127.0,65.0,-63.0,1.0,0.027593043178799966
548,-125.0,67.0,-61.0,3.0,0.02744282076934501
549,-123.0,69.0,-59.0,5.0,0.027254166164067745
550,-121.0,71.0,-57.0,7.0,0.02706569033365652
551,-119.0,73.0,-55.0,9.0,0.026900827081195094
552,-117.0,75.0,-53.0,11.0,0.02676843204375698
553,-115.0,77.0,-51.0,13.0,0.026667559216046407
554,-113.0,79.0,-49.0,15.0,0.026592915203119228
555,-111.0,81.0,-47.0,17.0,0.02653843428578446
556,-109.0,83.0,-45.0,19.0,0.026498839206275545
557,-107.0,85.0,-43.0,21.0,0.02647002488995215
558,-105.0,87.0,-41.0,23.0,0.02644895868128484
559,-103.0,89.0,-39.0,25.0,0.026433450654558408
560,-101.0,91.0,-37.0,27.0,0.02642193021078109
561,-99.0,93.0,-35.0,29.0,0.0264132664066542
562,-97.0,95.0,-33.0,31.0,0.026406633142870565
563,-95.0,97.0,-31.0,33.0,0.02640141002075721
564,-93.0,99.0,-29.0,35.0,0.026397108482012058
565,-91.0,101.0,-27.0,37.0,0.02639331405504182
566,-89.0,103.0,-25.0,39.0,0.026389636617660264
567,-87.0,105.0,-23.0,41.0,0.026385660336780026
568,-85.0,107.0,-21.0,43.0,0.026380881896668408
569,-83.0,109.0,-19.0,45.0,0.026374616435191664
570,-81.0,111.0,-17.0,47.0,0.02636582688589338
571,-79.0,113.0,-15.0,49.0,0.026352773862585034
572,-77.0,115.0,-13.0,51.0,0.026332246879443112
573,-75.0,117.0,-11.0,53.0,0.02629787994165423
574,-73.0,119.0,-9.0,55.0,0.026237015854744507
575,-71.0,121.0,-7.0,57.0,0.026128965666640643
576,-69.0,123.0,-5.0,59.0,0.025963766326859965
577,-67.0,125.0,-3.0,61.0,0.0257896547698885
578,-65.0,127.0,-1.0,63.0,0.025678683461721363
