# Declination : 7.79138 Degrees
# Inclination : 65.97 Degrees
# Total Field : 51_345.6 nT
Easting (m),Northing (m),Elevation (m),Total Magnetic Anomaly (nT),Standard Deviation (nT)
100.0,-1100.0,100.0,36.562050804676026,5.0
100.0,-1000.0,100.0,47.265571612107834,5.0
100.0,-900.0,100.0,86.79441830161765,5.0
100.0,-800.0,100.0,125.7133279957874,5.0
100.0,-700.0,100.0,191.13106026917163,5.0
100.0,-600.0,100.0,271.7544254539183,5.0
100.0,-500.0,100.0,336.2555425600194,5.0
100.0,-400.0,100.0,378.4120841423109,5.0
100.0,-300.0,100.0,387.2810602941565,5.0
100.0,-200.0,100.0,340.652425988517,5.0
100.0,-100.0,100.0,264.7505214538314,5.0
100.0,0.0,100.0,186.23464827562918,5.0
100.0,100.0,100.0,81.87360021745796,5.0
100.0,200.0,100.0,0.22106985600338547,5.0
100.0,300.0,100.0,-88.19185021643538,5.0
100.0,400.0,100.0,-127.8507892148235,5.0
100.0,500.0,100.0,-151.70557573872094,5.0
100.0,600.0,100.0,-150.78770563808757,5.0
100.0,700.0,100.0,-151.95621991080787,5.0
100.0,800.0,100.0,-115.93638614135571,5.0
100.0,900.0,100.0,-109.34640746017512,5.0
100.0,1000.0,100.0,-80.95681485118061,5.0
100.0,1100.0,100.0,-71.22421329557918,5.0
100.0,1200.0,100.0,-60.792652217509215,5.0
100.0,1300.0,100.0,-38.70524918595454,5.0
100.0,1400.0,100.0,-30.618544302581498,5.0
100.0,1500.0,100.0,-25.932594400829668,5.0
200.0,-1500.0,100.0,-1.9119915443944286,5.0
200.0,-1400.0,100.0,8.051299275135475,5.0
200.0,-1300.0,100.0,10.186707039816756,5.0
200.0,-1200.0,100.0,18.98704305225903,5.0
200.0,-1100.0,100.0,43.201247180069075,5.0
200.0,-1000.0,100.0,69.70817411925876,5.0
200.0,-900.0,100.0,124.1397643754888,5.0
200.0,-800.0,100.0,202.38143927798635,5.0
200.0,-700.0,100.0,311.1247756377893,5.0
200.0,-600.0,100.0,441.00073180721654,5.0
200.0,-500.0,100.0,534.8950879335632,5.0
200.0,-400.0,100.0,516.7766446489247,5.0
200.0,-300.0,100.0,418.20594764440165,5.0
200.0,-200.0,100.0,294.30225889098574,5.0
200.0,-100.0,100.0,163.00226269719738,5.0
200.0,0.0,100.0,74.40917771323811,5.0
200.0,100.0,100.0,-11.187273581289617,5.0
200.0,200.0,100.0,-82.62906478646833,5.0
200.0,300.0,100.0,-111.98401950401896,5.0
200.0,400.0,100.0,-134.7734650619066,5.0
200.0,500.0,100.0,-140.89484102051017,5.0
200.0,600.0,100.0,-135.35749191325334,5.0
200.0,700.0,100.0,-132.64164507859505,5.0
200.0,800.0,100.0,-109.0908247474051,5.0
200.0,900.0,100.0,-77.2909825289382,5.0
200.0,1000.0,100.0,-79.99413517254176,5.0
200.0,1100.0,100.0,-63.49163397227961,5.0
200.0,1200.0,100.0,-41.328264980710266,5.0
200.0,1300.0,100.0,-41.78486922747236,5.0
200.0,1400.0,100.0,-25.784838077252033,5.0
200.0,1500.0,100.0,-25.586286362834443,5.0
300.0,-1500.0,100.0,6.442175647040521,5.0
300.0,-1400.0,100.0,5.772069629625147,5.0
300.0,-1300.0,100.0,12.960443444535642,5.0
300.0,-1200.0,100.0,22.714139743328545,5.0
300.0,-1100.0,100.0,55.397996734739095,5.0
300.0,-1000.0,100.0,87.43617290663788,5.0
300.0,-900.0,100.0,162.33121105296084,5.0
300.0,-800.0,100.0,309.27106075887485,5.0
300.0,-700.0,100.0,526.5070759445531,5.0
300.0,-600.0,100.0,782.6194355000728,5.0
300.0,-500.0,100.0,892.687495088283,5.0
300.0,-400.0,100.0,701.0680660492549,5.0
300.0,-300.0,100.0,405.85216478898604,5.0
300.0,-200.0,100.0,187.43500363316377,5.0
300.0,-100.0,100.0,42.20186314586554,5.0
300.0,0.0,100.0,-27.60075359671133,5.0
300.0,100.0,100.0,-88.5066172244363,5.0
300.0,200.0,100.0,-112.8347304896204,5.0
300.0,300.0,100.0,-134.22818711939732,5.0
300.0,400.0,100.0,-134.71696176366535,5.0
300.0,500.0,100.0,-128.9663810537564,5.0
300.0,600.0,100.0,-126.46999147100911,5.0
300.0,700.0,100.0,-111.97478845740605,5.0
300.0,800.0,100.0,-90.8884521783414,5.0
300.0,900.0,100.0,-76.39599516775525,5.0
300.0,1000.0,100.0,-60.83888167009338,5.0
300.0,1100.0,100.0,-64.1626494854042,5.0
300.0,1200.0,100.0,-51.26826385006435,5.0
300.0,1300.0,100.0,-27.48284611366795,5.0
300.0,1400.0,100.0,-18.223947974909095,5.0
300.0,1500.0,100.0,-27.53881828525625,5.0
400.0,-1500.0,100.0,1.2583917933531676,5.0
400.0,-1400.0,100.0,11.652274568908997,5.0
400.0,-1300.0,100.0,15.29232711877298,5.0
400.0,-1200.0,100.0,22.80199592263975,5.0
400.0,-1100.0,100.0,59.87461165779927,5.0
400.0,-1000.0,100.0,105.20740871198129,5.0
400.0,-900.0,100.0,212.34704235461567,5.0
400.0,-800.0,100.0,479.8581212603824,5.0
400.0,-700.0,100.0,887.0121230603258,5.0
400.0,-600.0,100.0,1159.4489653537958,5.0
400.0,-500.0,100.0,1123.0633932713215,5.0
400.0,-400.0,100.0,823.04988596453,5.0
400.0,-300.0,100.0,342.88922298616245,5.0
400.0,-200.0,100.0,31.24886171198557,5.0
400.0,-100.0,100.0,-60.633010690924976,5.0
400.0,0.0,100.0,-105.7803533062536,5.0
400.0,100.0,100.0,-138.83028083557377,5.0
400.0,200.0,100.0,-133.34500236543735,5.0
400.0,300.0,100.0,-127.41280475139835,5.0
400.0,400.0,100.0,-127.1593174474344,5.0
400.0,500.0,100.0,-110.078301784935,5.0
400.0,600.0,100.0,-102.10380296378109,5.0
400.0,700.0,100.0,-87.05188041670435,5.0
400.0,800.0,100.0,-82.73676904776704,5.0
400.0,900.0,100.0,-71.24770830480028,5.0
400.0,1000.0,100.0,-52.21440027771923,5.0
400.0,1100.0,100.0,-52.952015536261186,5.0
400.0,1200.0,100.0,-37.29525727467777,5.0
400.0,1300.0,100.0,-42.87802725398358,5.0
400.0,1400.0,100.0,-21.000264824213914,5.0
400.0,1500.0,100.0,-18.507563640733668,5.0
500.0,-1500.0,100.0,0.29101899930515396,5.0
500.0,-1400.0,100.0,7.978631812089894,5.0
500.0,-1300.0,100.0,15.704112199065785,5.0
500.0,-1200.0,100.0,30.043300422936518,5.0
500.0,-1100.0,100.0,49.375647287517616,5.0
500.0,-1000.0,100.0,114.38925358317707,5.0
500.0,-900.0,100.0,256.9923229090493,5.0
500.0,-800.0,100.0,617.9182480162148,5.0
500.0,-700.0,100.0,1079.7593123599695,5.0
500.0,-600.0,100.0,1162.4656558528147,5.0
500.0,-500.0,100.0,1022.8571928196274,5.0
500.0,-400.0,100.0,680.1930943543571,5.0
500.0,-300.0,100.0,149.5776385104065,5.0
500.0,-200.0,100.0,-99.05695185637515,5.0
500.0,-100.0,100.0,-144.00335857775542,5.0
500.0,0.0,100.0,-144.2677647933637,5.0
500.0,100.0,100.0,-151.13481916724805,5.0
500.0,200.0,100.0,-128.46242908544096,5.0
500.0,300.0,100.0,-120.00753773179525,5.0
500.0,400.0,100.0,-108.676721597089,5.0
500.0,500.0,100.0,-99.51899184822608,5.0
500.0,600.0,100.0,-88.18990777654284,5.0
500.0,700.0,100.0,-81.22372280323698,5.0
500.0,800.0,100.0,-68.56285949676794,5.0
500.0,900.0,100.0,-60.43100770676148,5.0
500.0,1000.0,100.0,-53.857508593606134,5.0
500.0,1100.0,100.0,-44.99402905308932,5.0
500.0,1200.0,100.0,-33.40061921186032,5.0
500.0,1300.0,100.0,-23.28006701671054,5.0
500.0,1400.0,100.0,-21.979675793638382,5.0
500.0,1500.0,100.0,-17.400534003026095,5.0
600.0,-1500.0,100.0,-3.8129519181205422,5.0
600.0,-1400.0,100.0,7.551616273937267,5.0
600.0,-1300.0,100.0,8.41867207164177,5.0
600.0,-1200.0,100.0,25.41315145342918,5.0
600.0,-1100.0,100.0,46.817648307133084,5.0
600.0,-1000.0,100.0,96.3784774399308,5.0
600.0,-900.0,100.0,230.91856434155048,5.0
600.0,-800.0,100.0,593.9917989350863,5.0
600.0,-700.0,100.0,959.5927136683683,5.0
600.0,-600.0,100.0,964.4994950578454,5.0
600.0,-500.0,100.0,758.1255276176682,5.0
600.0,-400.0,100.0,365.8374763523359,5.0
600.0,-300.0,100.0,-82.24840905531444,5.0
600.0,-200.0,100.0,-183.54825780360326,5.0
600.0,-100.0,100.0,-177.88428287590415,5.0
600.0,0.0,100.0,-158.61192830435994,5.0
600.0,100.0,100.0,-137.6193431693679,5.0
600.0,200.0,100.0,-122.7609873129469,5.0
600.0,300.0,100.0,-114.37035530063267,5.0
600.0,400.0,100.0,-101.94632470762016,5.0
600.0,500.0,100.0,-93.64670159282426,5.0
600.0,600.0,100.0,-74.81308953995455,5.0
600.0,700.0,100.0,-61.30570976803746,5.0
600.0,800.0,100.0,-53.39196780804921,5.0
600.0,900.0,100.0,-49.87974097968641,5.0
600.0,1000.0,100.0,-43.53463808248217,5.0
600.0,1100.0,100.0,-34.270038913762214,5.0
600.0,1200.0,100.0,-23.16375176235273,5.0
600.0,1300.0,100.0,-21.794127051382894,5.0
600.0,1400.0,100.0,-17.143063760457643,5.0
600.0,1500.0,100.0,-13.363447988526595,5.0
700.0,-1500.0,100.0,8.17356007179433,5.0
700.0,-1400.0,100.0,3.760302445818821,5.0
700.0,-1300.0,100.0,11.217244838370366,5.0
700.0,-1200.0,100.0,11.283600283009575,5.0
700.0,-1100.0,100.0,27.977862652226552,5.0
700.0,-1000.0,100.0,60.227685994084645,5.0
700.0,-900.0,100.0,126.99499197423103,5.0
700.0,-800.0,100.0,323.6299041830903,5.0
700.0,-700.0,100.0,592.4855981414998,5.0
700.0,-600.0,100.0,621.4449660925169,5.0
700.0,-500.0,100.0,385.8463201781045,5.0
700.0,-400.0,100.0,-15.901077979581828,5.0
700.0,-300.0,100.0,-185.39683705285125,5.0
700.0,-200.0,100.0,-200.84872956272665,5.0
700.0,-100.0,100.0,-174.4796007783999,5.0
700.0,0.0,100.0,-136.53882082797733,5.0
700.0,100.0,100.0,-123.38691925123157,5.0
700.0,200.0,100.0,-111.0423251911948,5.0
700.0,300.0,100.0,-95.267979686968,5.0
700.0,400.0,100.0,-82.18721136661955,5.0
700.0,500.0,100.0,-76.86810100280734,5.0
700.0,600.0,100.0,-68.14543837399918,5.0
700.0,700.0,100.0,-48.96144420931411,5.0
700.0,800.0,100.0,-45.881176027308115,5.0
700.0,900.0,100.0,-39.30892192960957,5.0
700.0,1000.0,100.0,-33.31330172302056,5.0
700.0,1100.0,100.0,-29.946052876691567,5.0
700.0,1200.0,100.0,-29.028725187796937,5.0
700.0,1300.0,100.0,-20.896173069151608,5.0
700.0,1400.0,100.0,-22.29894915344726,5.0
700.0,1500.0,100.0,-16.013755445563298,5.0
800.0,-1500.0,100.0,9.073335250207993,5.0
800.0,-1400.0,100.0,3.6762901406232995,5.0
800.0,-1300.0,100.0,2.1726826201249674,5.0
800.0,-1200.0,100.0,0.6845149692686165,5.0
800.0,-1100.0,100.0,10.86351369547975,5.0
800.0,-1000.0,100.0,24.330050501798166,5.0
800.0,-900.0,100.0,49.52345013784098,5.0
800.0,-800.0,100.0,107.3333986223584,5.0
800.0,-700.0,100.0,155.9449044151856,5.0
800.0,-600.0,100.0,150.42702525352655,5.0
800.0,-500.0,100.0,-3.969336188001771,5.0
800.0,-400.0,100.0,-155.43474303526423,5.0
800.0,-300.0,100.0,-186.1022812980391,5.0
800.0,-200.0,100.0,-166.27837148451172,5.0
800.0,-100.0,100.0,-139.4755864102808,5.0
800.0,0.0,100.0,-127.26861291526251,5.0
800.0,100.0,100.0,-105.94074553151651,5.0
800.0,200.0,100.0,-108.54022229502132,5.0
800.0,300.0,100.0,-77.4471570183282,5.0
800.0,400.0,100.0,-72.57163080387748,5.0
800.0,500.0,100.0,-63.75606332408537,5.0
800.0,600.0,100.0,-56.98634892179253,5.0
800.0,700.0,100.0,-49.40541609980493,5.0
800.0,800.0,100.0,-36.27694610084005,5.0
800.0,900.0,100.0,-32.86387421773598,5.0
800.0,1000.0,100.0,-26.336511863511333,5.0
800.0,1100.0,100.0,-26.645501740590394,5.0
800.0,1200.0,100.0,-16.16449739781737,5.0
800.0,1300.0,100.0,-23.99963943956934,5.0
800.0,1400.0,100.0,-24.55306253588192,5.0
800.0,1500.0,100.0,-12.339519185237606,5.0
900.0,-1500.0,100.0,-1.7549033529526614,5.0
900.0,-1400.0,100.0,-13.818348962938492,5.0
900.0,-1300.0,100.0,-6.597884158716916,5.0
900.0,-1200.0,100.0,-6.8937405286183635,5.0
900.0,-1100.0,100.0,4.048476257132668,5.0
900.0,-1000.0,100.0,-2.1755019004968106,5.0
900.0,-900.0,100.0,2.7902778195695053,5.0
900.0,-800.0,100.0,0.3442042076702255,5.0
900.0,-700.0,100.0,-16.00280829613241,5.0
900.0,-600.0,100.0,-56.88012026080638,5.0
900.0,-500.0,100.0,-98.27481386588273,5.0
900.0,-400.0,100.0,-128.30469044034774,5.0
900.0,-300.0,100.0,-139.25660852174738,5.0
900.0,-200.0,100.0,-132.88683916744725,5.0
900.0,-100.0,100.0,-122.26139163877298,5.0
900.0,0.0,100.0,-95.92214232686376,5.0
900.0,100.0,100.0,-89.06815153474925,5.0
900.0,200.0,100.0,-77.85597960924437,5.0
900.0,300.0,100.0,-77.47098810404363,5.0
900.0,400.0,100.0,-63.689718359572915,5.0
900.0,500.0,100.0,-44.47582929826828,5.0
900.0,600.0,100.0,-47.16608327643623,5.0
900.0,700.0,100.0,-31.240744518336097,5.0
900.0,800.0,100.0,-37.677979665250504,5.0
900.0,900.0,100.0,-36.545568992585586,5.0
900.0,1000.0,100.0,-22.551435463189865,5.0
900.0,1100.0,100.0,-24.219126492802467,5.0
900.0,1200.0,100.0,-17.393403959169568,5.0
900.0,1300.0,100.0,-19.788875094117785,5.0
900.0,1400.0,100.0,-15.266670350013156,5.0
900.0,1500.0,100.0,-6.917456414754771,5.0
1000.0,-1500.0,100.0,-8.603884487998215,5.0
1000.0,-1400.0,100.0,-9.528457196397776,5.0
1000.0,-1300.0,100.0,-1.9966300426330896,5.0
1000.0,-1200.0,100.0,-16.04859968442453,5.0
1000.0,-1100.0,100.0,-5.804739982749976,5.0
1000.0,-1000.0,100.0,-12.030732356399955,5.0
1000.0,-900.0,100.0,-12.793266529244615,5.0
1000.0,-800.0,100.0,-42.185834903575035,5.0
1000.0,-700.0,100.0,-36.366628493534215,5.0
1000.0,-600.0,100.0,-82.07718692821867,5.0
1000.0,-500.0,100.0,-95.57116437234413,5.0
1000.0,-400.0,100.0,-101.53586136872883,5.0
1000.0,-300.0,100.0,-101.60372705541067,5.0
1000.0,-200.0,100.0,-99.01741631486507,5.0
1000.0,-100.0,100.0,-95.36687792652788,5.0
1000.0,0.0,100.0,-81.71949747216543,5.0
1000.0,100.0,100.0,-71.80601521617439,5.0
1000.0,200.0,100.0,-64.6547828480503,5.0
1000.0,300.0,100.0,-58.31929842699799,5.0
1000.0,400.0,100.0,-53.30866746462449,5.0
1000.0,500.0,100.0,-49.322736730004706,5.0
1000.0,600.0,100.0,-32.51145810346406,5.0
1000.0,700.0,100.0,-31.310187042501852,5.0
1000.0,800.0,100.0,-32.47231827565784,5.0
1000.0,900.0,100.0,-33.459082698940236,5.0
1000.0,1000.0,100.0,-23.946052058924938,5.0
1000.0,1100.0,100.0,-22.20471830480881,5.0
1000.0,1200.0,100.0,-27.73650754706324,5.0
1000.0,1300.0,100.0,-12.971964754772634,5.0
1000.0,1400.0,100.0,-14.788944288631084,5.0
1000.0,1500.0,100.0,-6.033204674583917,5.0
1100.0,-1500.0,100.0,-5.267624695719244,5.0
1100.0,-1400.0,100.0,-4.552935584998138,5.0
1100.0,-1300.0,100.0,-0.17516326787846737,5.0
1100.0,-1200.0,100.0,-8.870318051865542,5.0
1100.0,-1100.0,100.0,-13.009656796519971,5.0
1100.0,-1000.0,100.0,-23.864250605965438,5.0
1100.0,-900.0,100.0,-18.660569546258092,5.0
1100.0,-800.0,100.0,-31.235953559246397,5.0
1100.0,-700.0,100.0,-39.28653092164058,5.0
1100.0,-600.0,100.0,-54.25231092378232,5.0
1100.0,-500.0,100.0,-72.34566166933907,5.0
1100.0,-400.0,100.0,-82.19505475375298,5.0
1100.0,-300.0,100.0,-79.82254052793965,5.0
1100.0,-200.0,100.0,-74.69815596960991,5.0
1100.0,-100.0,100.0,-77.13371861837126,5.0
1100.0,0.0,100.0,-64.91521153608626,5.0
1100.0,100.0,100.0,-57.2637924875555,5.0
1100.0,200.0,100.0,-56.16683619596119,5.0
1100.0,300.0,100.0,-51.135240012031204,5.0
1100.0,400.0,100.0,-53.495080448825775,5.0
1100.0,500.0,100.0,-36.10700727970184,5.0
1100.0,600.0,100.0,-28.079194339454162,5.0
1100.0,700.0,100.0,-40.7672174472507,5.0
1100.0,800.0,100.0,-26.110400842890417,5.0
1100.0,900.0,100.0,-18.214818373195115,5.0
1100.0,1000.0,100.0,-23.425643237145497,5.0
1100.0,1100.0,100.0,-19.528760479862374,5.0
1100.0,1200.0,100.0,-14.418386972319853,5.0
1100.0,1300.0,100.0,-17.909315291110296,5.0
1100.0,1400.0,100.0,-6.468146403366503,5.0
1100.0,1500.0,100.0,-10.902032240578702,5.0
1200.0,-1500.0,100.0,-8.031216417504766,5.0
1200.0,-1400.0,100.0,-4.443895405011512,5.0
1200.0,-1300.0,100.0,-11.808256588210273,5.0
1200.0,-1200.0,100.0,-11.713687764457651,5.0
1200.0,-1100.0,100.0,-19.003404173264062,5.0
1200.0,-1000.0,100.0,-20.790050446304686,5.0
1200.0,-900.0,100.0,-35.0581452744038,5.0
1200.0,-800.0,100.0,-33.481383466708074,5.0
1200.0,-700.0,100.0,-46.60558525744127,5.0
1200.0,-600.0,100.0,-47.50626768289644,5.0
1200.0,-500.0,100.0,-54.71266030701503,5.0
1200.0,-400.0,100.0,-55.00124983607558,5.0
1200.0,-300.0,100.0,-68.23626978093475,5.0
1200.0,-200.0,100.0,-54.75718550322712,5.0
1200.0,-100.0,100.0,-50.842862667601366,5.0
1200.0,0.0,100.0,-48.81832165672935,5.0
1200.0,100.0,100.0,-44.13739225324789,5.0
1200.0,200.0,100.0,-41.56097830790499,5.0
1200.0,300.0,100.0,-39.75095782107719,5.0
1200.0,400.0,100.0,-38.71621207530252,5.0
1200.0,500.0,100.0,-32.96398153185763,5.0
1200.0,600.0,100.0,-25.373708379283986,5.0
1200.0,700.0,100.0,-27.585492183619916,5.0
1200.0,800.0,100.0,-17.857240434075134,5.0
1200.0,900.0,100.0,-22.32167012523687,5.0
1200.0,1000.0,100.0,-21.462387654517084,5.0
1200.0,1100.0,100.0,-13.279461948918916,5.0
1200.0,1200.0,100.0,-7.025501219611414,5.0
1200.0,1300.0,100.0,-13.967094306573218,5.0
1200.0,1400.0,100.0,-6.711482063068812,5.0
1200.0,1500.0,100.0,-10.422698409665806,5.0
1300.0,-1500.0,100.0,-9.930406012334785,5.0
1300.0,-1400.0,100.0,-12.620810771385464,5.0
1300.0,-1300.0,100.0,-10.569282024829482,5.0
1300.0,-1200.0,100.0,-10.420438164856783,5.0
1300.0,-1100.0,100.0,-16.995099366528024,5.0
1300.0,-1000.0,100.0,-26.475003253460716,5.0
1300.0,-900.0,100.0,-17.334311331555636,5.0
1300.0,-800.0,100.0,-25.237179711545984,5.0
1300.0,-700.0,100.0,-32.40813823835046,5.0
1300.0,-600.0,100.0,-32.23009776187473,5.0
1300.0,-500.0,100.0,-38.51564881073357,5.0
1300.0,-400.0,100.0,-48.15720741481082,5.0
1300.0,-300.0,100.0,-45.9415180963851,5.0
1300.0,-200.0,100.0,-41.74082669545914,5.0
1300.0,-100.0,100.0,-38.38235031921338,5.0
1300.0,0.0,100.0,-44.277490588565975,5.0
1300.0,100.0,100.0,-28.775385508201023,5.0
1300.0,200.0,100.0,-36.328091993609235,5.0
1300.0,300.0,100.0,-26.406520416855003,5.0
1300.0,400.0,100.0,-29.737563698077917,5.0
1300.0,500.0,100.0,-25.81465555694894,5.0
1300.0,600.0,100.0,-25.0142153083695,5.0
1300.0,700.0,100.0,-26.70411470109211,5.0
1300.0,800.0,100.0,-27.956117546990697,5.0
1300.0,900.0,100.0,-11.47237403121769,5.0
1300.0,1000.0,100.0,-22.673682695975494,5.0
1300.0,1100.0,100.0,-13.924416956878733,5.0
1300.0,1200.0,100.0,-11.89548919987328,5.0
1300.0,1300.0,100.0,-12.580838375710117,5.0
1300.0,1400.0,100.0,-7.480924740151385,5.0
1300.0,1500.0,100.0,-12.095615957800053,5.0
1400.0,-1500.0,100.0,-5.13630752593979,5.0
1400.0,-1400.0,100.0,-9.09968256625697,5.0
1400.0,-1300.0,100.0,-5.37370795984928,5.0
1400.0,-1200.0,100.0,-9.854274645303715,5.0
1400.0,-1100.0,100.0,-12.538605622279118,5.0
1400.0,-1000.0,100.0,-15.199264207428486,5.0
1400.0,-900.0,100.0,-19.358190415002582,5.0
1400.0,-800.0,100.0,-15.916554351282027,5.0
1400.0,-700.0,100.0,-27.75649884705687,5.0
1400.0,-600.0,100.0,-31.237501240256314,5.0
1400.0,-500.0,100.0,-37.379978268422406,5.0
1400.0,-400.0,100.0,-39.542133294242895,5.0
1400.0,-300.0,100.0,-44.42459041929319,5.0
1400.0,-200.0,100.0,-34.98580530632813,5.0
1400.0,-100.0,100.0,-28.68789890936953,5.0
1400.0,0.0,100.0,-35.12938353225703,5.0
1400.0,100.0,100.0,-40.38937880563051,5.0
1400.0,200.0,100.0,-28.13742843842715,5.0
1400.0,300.0,100.0,-35.5563505002118,5.0
1400.0,400.0,100.0,-27.81518783826174,5.0
1400.0,500.0,100.0,-31.343982326729847,5.0
1400.0,600.0,100.0,-18.698891830796928,5.0
1400.0,700.0,100.0,-5.08932573801868,5.0
1400.0,800.0,100.0,-24.184073380245287,5.0
1400.0,900.0,100.0,-25.56291952602617,5.0
1400.0,1000.0,100.0,-27.502023437345677,5.0
1400.0,1100.0,100.0,-9.803717598092582,5.0
1400.0,1200.0,100.0,-10.58173389974449,5.0
1400.0,1300.0,100.0,-11.938629557397041,5.0
1400.0,1400.0,100.0,-11.407348840277184,5.0
1400.0,1500.0,100.0,-13.506338718537346,5.0
1500.0,-1500.0,100.0,4.97837338411893,5.0
1500.0,-1400.0,100.0,-3.422062944475142,5.0
1500.0,-1300.0,100.0,-8.645394228832966,5.0
1500.0,-1200.0,100.0,-15.728662447824426,5.0
1500.0,-1100.0,100.0,-3.862663436085162,5.0
1500.0,-1000.0,100.0,-26.636809590618476,5.0
1500.0,-900.0,100.0,-20.955976963829713,5.0
1500.0,-800.0,100.0,-13.040322502847939,5.0
1500.0,-700.0,100.0,-23.460297624564898,5.0
1500.0,-600.0,100.0,-31.65519192963996,5.0
1500.0,-500.0,100.0,-30.770415727939543,5.0
1500.0,-400.0,100.0,-28.546911312888444,5.0
1500.0,-300.0,100.0,-29.666705642673094,5.0
1500.0,-200.0,100.0,-36.93328892644896,5.0
1500.0,-100.0,100.0,-27.45671947867845,5.0
1500.0,0.0,100.0,-24.98175518223705,5.0
1500.0,100.0,100.0,-30.082942674027166,5.0
1500.0,200.0,100.0,-25.87447637130605,5.0
1500.0,300.0,100.0,-23.482317919653962,5.0
1500.0,400.0,100.0,-23.221884491371817,5.0
1500.0,500.0,100.0,-26.703103796532737,5.0
1500.0,600.0,100.0,-26.789899618475353,5.0
1500.0,700.0,100.0,-16.659616552522397,5.0
1500.0,800.0,100.0,-18.19490017802749,5.0
1500.0,900.0,100.0,-11.6411122566705,5.0
1500.0,1000.0,100.0,-3.787813405740831,5.0
1500.0,1100.0,100.0,-8.45165120664179,5.0
1500.0,1200.0,100.0,-7.587324765670109,5.0
1500.0,1300.0,100.0,-10.398774527334133,5.0
1500.0,1400.0,100.0,4.274991107424004,5.0
1500.0,1500.0,100.0,-10.467701884032252,5.0
